	14-3-3_beta-R-V	14-3-3_epsilon-M-C	14-3-3_zeta-R-V	4E-BP1-R-V	4E-BP1_pS65-R-V	4E-BP1_pT37_T46-R-V	A-Raf_pS299-R-C	ACC_pS79-R-V	ACVRL1-R-C	ADAR1-M-V	Akt-R-V	Akt_pS473-R-V	Akt_pT308-R-V	AMPK_alpha-R-C	AMPK_pT172-R-V	Annexin-1-M-E	Annexin_VII-M-V	AR-R-V	DIRAS3-M-E	ASNS-R-V	Bad_pS112-R-V	Bax-R-V	Bcl-2-M-V	Bcl-xL-R-V	beta-Catenin-R-V	Bid-R-C	Bim-R-V	c-Kit-R-V	c-Met-M-E	c-Myc-R-C	C-Raf-R-V	Caspase-7_cleavedD198-R-C	Caspase-8-M-E	Caveolin-1-R-V	CD20-R-C	CD31-M-V	CD49b-M-V	CDK1-R-V	Chk1_pS345-R-C	cIAP-R-V	Claudin-7-R-V	Collagen_VI-R-V	Cyclin_B1-R-V	Cyclin_D1-R-V	Cyclin_E1-M-V	Cyclin_E2-R-C	Dvl3-R-V	E-Cadherin-R-V	eEF2K-R-V	EGFR-R-V	eIF4E-R-V	eIF4G-R-C	ER-alpha-R-V	ER-alpha_pS118-R-V	ERCC1-M-V	ERK2-R-E	ETS-1-R-V	FASN-R-V	FoxM1-R-V	FOXO3a-R-C	FOXO3a_pS318_S321-R-C	G6PD-M-V	GAPDH-M-C	GATA3-M-V	GSK3-alpha-beta-M-V	GSK3-alpha-beta_pS21_S9-R-V	HER2-M-V	HER2_pY1248-R-C	HER3-R-V	HER3_pY1289-R-C	Heregulin-R-V	HSP70-R-C	IGFBP2-R-V	IRS1-R-V	JAB1-M-C	JNK_pT183_pY185-R-V	JNK2-R-C	Ku80-R-C	Lck-R-V	LKB1-M-E	MAPK_pT202_Y204-R-V	MEK1-R-V	MEK1_pS217_S221-R-V	MIG-6-M-V	MSH2-M-V	MSH6-R-C	mTOR-R-V	mTOR_pS2448-R-C	MYH11-R-V	Myosin-IIa_pS1943-R-V	N-Cadherin-R-V	N-Ras-M-V	NDRG1_pT346-R-V	NF-kB-p65_pS536-R-C	NF2-R-C	Notch1-R-V	P-Cadherin-R-C	p27-R-V	p27_pT157-R-C	p27_pT198-R-V	p38_pT180_Y182-R-V	p70S6K-R-V	p70S6K_pT389-R-V	p90RSK-R-C	p90RSK_pT359_S363-R-C	PAI-1-M-E	PARP_cleaved-M-E	PDCD4-R-C	PDK1-R-V	PDK1_pS241-R-V	PEA15-R-V	PEA15_pS116-R-V	PI3K-p110-alpha-R-C	PI3K-p85-R-V	PKC-alpha-M-V	PKC-delta_pS664-R-V	PKC-pan_BetaII_pS660-R-V	PR-R-V	PRAS40_pT246-R-V	PREX1-R-E	PTEN-R-V	Rab11-R-E	Rab25-R-V	Raptor-R-V	Rb-M-E	Rb_pS807_S811-R-V	RBM15-R-V	Rictor-R-C	Rictor_pT1135-R-V	S6-R-E	S6_pS235_S236-R-V	SCD-M-V	SETD2-R-E	SF2-M-V	Smac-M-E	Smad1-R-V	Smad3-R-V	Smad4-M-V	Snail-M-E	Src-M-V	Src_pY416-R-C	Src_pY527-R-V	STAT3_pY705-R-V	STAT5-alpha-R-V	Stathmin-R-V	Syk-M-V	TFRC-R-V	Transglutaminase-M-V	TSC1-R-C	Tuberin_pT1462-R-V	VEGFR2-R-V	XBP1-G-C	YB-1-R-V	YB-1_pS102-R-V	A-Raf-R-V	B-Raf_pS445-R-V	Bcl2A1-R-V	BRD4-R-V	c-Abl-R-V	CD26-R-V	Chk1_pS296-R-V	COG3-R-V	DUSP4-R-V	ERCC5-R-C	IGF1R_pY1135_Y1136-R-V	IRF-1-R-C	Jak2-R-V	p16_INK4a-R-V	SHP-2_pY542-R-C	CDK1_pY15-R-C	Subtype
TCGA-CW-5585-01	0.030700595	0.060521208	-0.000870154	-0.097227795	0.235545595	-0.696295672	-0.311294666	-0.190071846	0.036534348	0.001802007	0.365481313	-0.677112923	-0.567462681	0.292986131	0.73899584	0.407484976	0.158503285	1.118754231	0.167466407	-0.742340178	0.139175073	-0.508069613	0.875279872	-0.135200068	0.716743227	0.042360303	0.515368124	-0.171501509	-0.320316428	-0.11392531	0.178516942	0.014694372	-0.146240455	0.482952273	0.037281108	0.043721801	0.004860193	-0.106119305	0.013185981	0.009108865	-0.615214756	0.240615729	-0.260439566	-0.346472352	-0.293348729	-0.290175877	-0.054210232	0.118573895	0.513815391	-0.146966462	-0.098593686	0.047286666	0.19055985	-0.231345149	-0.013310465	0.666775599	-0.210241077	-0.5070152	0.024032733	-0.031908022	0.02639017	-0.550314949	0.849928703	-0.298189287	-0.05529083	0.334711831	0.454709835	0.179929362	0.392594974	-0.010069506	0.298077868	-1.045053969	-0.381397048	0.052415845	0.088003746	-0.09426508	0.1984349	-0.407191066	-0.494182745	-0.074698119	-0.379111142	0.987665602	0.026845891	0.458073187	0.151235059	0.34636069	-0.110696829	0.061909615	0.592092186	-0.05587091	0.373152138	-0.048064023	-1.246063024	1.423433211	0.000870154	0.264575509	-0.213773561	0.325242584	-0.110146482	-0.123180735	0.599334741	0.012037784	-0.25792711	0.435678226	0.173851007	0.280467351	-0.256060898	-0.071841304	0.181830652	0.117366983	0.262572302	0.278343371	0.318111867	-0.223060668	-0.019813802	0.173520958	0.101249127	-0.02075924	-0.338296798	-0.327343522	0.587497835	0.381675569	-0.147752161	-0.108319097	-0.058752131	-0.357882346	0.544148361	0.057113306	0.004469085	-0.115970029	-1.311721826	-0.030023523	-0.19269444	0.32326957	-0.221438403	0.032627915	0.67570321	0.135198946	-0.08212334	-0.102856478	0.315085459	0.90772545	-0.734813818	-0.101537038	-0.298550945	0.711316904	-0.420991865	-1.703838906	0.578539453	0.325151214	0.372392481	-0.269257844	-0.183293216	-0.28541531	-0.238655892	-0.109667737	0.336976563	0.537990982	-0.061674818	0.819903134	-0.076335754	-0.288282986	-0.109867405	0.026902245	0.167761022	0.083341576	0.044395183	0.103054392	0.321991561	0.143063369	0.0
TCGA-B0-5693-01	-0.095869039	0.076270216	-0.024116398	0.28118557	-0.173685477	0.063249317	-0.105161006	-0.241539575	-0.27488174	0.01975409	0.297734683	-0.222054225	0.11456418	0.097701247	-0.027426465	-0.691831267	0.208252357	0.044167522	-0.042873209	-0.345740331	0.025310949	-0.01888356	0.248022227	-0.000726549	0.268517639	-0.000553929	-0.10827199	0.417185312	0.000553929	0.137107157	0.161706604	-0.105238721	0.096518543	0.274851838	0.18051644	0.50892028	0.101747981	-0.174613992	0.031153288	-0.058820066	-0.149735765	0.520448843	-0.243315674	0.056004422	0.093426174	-0.171800113	-0.172454539	-0.154355327	-0.219590133	-0.221002928	0.169793616	-0.234118047	-0.107740898	-0.092211457	0.148861638	0.501223701	0.128953511	-0.143012024	-0.111952852	-0.012288409	-0.150787136	-0.168245862	0.154836714	-0.167107537	0.145020833	0.331590077	0.139602904	-0.169301189	0.554602469	-0.163304701	0.75735298	0.094485983	-0.468798029	-0.004547271	-0.142879415	0.340023661	0.042928034	-0.031485205	-0.253380741	0.080981351	-0.627575256	0.272824444	-0.021780872	1.233364701	-0.047938879	0.21266058	-0.223519604	-0.159729377	-0.181610085	0.098632019	0.213529514	-0.050803453	0.814450938	0.528602641	-0.020913945	0.452437223	-0.196964463	0.096133852	-0.039032115	-0.026442201	0.751963111	0.134087815	-0.246679134	0.319493847	0.428805581	0.058728297	0.110739973	0.36916046	-0.022942787	0.008521569	0.135385963	0.062398486	0.127320625	-0.199267941	-0.758863102	-0.149441317	0.107114534	-0.489108295	-0.093662908	-0.006278496	0.443300418	0.399074243	-0.09649484	-0.088621118	0.204131233	0.083414999	0.060468996	-0.200066894	0.145731942	0.234178934	0.461604702	0.080430227	0.164940018	0.018747035	-0.297337179	-0.028721443	-0.022766473	0.073060455	0.223242114	0.043998565	-0.253682591	0.318959601	1.049713518	-0.086853462	-0.082653884	-0.419661819	-0.438332562	0.691861544	0.357754658	0.464803387	0.401322916	0.254036964	0.034521711	-0.07358553	-0.103662336	0.039632486	-0.385924911	0.16193652	0.029286401	0.040986117	-0.047947365	-0.231160006	-0.099370247	-0.036361007	-0.08179111	-0.149354899	-0.215010842	0.171599193	-0.249518013	-0.097422926	0.0
TCGA-BP-5186-01	-0.19953115	0.010880237	0.073003745	-0.165853423	0.088762841	0.78167796	0.160266973	-0.408451404	-0.014461515	-0.191385744	-0.013446778	1.506929647	0.833945015	0.561527557	1.152639298	0.292664834	0.197527016	0.016157069	-0.153056538	-0.224056402	-0.20978229	-0.001372158	0.270292802	-0.09981152	0.096409723	0.026142391	-0.048648934	0.523786738	-0.22628283	-0.223116023	-0.163733938	0.530506396	-0.307111892	-0.813885058	0.019111009	0.438877136	-0.035563602	0.407171515	-0.032042704	-0.03691326	-0.567329494	-0.493043435	-0.203703999	0.178035662	-0.055037964	0.052546122	-0.121783587	0.051329284	-0.070076263	-0.062694292	0.040866698	0.011063597	0.351030879	0.045649032	-0.030178275	0.05567291	-0.148898351	-0.101214733	-0.097094288	0.001372158	-0.06285798	-0.576763092	2.246759911	-0.045395076	0.060116828	-0.256139387	-0.11872008	1.135532759	0.458755646	0.498199162	0.265525671	0.684284627	0.478334968	-0.170394762	-0.277386974	0.3239451	-0.35750919	-0.117791299	-0.022679823	-0.021435569	2.099479239	0.03858267	0.307470122	0.923759887	-0.022043908	-0.040492492	-0.025895766	0.341813901	0.992280932	0.501101926	0.249677521	0.010078759	1.059814395	-0.557511558	0.157038359	0.190663207	-0.408228271	-0.010780054	0.130932207	0.093335652	0.412346938	-0.245677974	0.518793542	-0.33817869	-0.602992435	-0.721466964	-0.122018019	0.162808203	0.164232509	-0.027325346	0.110029769	-0.268268937	-0.110069439	-0.006783281	-0.544484995	-0.25527242	-0.283446958	0.193303516	-0.239423223	-0.085720273	0.460944239	0.489233855	-0.046730644	-0.256595104	-0.04436269	-0.100628355	-0.324242395	-0.087831984	0.118417318	0.283438725	0.551298091	-0.129090861	-0.04556162	-0.063024695	-0.419933346	-0.0424574	0.114451073	-0.020944916	-0.12106837	0.154973486	1.932270253	0.692426034	0.39580781	-0.685169765	-0.065415046	-0.33823399	0.624685282	-1.290510213	0.107547088	0.074773816	0.033367586	-0.393633123	-0.483014539	0.383119399	0.445212239	0.338564393	0.193164433	0.004061322	0.253494767	1.096877265	0.125436443	-0.370130101	-0.215785145	0.15952118	0.651557906	0.019687591	-0.009307904	-1.196185785	1.309383083	-0.381991358	0.0
TCGA-BP-4797-01	-0.099065001	0.009596192	0.09105873	-0.037243226	0.019112603	0.41478772	0.354113869	0.147513093	-0.240192914	-0.049672341	-0.039413236	1.273061075	0.610964097	0.303148785	0.600509406	-0.605012329	-0.117996394	0.13350111	-0.175075694	0.091233373	-0.008753777	0.031597137	-0.001813514	-0.124481493	0.098511774	-0.240070621	-0.180729123	0.036551052	0.009120257	-0.09925559	0.011124343	-0.249307213	0.413949944	-0.546518134	-0.208100797	-0.126245801	-0.054392544	0.052382158	-0.053175701	0.036143417	0.020330284	-0.652938968	0.052655692	-0.035188332	0.014324064	-0.10019978	0.421447185	-0.342746937	-0.083546709	0.182895163	0.077611846	0.348469101	-0.087678283	-0.262760592	-0.089232952	-0.146984394	-0.177553031	-0.133517486	-0.18677141	-0.161133164	0.080295682	-0.411161371	0.628658733	0.104474235	0.139134379	0.220552482	-0.363794742	0.446954299	0.862875748	0.17618512	-0.202971581	-0.47714438	-0.092799528	-0.284762866	-0.069609233	0.611721684	0.342012085	-0.023190092	0.326315998	-0.201750118	1.816466623	0.255329267	0.639062374	0.050232023	-0.008027947	-0.158986	0.061131779	0.330300475	1.382332834	0.485007041	-0.251456169	-0.161051501	0.785516793	0.489782948	0.344278733	-0.147969175	-0.243493596	-0.414960554	0.032687872	0.006209696	0.394228779	0.115074025	0.432021171	0.017617185	0.426526726	1.161175736	0.032959203	0.051109047	-0.211889611	-0.119519758	-0.071897409	-0.06127139	-0.427894657	-0.063433993	-0.445397524	-0.167218084	0.159213166	0.378142552	0.030962435	0.046778087	0.238421587	-0.361424589	-0.372985051	0.002805456	-0.144802103	0.476901053	-0.055584942	0.758860997	-0.078715812	0.020020781	1.248364849	-0.322905595	0.05690808	-0.139048637	-0.106296971	-0.09505072	0.032915058	0.033750562	0.166414505	-0.088832527	1.211773217	0.104870386	0.173938989	0.260124076	-0.113392636	0.206164116	0.064722949	-1.667972335	0.001813514	0.4736995	-0.301429946	-0.184167043	0.063603365	0.468475997	0.246885705	0.107206302	-0.121641412	-0.143183855	-0.172501936	-0.789514671	-0.118779142	-0.341354651	0.252193435	0.12549699	0.267528229	0.241574434	-0.025016869	-0.045569866	0.747666291	-0.161005941	0.0
TCGA-BP-4158-01	0.059332973	0.002503144	-0.05515879	0.016018241	0.163439262	-0.430456776	-0.184379039	0.332862981	0.112870894	0.161678757	0.174326338	-0.649473604	-0.021713295	0.317165342	0.197127795	0.23160027	0.132655915	0.506011461	0.026754952	-0.113095568	-0.1558269	-0.021399713	0.326945718	-0.104652307	0.184513821	-0.22898098	0.057711884	-0.221992837	0.029651956	-0.372356167	-0.044508767	-0.204547428	-0.202910715	-0.591555807	-0.192423261	-0.098000828	0.015402028	-0.006293417	0.008439121	0.05603654	-0.410361722	-0.109267743	-0.061202177	-0.014943493	-0.101393549	-0.153059497	-0.30093882	0.284722393	0.263078071	0.44445135	-0.130298666	-0.345419651	-0.077892624	-0.034558487	-0.132477033	0.181736525	-0.480786463	-0.172894603	-0.073423376	-0.076111496	-0.344705167	-0.38815425	-0.095772844	0.157845239	-0.20874332	0.052321281	0.115884333	0.4247381	0.424536271	0.087087146	0.041258196	-0.206314364	-0.339243962	-0.02415267	0.299645691	-0.256857735	0.112770649	0.070598002	-0.550901904	-0.048120827	-0.61330219	0.157111401	0.121241619	0.041847294	-0.129894404	-0.14924207	0.251046912	0.227445981	-1.144986131	-0.340386007	0.018242334	-0.108792592	0.637769088	0.739061333	0.055044896	0.021424233	-0.159344512	0.12380376	-0.114584682	-0.20820953	0.670103877	-0.097604061	-0.120642246	-0.106168691	-0.19620313	-0.900910578	0.12757566	-0.615706089	0.011220932	0.378580831	-0.206175976	0.141375476	-0.254427701	-0.376992053	-0.59821462	-0.0429556	0.284523721	0.21526503	0.381891727	0.049818751	0.078180265	-0.188077852	-0.095909526	-0.19937227	-0.116834949	-0.14371785	0.093670309	-0.095663852	-0.113183034	0.03656199	-1.131017332	-0.087247627	-0.056788742	-0.022122117	0.163831792	0.07842291	0.046283643	0.037598612	0.056218462	0.116615726	0.078152961	-0.986263477	-0.467606963	0.059912002	-0.170704955	-0.526624964	-0.853563672	1.291464153	0.101748277	0.475844707	0.030840589	-0.406468293	0.112866667	-0.240753333	-0.115127517	0.30882115	0.126529901	0.251005747	0.175820383	1.169842838	0.06842397	0.122357556	0.088317984	0.150814315	-0.042003352	0.115690936	0.142741339	-0.452814087	-0.027696312	0.247695289	0.0
TCGA-DV-5574-01	0.141836961	0.244008279	-0.247106006	-0.225710649	-0.347187315	-1.189874289	-0.220318476	-0.194523287	-0.054193462	0.136250498	0.009955169	-0.707664729	-0.456792377	-0.70815612	-0.380293555	0.128723218	0.225561929	-0.215241565	0.228197674	-0.075657507	-0.08390961	0.273198447	-0.065507195	0.099572662	-0.575301463	0.338312439	0.03725428	0.512045996	-0.003029914	0.189592166	-0.038984353	0.253059896	0.088493941	0.342296312	0.311521631	0.22301256	0.222839004	0.075518078	0.237658691	-0.110308961	-0.578145424	-0.075978063	0.317149309	0.104766707	0.301967069	0.228760478	-0.065468972	-0.416068728	-0.003877019	-0.024757113	0.133785049	0.048510033	-0.212192957	0.201516601	0.255567914	-0.395863606	0.3167251	0.116622805	0.120779314	0.281412509	0.170375363	0.392892803	-1.756178848	0.208746888	-0.324117579	-0.465315168	-0.12233775	0.164686042	1.101412896	0.092046028	0.329934032	0.315373453	0.478331063	0.346023877	-0.300618084	-0.12744291	-0.287080295	0.392842195	0.58928191	0.161105083	-1.121616719	0.012643665	-0.563617742	1.225726359	0.079292621	0.136381977	-0.119214608	-0.512652827	1.86564807	0.474040371	0.120974596	0.011436626	0.026318391	-0.539621521	-0.41237784	0.128583948	0.124675133	-0.214366438	0.154498228	0.19771674	-0.650417306	-0.161427586	-0.079489517	-0.23272088	-0.222113088	0.472290914	0.313358796	-0.192240492	-0.205365559	-0.276449206	0.085627374	0.226630777	-0.014567237	0.073861752	-0.331019975	-0.050932977	-0.354841248	-0.07898277	0.016498805	0.179296538	-0.374623217	0.373264013	0.136024361	0.152932533	0.507198301	-0.527668424	-0.236492496	0.295677651	0.069589555	-0.674674469	-1.190513338	-0.139119152	0.565267877	0.031621564	-0.705125545	0.017125503	-0.160366823	0.201918448	0.338053106	-0.035167416	-0.821060045	-1.180781931	-0.374562596	-0.259774923	0.382168654	0.146000306	-0.484847522	-0.221693861	0.171110701	-0.358952414	-0.03450705	0.322841396	0.414900892	-0.676521433	-0.457696662	-0.42952428	-0.319083137	-0.094497158	-0.031943159	-0.701918944	0.100674585	-0.472883062	-0.345436066	-0.281711599	0.003029914	-0.346200275	-0.406754954	0.41980844	-0.721037353	-0.288958818	0.0
TCGA-B4-5843-01	0.13485231	-0.265106244	0.22844617	0.033193552	-0.000119623	-0.375881963	0.061853319	0.296748982	0.134114228	0.224780231	0.622310032	-0.186814762	-0.225633168	0.391085973	0.65197849	0.457029613	-0.011873597	0.336533867	0.136548576	0.428101129	0.778612091	0.037450998	-0.579334362	-0.352018826	0.597285117	0.320925125	-0.240280765	-0.337129955	0.262761936	-0.400611544	-0.59007804	-0.295596016	0.03684454	0.044531895	0.06126574	-0.021574476	0.032957942	-0.702877236	-0.439868181	-0.314150049	1.649133392	0.345412683	0.157493945	0.11089767	-0.487656697	-0.945974542	-0.201833088	-0.25354476	0.00426802	0.614585189	-0.537074758	0.322535584	1.239937548	-0.176962649	-0.154028871	0.654999639	0.157741658	-0.008370011	-0.071935151	-0.088144368	0.130401089	-0.840055139	1.487471589	-0.765206173	0.026813278	0.6131953	0.22940002	0.107921912	0.557142056	-0.486393643	0.472950699	1.083950318	-0.360150658	-0.483540581	-0.22179645	0.206890336	-0.179365725	-0.546290586	-0.566894883	0.221188143	-0.954739123	-0.131728638	-0.324632938	1.244202473	0.024511035	0.477263773	0.835812486	-0.098063161	-1.041297858	0.454584257	0.144672652	0.437290374	0.176305443	0.450151449	0.448578135	-0.144929348	-0.064392876	-0.008332103	-0.025038929	-0.270035885	0.599507049	-0.028804104	-0.532029794	0.72716253	0.264379566	-0.851336562	-0.266058691	0.229751467	0.881127566	0.422866166	-0.054591192	0.679536862	-0.286315457	-0.224056978	0.179537504	-0.021489697	0.716949629	-1.00038981	-0.223098085	-0.251773417	0.572961386	0.62155164	-0.221727407	0.454567713	-0.203092474	0.206898422	0.778892731	-0.001858684	0.029191239	0.619471283	-0.988796628	0.003650772	-0.133584596	-0.214111979	-0.996079544	-0.776226714	0.142441887	-0.167794595	-0.565688418	-0.400391871	-0.780996795	0.247245377	-0.818878599	0.019668215	-0.160644602	0.942789587	0.000117517	-0.202195211	0.6889374	0.599319234	-0.05404823	-0.283541417	-0.587708274	-0.736723947	-0.376492872	0.576661947	-0.02215942	0.705869193	0.066900535	0.981004858	0.062652814	0.268598369	-0.650324823	0.211612832	-0.000117517	-0.24069609	0.072388669	-0.210175797	0.020621805	-0.779549734	0.0
TCGA-BP-4967-01	0.09371414	-0.138173321	-0.503105803	-0.372975952	0.031387352	-0.315134431	0.363426901	0.275807411	0.599122416	-0.139244914	-0.04326352	-0.637922079	0.427663959	-0.260684011	-0.614366824	0.25221032	-0.032345239	0.507906227	0.22634078	-0.262038648	0.314433069	0.204623291	0.350994934	0.037417138	0.167194533	-0.169900244	0.767299809	-0.156712391	0.353611583	-0.03699364	-0.049524935	-0.060598227	0.288442404	0.049106183	0.266103911	-0.332065134	-0.198745253	0.512114807	-0.03486665	-0.0680837	-0.566109071	0.142816107	0.578975581	0.046075269	0.113321117	-0.226736112	0.054383222	-0.180857598	0.193896229	1.295988949	-0.125757195	-0.221153219	0.327314124	-0.014825387	-0.055713843	-0.358848557	-0.217260627	-0.534832362	-0.003949795	-0.029950146	-0.32120818	-0.14423155	-0.966598728	0.1060954	-0.075590721	0.224784849	-0.156571742	0.489468877	0.017715647	-0.000611503	-0.170364825	-0.147203502	-0.100703132	0.294474308	0.355066646	0.523112045	0.126023409	-0.009796425	-0.41539042	0.023283255	-0.10899739	-0.122354493	-0.153324352	-0.613552188	0.042517856	0.21602523	-0.025722768	0.078255901	-1.570357955	-0.2612536	-0.085635674	0.061989038	0.10540861	0.861520438	-0.581074986	-0.10134227	0.028776713	-0.53744217	0.085924423	-0.049369145	0.430279693	-0.225687764	0.057209063	-0.125543468	0.175412519	0.72657977	0.132533267	0.092692164	0.000611503	0.387373275	-0.391531633	-0.31795558	-0.141527887	-0.119332333	0.124755385	0.021259454	0.758755111	0.328888769	0.751956673	-0.266391623	-0.237819308	-0.267078471	0.171745463	-0.161127009	0.011501387	0.13110708	-0.331663564	-0.676687031	-0.198954942	0.011717819	0.217139383	-0.082713381	0.037530212	0.045784829	0.391683208	-0.0428825	0.104463322	0.019754424	0.128567409	-0.182287459	-0.066542562	-0.595118943	0.06085173	-0.189483677	0.076766741	-0.714050176	-0.255354262	0.821167182	-0.337322458	-0.143442069	-0.197894314	0.016385802	0.291510164	0.337391274	0.218366422	0.078729551	0.310601775	-0.706522461	-0.060074381	0.678016137	-0.029379011	-0.026897551	0.290958039	-0.142211135	-0.067068183	0.359089253	-0.279856978	-0.276819692	0.258399802	0.46133041	0.0
TCGA-CJ-4916-01	0.059619341	-0.10504522	-0.044346022	0.085352872	0.377989959	-0.576199504	0.048016184	-0.408479274	0.501095239	0.130277612	-0.016949433	0.523957897	0.17194434	0.275298289	-0.001551211	0.280082733	0.065189772	-0.192100239	0.129083211	0.042883463	0.085437594	-0.157896905	-0.196966817	-0.20212385	-0.089732572	0.237928737	-0.271052827	-0.150218226	0.078752645	-0.178734928	-0.040331733	0.634352583	-0.162097931	0.200000855	-0.003104115	-0.20114853	-0.178223793	0.354290279	0.035969559	-0.028429158	-0.491293115	0.141836545	-0.168470057	-0.057269286	-0.039685557	-0.077918127	-0.266076407	0.210449191	-0.178664712	0.096967434	-0.173075378	-0.183591479	0.043459268	-0.108873163	-0.109568216	0.383259132	0.031244599	-0.414849906	0.084143808	-0.012131285	0.062518904	-0.263445604	0.219052685	-0.086727605	-0.063895515	0.234994743	-0.305447616	-0.307142116	0.07180479	-0.131172226	0.032111266	-0.41687352	-0.614045056	-0.013547038	0.043412532	0.117558141	-0.078023867	0.079519636	0.26697986	-0.125165859	0.988238285	-0.238203231	-0.023338094	-0.070292526	0.042473143	-0.033565498	-0.05881873	0.091998952	-2.419837805	0.195661655	0.174966249	0.111072497	1.231650657	-0.076703185	0.060294131	0.140197605	-0.173991884	0.20208628	0.055723395	-0.03981492	0.483091831	0.127125416	-0.047081886	0.294709514	-0.004444521	-0.598930661	-0.007199249	0.059741556	0.19263227	0.068256052	0.176810716	-0.103552787	-0.108225388	0.081818162	-0.221571661	-0.028133956	0.353014171	-0.264461254	0.225418309	0.260175674	-0.092645732	0.125886117	0.08141035	-0.13036259	-0.118656661	-0.094374562	0.260660396	-0.458358836	0.001551211	-0.129995679	0.082469605	-0.038976426	0.038566197	-0.061028666	-0.398822093	-0.163878505	-0.072488868	0.00821653	-0.050711853	-0.035068664	-0.632548932	-0.222814489	0.023599111	0.148019038	0.249227291	-0.065606666	-0.2675942	-0.392493706	0.067394871	0.054498116	-0.38560931	-0.429424961	-0.378309746	-0.039334843	-0.006309505	0.215491836	0.502249182	0.209118045	0.103290186	0.052389437	0.278456887	0.358657303	0.286337367	0.193049044	0.199801905	0.275231331	0.337844338	-0.097274896	-0.092519513	-0.181919567	0.0
TCGA-BP-5199-01	-0.236529585	-0.003687037	0.200456468	-0.026039826	0.055371471	-0.377052241	0.372908781	-0.164676236	-0.467002785	0.332187167	0.091516836	1.45625625	1.305661996	0.316603148	-0.122717196	0.333238234	-0.11478288	0.394767409	-0.537095473	0.853825565	0.132849055	0.054166224	0.473403621	-0.230583885	-0.223282901	-0.118384857	-0.315325517	0.025763635	-0.337562962	-0.095585299	-0.112568891	0.01904111	-0.315401537	0.322379454	-0.164850435	0.005331355	0.129735958	0.681368707	-0.127967402	0.045157704	0.239206842	-0.676409364	0.392249168	0.046075306	0.056292103	-0.066085642	0.19256406	-0.723074907	0.341490711	0.180513585	-0.309518221	0.134657146	-0.208773739	-0.056705991	-0.172944842	0.320528446	-0.129453812	0.283486473	-0.057645825	0.158205824	-0.023750825	-0.184425415	-0.070611492	0.069394719	-0.019481784	0.430797592	0.348660805	-0.000120441	-0.257423996	-0.226436028	-0.089196742	-0.839196728	0.596966795	-0.38798208	-0.495059866	0.095001371	0.206058597	0.369628663	0.362515154	0.029265548	0.70264298	0.273167573	0.325819575	-0.015061736	0.389923032	0.375984532	0.196455501	0.160256661	1.082840988	0.319420061	-0.222949735	-0.194963213	1.646464841	-0.671936725	0.152178376	-0.085593908	-0.059148458	-0.111834285	0.095100698	0.289601266	0.411399532	-0.028660556	-0.319117072	0.009145438	0.072969391	-0.239181906	-0.065302878	0.290903323	-0.021161385	0.262627006	-0.261304431	-0.061303922	-0.176821756	-0.125991254	0.215119982	-0.132477062	0.329289706	-0.163790019	-0.163642087	0.205710545	-0.303689387	0.005201579	-0.324301461	0.11885707	-0.071673808	0.867688096	0.532186151	-0.173660629	-0.185139338	-0.081291295	0.594867465	-0.474744321	-0.139560249	-0.2474469	-0.907313254	0.000120441	0.248033727	-0.18409033	0.141615749	-0.158082551	0.118639064	-0.237753854	0.272957175	0.422914455	-0.169040042	0.73161066	0.255571248	0.932933181	0.18335242	-0.244409736	0.115080076	-0.065944821	0.145147002	0.081236014	0.067966653	-0.085710556	0.049908217	0.472093118	0.260638945	0.730459592	0.165228321	-0.316408325	-0.156220257	-0.152557573	-0.161278788	0.541032942	-0.079662904	-0.332435835	-0.36689853	-0.273207879	0.0
