	MIMAT0000765	MIMAT0000764	MIMAT0000761	MIMAT0000760	MIMAT0000763	MIMAT0000762	MIMAT0026738	MIMAT0004946	MIMAT0004767	MIMAT0004800	MIMAT0004801	MIMAT0004808	MIMAT0004809	MIMAT0004481	MIMAT0004482	MIMAT0004489	MIMAT0003260	MIMAT0003266	MIMAT0003284	MIMAT0003283	MIMAT0000710	MIMAT0000448	MIMAT0000449	MIMAT0000444	MIMAT0000440	MIMAT0000441	MIMAT0000443	MIMAT0004810	MIMAT0004814	MIMAT0004819	MIMAT0004497	MIMAT0004495	MIMAT0004494	MIMAT0004493	MIMAT0004491	MIMAT0026472	MIMAT0019208	MIMAT0019731	MIMAT0001545	MIMAT0000703	MIMAT0000707	MIMAT0000705	MIMAT0000459	MIMAT0000458	MIMAT0000457	MIMAT0000456	MIMAT0000455	MIMAT0000451	MIMAT0000450	MIMAT0022727	MIMAT0022726	MIMAT0004484	MIMAT0004485	MIMAT0003150	MIMAT0016895	MIMAT0019729	MIMAT0018073	MIMAT0002174	MIMAT0018101	MIMAT0005878	MIMAT0000736	MIMAT0000737	MIMAT0000732	MIMAT0000731	MIMAT0000280	MIMAT0000281	MIMAT0002820	MIMAT0002821	MIMAT0004700	MIMAT0000460	MIMAT0000510	MIMAT0015378	MIMAT0003389	MIMAT0009451	MIMAT0000727	MIMAT0000728	MIMAT0003885	MIMAT0003886	MIMAT0003880	MIMAT0004602	MIMAT0004603	MIMAT0004601	MIMAT0004518	MIMAT0004513	MIMAT0004511	MIMAT0004514	MIMAT0004515	MIMAT0003393	MIMAT0004681	MIMAT0005924	MIMAT0005920	MIMAT0000264	MIMAT0000265	MIMAT0000267	MIMAT0000261	MIMAT0000269	MIMAT0002808	MIMAT0002809	MIMAT0000066	MIMAT0000067	MIMAT0000064	MIMAT0000065	MIMAT0000062	MIMAT0000063	MIMAT0000068	MIMAT0000069	MIMAT0004611	MIMAT0004615	MIMAT0004614	MIMAT0000088	MIMAT0000084	MIMAT0000085	MIMAT0000086	MIMAT0000087	MIMAT0000080	MIMAT0000081	MIMAT0000082	MIMAT0000083	MIMAT0004501	MIMAT0004500	MIMAT0004503	MIMAT0004502	MIMAT0004509	MIMAT0003340	MIMAT0005797	MIMAT0004703	MIMAT0004702	MIMAT0000436	MIMAT0000275	MIMAT0000274	MIMAT0000272	MIMAT0000270	MIMAT0000279	MIMAT0000278	MIMAT0002819	MIMAT0000419	MIMAT0000418	MIMAT0000071	MIMAT0000070	MIMAT0000073	MIMAT0000072	MIMAT0000075	MIMAT0000074	MIMAT0000077	MIMAT0000076	MIMAT0000079	MIMAT0000078	MIMAT0000099	MIMAT0000098	MIMAT0000097	MIMAT0000096	MIMAT0000095	MIMAT0000094	MIMAT0000093	MIMAT0000092	MIMAT0000091	MIMAT0000090	MIMAT0004571	MIMAT0019761	MIMAT0021020	MIMAT0000243	MIMAT0000244	MIMAT0000245	MIMAT0004985	MIMAT0000646	MIMAT0004749	MIMAT0004748	MIMAT0000426	MIMAT0000424	MIMAT0000425	MIMAT0000423	MIMAT0000420	MIMAT0003218	MIMAT0004569	MIMAT0022696	MIMAT0003321	MIMAT0003322	MIMAT0003328	MIMAT0016847	MIMAT0005825	MIMAT0010214	MIMAT0002872	MIMAT0002871	MIMAT0002876	MIMAT0002874	MIMAT0000258	MIMAT0000255	MIMAT0000254	MIMAT0000256	MIMAT0000253	MIMAT0004776	MIMAT0000438	MIMAT0004774	MIMAT0004773	MIMAT0000431	MIMAT0000432	MIMAT0000435	MIMAT0004955	MIMAT0004558	MIMAT0004556	MIMAT0004555	MIMAT0004552	MIMAT0004553	MIMAT0004550	MIMAT0004551	MIMAT0004799	MIMAT0004951	MIMAT0004956	MIMAT0000434	MIMAT0026477	MIMAT0003338	MIMAT0019746	MIMAT0018187	MIMAT0000688	MIMAT0000689	MIMAT0000682	MIMAT0000680	MIMAT0000681	MIMAT0001080	MIMAT0000226	MIMAT0000227	MIMAT0004945	MIMAT0004549	MIMAT0003239	MIMAT0000417	MIMAT0004784	MIMAT0004780	MIMAT0000415	MIMAT0000414	MIMAT0006790	MIMAT0001413	MIMAT0001631	MIMAT0001635	MIMAT0001639	MIMAT0000691	MIMAT0000693	MIMAT0000692	MIMAT0005796	MIMAT0005794	MIMAT0005792	MIMAT0026480	MIMAT0022272	MIMAT0022692	MIMAT0004775	MIMAT0006789	MIMAT0004678	MIMAT0005948	MIMAT0005949	MIMAT0001620	MIMAT0000756	MIMAT0000757	MIMAT0000750	MIMAT0000751	MIMAT0000752	MIMAT0000753	MIMAT0000759	MIMAT0004921	MIMAT0004926	MIMAT0003258	MIMAT0015045	MIMAT0003256	MIMAT0003294	MIMAT0017990	MIMAT0005951	MIMAT0004927	MIMAT0010195	MIMAT0001340	MIMAT0001341	MIMAT0001343	MIMAT0004911	MIMAT0000104	MIMAT0000101	MIMAT0000100	MIMAT0000103	MIMAT0004597	MIMAT0004594	MIMAT0004599	MIMAT0003888	MIMAT0004682	MIMAT0004683	MIMAT0004680	MIMAT0004688	MIMAT0003249	MIMAT0003242	MIMAT0003241	MIMAT0003247	MIMAT0017982	MIMAT0017985	MIMAT0019927	MIMAT0002888	MIMAT0000772	MIMAT0000416	MIMAT0004693	MIMAT0004692	MIMAT0004694	MIMAT0004697	MIMAT0004699	MIMAT0014990	MIMAT0004673	MIMAT0004672	MIMAT0025848	MIMAT0004589	MIMAT0004588	MIMAT0004585	MIMAT0004584	MIMAT0004586	MIMAT0003298	MIMAT0017950	Subtype
TCGA-CZ-4863-01	3.684615488	4.217805657	3.724417963	4.946001279	8.575693341	4.07130113	2.754762564	3.601673253	1.285311597	1.055204596	2.082020402	6.862295212	5.681082473	3.558279679	4.841458033	1.658090154	4.563056597	3.319582773	2.082032179	3.266675346	5.149606316	2.829622165	6.053076723	9.215864922	8.961967656	7.517148647	9.688810922	5.972836369	1.4837	0.4429	3.83748979	3.419830064	9.839041197	2.308199474	2.19956536	3.975726197	3.033305419	3.558260137	3.095252033	6.914825559	2.199553075	3.601644318	2.968558725	3.419797588	0.4429	7.796723654	5.75973197	9.101573712	0.4429	8.989748567	3.03328767	7.626128335	2.754731713	5.797546777	5.964576957	2.082027741	3.319539094	6.398615848	2.199545583	3.763051065	1.483721245	2.082053704	8.62901441	6.510871817	6.410848768	3.211760475	4.668714297	2.675859718	0.7813	10.82658057	8.422463531	3.908255535	7.050051203	2.968509024	4.859373252	4.472578098	3.154696945	3.211766471	0.7813	1.285307679	4.350789074	5.6085691	1.954079837	2.968555519	1.954079019	2.409252632	5.939446451	5.427687944	2.082024051	2.968538407	2.503678279	9.024059202	9.355354424	11.85026257	7.07715336	1.483715659	1.65810898	9.299655598	10.66416574	14.40564445	11.05964861	7.607651775	15.48505096	13.53271357	6.936125913	9.156217981	0.4429	1.483712244	7.545205144	15.71460288	9.458402938	6.053098786	11.41383809	17.27214119	9.774178647	11.89425233	10.04495089	9.201832216	2.082053704	4.995602077	2.409277309	11.73631793	2.199544261	1.055197078	3.763077841	4.748034279	2.308216476	3.97571126	4.748050375	2.754744897	4.841394912	7.355610341	4.32517354	5.043542167	4.272515611	9.664754707	10.3350991	6.303347176	7.444595238	3.5582874	1.48371783	6.380091733	5.027776397	15.98576456	16.96560558	3.601631602	11.40834248	13.14285834	10.60085226	9.378924589	5.681098735	1.055197078	0.78129091	11.15796421	11.84659608	1.285311597	4.518521189	2.308259997	2.900734641	1.055204596	14.3436064	11.23936596	12.54121857	1.954075007	10.37469573	1.055197078	5.843400852	5.62964588	6.187205609	5.701143357	8.525901649	8.315834021	4.518498123	1.483715659	1.954074988	1.0552	3.942392722	4.76722687	4.217822333	4.272471678	1.658090154	2.40925728	8.226933074	4.425058934	5.463414129	4.189654646	6.482165311	17.46536314	10.70516183	14.86927729	3.724374296	7.717633635	6.561169375	2.592301283	6.52781951	1.813664306	16.75210392	4.540972312	9.775329279	5.234671581	1.055197078	4.425083707	4.518517496	7.607656641	2.082025503	5.027769857	2.082046941	1.483715659	12.54952528	2.082018146	5.720950895	1.81365989	1.055197078	2.900757296	14.86413324	7.115078846	6.609727016	9.983224892	11.34656657	8.961969464	7.882725993	3.684615776	3.154679298	5.509622722	7.166517164	9.669891243	5.989285167	7.994671395	9.307886654	1.813664285	3.873275226	9.292259243	4.272497429	2.75477332	2.308259997	12.67862211	12.78116787	3.266642576	1.285311597	2.308233651	1.9541	1.954071	4.101802138	3.908271127	3.266657967	5.587151712	2.082035868	5.059204876	7.873903055	2.308202614	10.73129823	3.419855046	1.813667903	6.361225462	7.122523856	7.564485767	1.658095073	4.540977752	3.513567144	1.954071	1.813664285	2.082029923	3.684630053	9.593390641	5.543397902	1.813655446	6.229299668	7.824440436	2.503710634	3.0952623	5.08997985	13.2888852	8.683030953	2.900740161	10.49919398	1.658100023	7.240394677	3.370526302	6.429026852	1.483721245	3.513616847	9.477437151	4.859423674	3.643706101	3.419847664	1.65810403	3.21172591	6.625596928	2.829635839	10.14951627	2.503736941	4.27252909	4.299111077	4.425084082	3.154664783	6.335815076	1.285305188	2.082025503	5.701156886	6.998244625	2.082024069	2.199541524	3.873282389	5.650442168	5.192779199	3.601629007	2.409306119	0.78129091	0.0
TCGA-B0-5700-01	2.109660795	5.489747351	4.572670981	4.937131385	8.412215961	4.370733803	3.183057411	3.424985545	0.697496805	2.363081522	2.89227714	5.957354749	6.983986761	4.454882956	4.727410266	2.177316366	6.411753678	3.396884459	1.885199165	4.118692064	4.782779063	4.454908652	6.850479939	9.028478123	8.372194915	7.174028316	9.448279481	6.29855324	2.892268215	1.0259	5.195579469	4.867172474	11.06614002	3.115652199	2.474880907	4.681518041	3.679484813	3.1157	4.956500602	7.460382592	3.81310784	3.702618275	3.115685118	4.18596836	1.885191703	8.193730652	5.102914606	7.837691583	2.527709966	9.688631443	2.970685725	7.943484076	4.029938877	6.358093263	6.549019397	2.57860581	4.32672077	6.577474525	2.303780775	4.681521616	3.338903685	2.177261655	8.197825762	7.472215851	6.175755037	2.766097456	4.547305993	2.420098916	1.801926439	12.14958414	8.865583055	4.897570441	9.285800373	3.149789069	4.468511663	5.364732255	3.424964322	4.011518517	0.697496805	2.851405266	3.935384714	5.641243052	2.52768682	4.234402065	2.241954442	2.766118275	6.677266816	7.607157319	2.038619341	6.163259749	3.247435994	6.995774944	9.50943415	12.06332149	7.620896321	3.149758396	3.044993122	8.243940985	9.654888686	12.38010313	10.82555884	8.48914094	14.23139001	13.73675996	7.099673454	9.743315986	2.47485596	1.801914822	6.845243878	15.7873418	9.627131466	6.263989109	12.47123563	17.24507963	10.43709909	12.09360631	10.99348481	10.51824238	6.204388819	5.98596755	3.396822264	10.95349786	3.149745163	2.932018974	3.396837643	3.00828534	4.311691328	5.428609387	4.441225278	2.892264774	8.150202929	7.568298146	4.917484871	5.868047358	3.679504685	10.45301358	10.07749593	6.896376087	7.594821673	3.607732459	2.721485061	6.644763949	5.772787213	15.8090054	16.591799	4.534472025	10.57171251	13.82209798	11.80505695	9.035927969	6.386952432	0.871067176	2.809378336	11.00726043	12.02307024	3.769946443	5.335393004	2.303803068	2.578617116	2.675376589	14.17962642	10.97861111	12.57968975	2.363085557	7.93129333	3.506138119	5.529140856	5.251589928	5.821205871	6.519994801	8.416617951	9.474136146	6.671372943	4.370681163	3.702640728	1.025850725	4.281252171	8.228065131	4.87736956	4.083832697	3.247428158	2.474918925	7.332686063	5.647177088	4.083837931	4.029969304	7.80994465	17.93719522	10.66505395	14.36626757	3.21562954	7.555686672	5.462866693	2.241961134	7.167838602	1.293141079	16.26151828	6.077317715	9.718699736	6.027791254	1.025844722	4.907527166	3.725439476	7.997146306	3.247415937	5.529107734	2.109661996	1.713511118	10.48319056	2.363114993	4.946819777	1.964001254	1.16570346	3.655958766	15.51181819	6.090539253	7.699235368	11.17257375	11.08607781	9.417578094	8.648885115	4.634158629	3.725433663	5.235757782	6.208470586	10.71394624	5.918339597	8.743267154	8.589580693	3.935381707	3.309093871	10.78395153	5.32052498	3.044993948	2.72146778	12.97543822	13.39856713	3.813106562	2.851423109	3.247429775	2.3631	2.721457363	5.386305872	4.029955548	3.65600999	6.009347809	2.303791696	4.454915078	7.214857013	3.632038634	10.66670569	3.424951075	1.885237046	5.883329195	7.0281477	7.552447584	2.675385322	4.937099772	4.597557285	3.791668401	1.165724679	1.619347064	4.185946165	9.180506639	5.282621004	3.215625102	6.568044454	9.368607955	2.474891868	2.675428677	5.682514898	13.00701382	8.975407624	3.008268429	10.36119805	1.885213439	6.742933468	1.963950696	6.868458322	1.293148181	3.008272448	9.604255434	5.70565128	4.572675881	3.702619996	3.115669433	3.149735105	8.268400358	1.963976413	9.095567931	3.607707408	2.303816761	4.867100543	3.702638457	3.008328658	6.436130994	1.165734721	2.177292403	5.821195698	7.827190314	1.410280549	2.766088697	4.585142519	6.911348036	5.407636506	3.532222258	3.21562973	3.215591163	0.0
TCGA-B0-5402-01	0.896970392	4.549252467	4.189117825	5.183662581	8.521091489	3.266107205	4.045895697	4.083038036	2.006249735	1.842492082	2.521403516	5.405284848	6.008108815	4.467298827	5.419875068	2.408764513	4.045862779	4.119272099	3.057854072	3.057869734	4.942118102	3.659691621	5.314418102	10.16868298	8.417593492	6.682617003	10.16217957	5.18362547	1.445820375	0.5171	4.495147949	3.609597161	10.19225779	3.659692349	3.200013682	4.67629039	3.389922128	4.319406749	4.287944742	7.021005374	3.5577759	2.521389662	4.007732588	3.557760056	1.842471009	7.811860472	3.754843313	8.41397239	3.199993636	8.712665444	2.981234905	7.882100797	4.189126475	4.119287134	6.50917266	3.44806837	2.625816011	6.481582968	2.521393886	2.90022109	2.521393886	1.197322095	7.833818228	6.280274747	5.778198203	6.189485448	6.172343278	3.266115243	2.006217107	12.05414709	9.41186589	4.380367997	9.172071011	3.389939226	4.119281926	7.508073401	3.057904236	3.84416602		0.896970392	3.800223404	5.298711477	2.723208753	4.222839205	1.197379254	3.503963879	6.388157117	5.131416898	2.408837652	5.077166467	2.72318609	5.149015149	6.614418711	12.41843692	9.04126784	0.8969	2.814448892	7.77830382	9.31948129	11.54709559	10.43885615	7.969052225	13.95261954	13.87466626	6.608068125	9.251791558	1.657737908	3.968550801	8.354433093	15.31007302	9.328235739	6.432031436	12.14348436	16.75169079	9.482254711	12.19279116	10.23051363	9.429094959	4.007722177	5.968930868	3.266111219	12.20284867	3.389960147	3.130733978	3.557753292	1.842507559	3.38995453	3.13072535	4.154663589	4.651811976	7.192348935	7.622900556	4.65177316	5.375622001	5.077206733	8.925825796	9.360764951	7.531786298	8.59051563	4.901055881	2.814426154	7.795170482	6.712582943	15.95168257	16.42540287	3.503944548	11.19426099	14.14082733	12.90153116	9.607894907	5.390545909	0.896970392	1.445820375	11.34530603	12.91883627	2.814483772	3.800239535	1.657730014	3.503938837	2.28668696	16.67940317	10.39566937	13.09185946	1.657755499	8.880349775	3.389933538	5.897699626	5.405298003	5.266763756	6.633365326	8.971110881	8.329466601	5.755356506	1.197379254	2.52137117		3.754882176	3.928268895	3.609624961	2.814440256	3.199989977	1.445820375	6.595238643	5.360572424	5.25048212	5.250498413	7.844707978	17.66038726	10.67738773	15.18298813	3.557784681	8.144129383	4.74749783	1.4458	5.635333562	1.197322095	15.775548	5.298744409	9.091155956	5.448618947	1.445820375	3.659652039	4.880132085	7.192385577	3.448066818	4.901042923	2.286689714	1.842492082	10.99662846	1.657755499	4.467263719	2.408789197	1.445838974	3.26615126	15.88372521	5.660180403	6.957422573	10.3690904	10.38077864	9.314640122	8.025044043	4.045887692	5.020855486	6.664360167	6.046289472	8.243869422	4.793029468	9.417355134	8.673606185	4.858779692	5.476863018	7.803551753	7.230126627	2.153264832	2.286647265	13.57596009	14.00700699	3.448036427	2.15325904	2.814459635	3.2	2.52136978	5.166443562	3.057877331	4.724182567	5.647824218	2.625844101	5.095469562	6.724408173	3.389913824	10.26225994	3.708061525	2.286722848	6.180930497	7.188103774	7.726375704	1.657713956	4.747472926	3.557788767	2.521402603	0.8969	1.197379254	3.659673835	8.691736864	4.815286197	3.886852372	6.942285118	9.62529409	1.842492082	4.083055075	5.298704913	12.82633483	9.371137851	4.119277991	9.277042952	1.657771557	7.473489139	2.15325904	6.853655725	0.5171	2.900247035	9.886727804	5.876727495	4.154650771	4.287936318	5.234105086	3.928268748	7.314591445	2.521350337	8.794744054	3.659675985	2.814428561	4.793032364	3.057884972	2.814442632	6.509179612	1.445838974	2.006210907	6.256066465	7.714612646	2.408833962	2.153242051	3.266101618	6.952366074	6.223183987	3.557731628	1.8424	2.153294298	0.0
TCGA-CZ-4864-01	1.092807833	5.233685219	3.218349931	4.598278437	8.079031231	2.927514266	2.311732407	2.652216875	0.8116	1.327952993	2.652201983	6.419230245	4.855138573	3.484806525	4.845679241	2.136992762	2.891244476	3.303593725	2.365576394	1.938142689	3.623882954	2.417526223	6.055600654	9.529497115	8.739183557	6.926522654	9.586574358	6.4256241	0.647438961	0.8116	3.578953418	3.645823851	9.835801222	2.255785125	2.516038494	4.184359414	3.730326697	2.417505406	2.927504175	6.871793779	3.303562673	3.829415585	2.467621005	3.357772706	1.788429629	8.306853507	5.579649584	8.6133466	1.215089629	8.06794685	2.736393353	7.420358183	3.096248548	5.958221307	5.657246154	1.092747272	2.99740778	6.184734442	1.4325	2.96290123	2.137003256	1.215163483	7.792495511	5.953779347	5.568185118	2.652233626	3.601617855	2.81587808	1.788426176	11.39658514	8.166945849	5.684006137	6.829275435	2.997395094	4.653409011	2.652230772	3.409915422	3.579018595	0.811673592	1.432528174	4.653462034	4.664207937	1.621449131	4.154074206	2.073691963	2.608261454	5.097152622	6.018253349	1.707313043	2.073744072	0.2495	5.064966595	9.895957649	11.7184794	5.953779256	0.959058992	2.073695932	8.276444419	10.16958924	14.23921887	11.44224396	7.159656663	15.14213174	13.20520153	6.955335517	9.118635196	1.86526897	1.938089374	7.11124513	15.59477614	9.380512942	5.881718625	12.03181919	17.4101909	9.427930978	11.98381082	10.9030441	9.748577503	3.127741565	5.151825414	2.562840288	11.28533123	2.51599055	1.621449131	2.365666185	3.158557145	2.736399977	2.007501925	3.790579056	2.962878483	6.367448192	7.669499191	4.123165692	5.136393276	3.556037614	9.184266961	9.642830704	6.33407012	7.054957352	3.357744725	1.530047692	6.547095714	5.527415426	15.46452271	17.13457694	3.303558682	11.01258003	13.82212157	10.20694909	10.23208184	5.297447288		1.215115042	10.67312728	11.76558153	2.073670486	4.56418353	2.365555877	2.652214545	1.707317479	14.10291627	11.17533835	12.56960741	1.788475127	10.17691592	1.93808885	5.834764771	5.283520705	7.434612037	5.417015882	9.013997226	9.075356843	4.972585626	1.707374503	1.215124572	1.092719609	3.810145757	7.720751546	3.409894681	3.623906278	3.096284462	1.707397729	7.895651658	4.393209007	5.120821523	3.957725814	6.922011465	17.79829515	10.5905693	15.2420353	2.891220613	6.740340651	5.442281897	2.515981341	5.630027548	1.865191026	16.23508371	5.311216494	9.133291788	5.678647367	1.215115042	4.243084576	4.883071689	7.267900508	2.815918689	4.937441313	2.007468873	1.530073138	12.2825558	2.365577115	5.953831918	0.8116	1.21516115	2.417489665	14.44284684	6.119654246	6.257789027	10.7426845	11.24052003	8.177384762	8.101046695	3.484790373	3.330930895	5.47943186	6.797790769	9.837348443	6.135227754	7.787604331	9.511696424	2.197570663	4.540921308	7.381706532	4.807275841	0.959047611	2.007465316	12.28783268	12.78644051	3.031121603	0.959096793	2.007468873	2.0737	2.255775284	4.184329571	4.107414846	3.645800407	5.219146677	2.417481218	5.105088865	6.487637918	2.997405939	10.81084046	3.508925179	1.432616912	5.710220402	6.867085268	7.447163733	1.092807833	3.922172877	3.709652396	2.137008193	0.8116	0.6475	3.127782005	8.700380869	5.081133824	1.327939627	6.85771132	8.105024063	1.788439925	3.40994103	4.84569773	12.85131887	8.576729028	2.736364452	9.93013402	0.959058992	6.303342303	3.218322462	7.119074871	1.865242139	3.096256293	8.986890938	4.367009171	3.435336443	4.285582953	1.092763005	2.515996495	7.410806698	1.621429956	10.28308215	2.652229962	3.303624971	3.904126727	4.620627681	3.031115695	6.278948351	0.811619119	1.707352597	6.203388455	6.883325746	1.432543435	1.432531003	2.854056983	5.75628614	5.324918042	2.516036374	3.064021705	0.959009809	0.0
TCGA-CJ-4876-01	0.580913403	5.439513245	3.198734232	4.158570425	8.172897294	2.513657602	1.692098711	1.314735666	2.312318427	2.238455225	1.991007209	6.250258595	4.729889614	4.011112057	3.716835202	1.692109044	7.319019737	4.198067108	1.991018269	2.238448162	4.846440018	0.993922083	7.250198284	9.336741676	8.496833537	11.33506488	9.548332226	5.319219179	0.802221135	1.314720851	4.274038581	5.363335317	9.221042704	2.989502554	1.692109044	1.798786757	2.896514402	2.943747977	4.464281714	6.792236502	3.076848243	5.08637423	3.159278068	4.117991543	1.79871329	7.158008991	4.660908163	8.681538415	2.312301387	7.75954593	1.576958463	6.855387641	2.847601717	5.117637668	6.027108555	0.993987123	4.573477931	6.467920478	1.314745976	2.160619675	0.3195		7.075530084	5.054427577	6.240829872	4.097240394	4.346115114	2.160552913	1.451738991	11.60720961	10.27861716	5.301231561	8.371772493	2.690300401	3.895691587	6.358869049	3.770241744	2.989531629	2.160595624	1.798739929	2.989475924	4.871065952	2.574943542	2.513641441	2.238443499	1.451759401	5.802011153	6.380458355	1.576993786	3.632819549	2.847656061	7.4122688	8.757889449	11.68738742	7.327939284	0.99405216	1.692113359	11.06700602	8.727806796	10.6155793	9.992248442	8.054126539	12.9108407	13.05534997	7.287320078	9.628290609	0.8022	1.898072861	7.294132862	15.6213832	8.648952481	6.070315834	11.39636766	17.41714848	9.218671445	11.9340332	10.11442451	9.919155704	2.690330376	5.188039883	2.744656028	11.74208327	2.847652102	2.449627482	4.743336854	2.38257657	2.690274359	2.847607932	3.198766856	2.943755173	7.190200921	6.503846493	3.966016273	4.858793641	4.702745338	8.851465797	8.973156742	6.059623723	7.766140823	4.397942749	3.033843774	7.358753641	6.613832748	16.40896938	17.05293417	3.942961548	10.18646619	13.10516874	10.22224647	8.782462937	4.632350288	0.802221135	1.451795722	11.1502888	11.64266762	2.943701197	3.716844209	1.798786757	2.1606	1.798776165	14.78082867	11.62361469	11.81280923	1.314668776	10.49656412	3.770244096	7.465878639	4.729949009	5.511828112	6.588048326	8.232431625	8.171675599	4.743339989	0.99405216	2.38259785	1.576958463	3.943002574	3.770269255	3.198791049	3.512614715	2.238474878	1.991013244	8.6971263	5.021810243	6.367524806	3.448481449	7.401742422	18.13312554	9.479368452	15.06839483	3.966033398	7.080824894	6.282783579	3.689368029	6.153086301	2.160576149	14.27035609	5.610325389	8.666662081	4.716387743	0.994	2.382603161	3.543610025	6.801883654	2.382617087	5.464034493	2.57495715	1.314693902	11.6812062	2.449584281	5.595605135	1.898054876	0.993922083	2.943749153	14.48352091	6.259634174	7.319018968	11.12470902	5.488102181	7.542676477	6.858481507	3.381440622	4.076186379	5.158242773	6.569358581	7.667532987	5.852386078	8.493839147	8.243080638	4.138431075	4.674960865	8.145398069	4.431508968	1.314693902	2.633786532	12.51389527	12.95286851	1.798811765	2.382590884	3.821732829	3.033843192	1.99093967	3.79622168	4.573480381	3.0339	4.310569211	2.989485147	5.107288888	6.221770433	2.16058568	9.334544692	2.513655783	1.57693975	5.907040864	7.175457273	7.130192044	0.8022	4.833937113	3.689383481	2.847631839	1.57695343	1.163269401	4.363631029	8.732045093	5.086386194	0.580913403	6.846084834	9.013171475	1.57695343	3.448509189	4.716358474	13.49751167	9.664000804	4.138436267	10.10567502	1.576883976	5.431238243	2.312321752	7.593556774	1.89807041	2.513678541	9.344503506	4.274028193	2.633759373	3.543628073	3.716834843	1.163239469	7.439261527	1.991002546	9.464256655	2.160600815	2.160641112	4.076200165	1.798790455	3.871436148	5.789124317	1.451738991	1.798822357	6.122628372	6.240844314	1.451786346	0.993922083	3.512594358	6.182929075	4.527652722	2.943732083	1.314745976	1.798754837	0.0
TCGA-CZ-5451-11	4.262180177	4.489121358	4.878050587	3.856781265	9.196960062	3.613511822	2.79214705	3.197668201	1.605843358	0.689856052	2.161638262	4.5905347	4.462658285	4.365904714	4.231097987	1.281320629	2.287725017	4.16689194	1.281332028	3.955120754	4.183210471	3.751265772	5.021102306	7.416372203	8.827390748	9.631741409	9.655728699	3.513828996	1.948981208	1.281284482	3.815503713	4.741448709	7.87900809	2.874840406	1.605772868	4.292585257	3.589200633	5.609396321	3.973949164	7.114092164	4.590512739	5.75298687	2.161666901	4.462652689	2.834022032	7.533965918	4.784831793	5.822374389	4.528000535	7.151908478	2.023372854	7.750703103	4.307546329	5.330481375	4.246740735	1.015636467	2.226125785	5.674356718	1.281264495	2.610927825	3.062983906	1.787580029	9.327961241	7.103414212	4.65047187	1.281319072	4.540724481	1.949036775	1.015710332	12.03920358	7.919711632	6.473713257	7.897649603	2.610944363	4.262162583	6.928116708	2.458351621	2.610917731	1.397729645	1.397729645	3.815476107	5.048101747	1.015710332	4.231111154	2.511059537	1.949011208	6.109620925	5.278232874	2.023433543	2.792122595	1.015653173	9.038919358	10.22954865	6.783022417	9.41951841	1.015681188	2.22603176	6.780366723	11.00941275	14.14524433	10.9603976	7.858784351	15.01652696	12.53876467	6.130838168	7.796555	0.494441828	1.787588594	5.913263531	15.82481454	8.971219526	5.71422852	12.43336737	17.33181597	9.661176962	11.03534877	10.81363215	10.170382	0.6898	5.002851058	2.658412944	10.8899933	2.403751708	2.45837113	3.063022751	5.578918267	2.874865176	2.9530445	6.044113801	5.293319006	4.421979819	6.327166193	4.528016555	5.373759	4.741451734	10.89776302	10.3030201	6.088091117	7.170473898	3.027263865	1.870481891	6.316093484	5.639274939	16.01741967	14.54670714	4.553335051	9.857943628	12.87510247	11.41285561	9.352082382	6.08375795	2.094141695	2.704400267	9.804907725	11.76101532	4.099681203	4.462642308	3.378592209	1.870568843	1.154587003	13.82766651	11.69748908	12.93965837	1.605814493	4.946560088	2.346897887	5.6154586	4.590489748	5.668591032	6.753330707	9.097166291	9.68068137	3.93596097	1.397745676	1.605805389	0.4944	4.199328482	6.293780564	3.794385707	2.458397296	1.154560534	2.610960143	9.178748159	4.79552529	5.697294158	2.990654776	6.312455953	18.35804476	9.100385561	15.66400641	3.513793137	7.246204727	7.147783704	3.406692719	5.609454667	7.064283655	15.9269276	5.315741921	8.516494364	5.984815515	1.949032527	4.047164891	4.15035939	8.794600537	3.131853677	4.262168341	1.870574523	0.2683	8.199922934	2.226030037	6.541722203	1.870533682		2.287714034	14.78067939	7.563891469	6.026156167	11.06729094	9.490898632	7.885228935	7.742473166	4.565847032	2.74890622	5.41584014	6.330853717	8.566318479	6.963965924	7.075295012	9.844518448	3.992629195	5.401900971	7.929453733	3.487764427	1.505537833	1.787545953	12.877354	12.95784167	2.287739456	2.748916097	1.699541454	1.8705	2.023448037	3.062985709	4.421971582	3.973996544	4.984331334	2.748934974	4.956111169	8.104584541	1.94905953	10.10444288	2.161566281	0.861963586	5.742028618	5.627406827	6.992026206	1.5055	4.011018966	2.834055931	1.605787463	0.6898	0.494441828	2.704378911	9.137483265	4.984332241	2.990634684	6.126588626	9.27139496	2.561911206	5.956644008	5.951849149	12.79646695	9.154139216	4.231091295	9.610032676	0.689856052	5.58504729	2.094183448	5.380845488	2.094211548	2.161647264	8.607683988	2.561833604	5.408885663	2.748892012	3.290904627	1.948953364	6.579251351	1.015681188	10.66278603	3.935985874	5.02107882	2.458334798	3.706813435	1.505548924	5.998732816	1.281356271	0.861913838	6.639624349	4.88807776	1.015665612	3.513751305	3.935958667	4.719235325	4.97494258	1.605755079	1.281247281	0.861913838	0.0
