sample	TCGA-B8-A54D-01	TCGA-G6-A8L7-01	TCGA-B8-A54F-01	TCGA-B8-A8YJ-01	TCGA-B8-A54K-01	TCGA-3Z-A93Z-01	TCGA-G6-A8L6-01	TCGA-MW-A4EC-01	TCGA-DV-A4W0-01	TCGA-G6-A5PC-01	TCGA-B8-A54E-01	TCGA-B8-A54G-01	TCGA-6D-AA2E-01	TCGA-B2-A4SR-01	TCGA-B8-A54H-01	TCGA-MM-A563-01	TCGA-G6-A8L8-01	TCGA-DV-A4VZ-01	TCGA-B8-A54I-01	TCGA-GK-A6C7-01	TCGA-DV-A4VX-01	TCGA-B8-A54J-01	TCGA-MM-A564-01	TCGA-B8-A7U6-01	TCGA-B4-5844-01	TCGA-B0-4701-01	TCGA-BP-4970-01	TCGA-A3-3373-01	TCGA-B0-5113-01	TCGA-B8-5164-01	TCGA-CJ-4878-01	TCGA-BP-5189-01	TCGA-BP-4988-01	TCGA-BP-4351-01	TCGA-BP-4803-01	TCGA-A3-3352-01	TCGA-BP-4965-01	TCGA-BP-4766-01	TCGA-BP-4987-01	TCGA-BP-4787-01	TCGA-B0-5707-01	TCGA-B0-5100-01	TCGA-DV-5573-01	TCGA-BP-4769-01	TCGA-B0-5099-01	TCGA-BP-4959-01	TCGA-CZ-5984-01	TCGA-B0-4852-01	TCGA-CZ-4857-01	TCGA-CZ-4856-01	TCGA-CW-5583-01	TCGA-B8-5163-01	TCGA-BP-5201-01	TCGA-CJ-5686-01	TCGA-BP-4174-01	TCGA-B8-5546-01	TCGA-A3-3306-01	TCGA-B0-4707-01	TCGA-CJ-4642-01	TCGA-A3-3363-01	TCGA-CW-6093-01	TCGA-A3-3324-01	TCGA-BP-5001-01	TCGA-BP-4995-01	TCGA-B0-4693-01	TCGA-A3-3329-01	TCGA-BP-4976-01	TCGA-CJ-4890-01	TCGA-B0-4700-01	TCGA-CJ-5683-01	TCGA-CW-5580-01	TCGA-BP-4756-01	TCGA-B0-5699-01	TCGA-BP-5191-01	TCGA-B0-5098-01	TCGA-A3-3336-01	TCGA-BP-5009-01	TCGA-CW-5589-01	TCGA-CJ-4640-01	TCGA-BP-4334-01	TCGA-B0-4824-01	TCGA-CJ-6030-01	TCGA-B0-4718-01	TCGA-BP-4964-01	TCGA-A3-3376-01	TCGA-B0-5096-01	TCGA-CJ-4638-01	TCGA-B4-5377-01	TCGA-BP-4982-01	TCGA-BP-4968-01	TCGA-B0-5812-01	TCGA-B8-4621-01	TCGA-A3-3387-01	TCGA-BP-4799-01	TCGA-B0-5711-01	TCGA-BP-4355-01	TCGA-CZ-5988-01	TCGA-B0-5108-01	TCGA-CZ-5452-01	TCGA-B0-5094-01	TCGA-CJ-5671-01	TCGA-B0-4813-01	TCGA-CJ-4868-01	TCGA-B0-4823-01	TCGA-B0-5109-01	TCGA-A3-3374-01	TCGA-B0-4810-01	TCGA-CJ-4891-01	TCGA-BP-4994-01	TCGA-BP-4326-01	TCGA-DV-5576-01	TCGA-BP-5010-01	TCGA-BP-4349-01	TCGA-B0-4841-01	TCGA-A3-3347-01	TCGA-B8-5553-01	TCGA-DV-5569-01	TCGA-CJ-6028-01	TCGA-CW-5591-01	TCGA-CJ-4873-01	TCGA-CZ-5466-01	TCGA-CZ-4865-01	TCGA-CJ-4903-01	TCGA-BP-5195-01	TCGA-CJ-4913-01	TCGA-BP-5190-01	TCGA-BP-5178-01	TCGA-B0-4846-01	TCGA-CZ-4860-01	TCGA-BP-4985-01	TCGA-B4-5378-01	TCGA-BP-5168-01	TCGA-CZ-4853-01	TCGA-CJ-4876-01	TCGA-B0-4696-01	TCGA-CJ-4886-01	TCGA-BP-4798-01	TCGA-B0-4688-01	TCGA-CW-5590-01	TCGA-B8-4146-01	TCGA-BP-4992-01	TCGA-B0-5117-01	TCGA-B0-4691-01	TCGA-CJ-5689-01	TCGA-BP-4330-01	TCGA-B0-5085-01	TCGA-BP-5192-01	TCGA-AK-3434-01	TCGA-BP-4789-01	TCGA-BP-5177-01	TCGA-CJ-4885-01	TCGA-BP-4765-01	TCGA-BP-4170-01	TCGA-B0-5698-01	TCGA-A3-3326-01	TCGA-CZ-5462-01	TCGA-A3-3335-01	TCGA-CZ-4864-01	TCGA-BP-4760-01	TCGA-CW-6096-01	TCGA-CJ-4901-01	TCGA-CJ-4923-01	TCGA-CZ-5451-01	TCGA-B0-4843-01	TCGA-CZ-5455-01	TCGA-CZ-5459-01	TCGA-B0-4710-01	TCGA-CZ-5469-01	TCGA-BP-4173-01	TCGA-BP-4165-01	TCGA-B0-5700-01	TCGA-EU-5906-01	TCGA-B0-5104-01	TCGA-A3-3323-01	TCGA-CZ-5465-01	TCGA-A3-3365-01	TCGA-BP-5200-01	TCGA-BP-4329-01	TCGA-A3-3383-01	TCGA-BP-4342-01	TCGA-BP-5198-01	TCGA-BP-5176-01	TCGA-BP-4960-01	TCGA-BP-5174-01	TCGA-B0-4811-01	TCGA-B0-5084-01	TCGA-B0-5402-01	TCGA-B8-4143-01	TCGA-A3-3367-01	TCGA-BP-5180-01	TCGA-CZ-5982-01	TCGA-CZ-5987-01	TCGA-B2-4101-01	TCGA-BP-5006-01	TCGA-B0-4838-01	TCGA-BP-4777-01	TCGA-CJ-4918-01	TCGA-CZ-5460-01	TCGA-CW-5581-01	TCGA-B0-5690-01	TCGA-BP-4353-01	TCGA-BP-4983-01	TCGA-BP-4986-01	TCGA-CJ-4912-01	TCGA-CJ-5677-01	TCGA-BP-4776-01	TCGA-B0-4713-01	TCGA-B0-5081-01	TCGA-B8-5158-01	TCGA-BP-5196-01	TCGA-BP-4771-01	TCGA-A3-3320-01	TCGA-CJ-5678-01	TCGA-B8-5545-01	TCGA-BP-4975-01	TCGA-B8-5165-01	TCGA-B0-5703-01	TCGA-CJ-5672-01	TCGA-CJ-5682-01	TCGA-BP-4161-01	TCGA-B0-5116-01	TCGA-BP-5184-01	TCGA-A3-3380-01	TCGA-B4-5838-01	TCGA-BP-4770-01	TCGA-AK-3436-01	TCGA-A3-3385-01	TCGA-DV-5566-01	TCGA-CZ-4858-01	TCGA-AK-3444-01	TCGA-BP-5000-01	TCGA-CZ-5461-01	TCGA-CJ-4892-01	TCGA-B0-4842-01	TCGA-B0-4817-01	TCGA-BP-4344-01	TCGA-BP-4999-01	TCGA-CJ-4882-01	TCGA-B2-4098-01	TCGA-BP-5202-01	TCGA-EU-5904-01	TCGA-CZ-5458-01	TCGA-DV-5568-01	TCGA-CJ-4904-01	TCGA-BP-5187-01	TCGA-B0-5399-01	TCGA-AK-3428-01	TCGA-CJ-5676-01	TCGA-BP-5170-01	TCGA-A3-3308-01	TCGA-B0-4837-01	TCGA-BP-4762-01	TCGA-BP-4991-01	TCGA-BP-4164-01	TCGA-CW-5585-01	TCGA-B0-5693-01	TCGA-BP-5186-01	TCGA-BP-4797-01	TCGA-BP-4158-01	TCGA-DV-5574-01	TCGA-B4-5843-01	TCGA-BP-4967-01	TCGA-CJ-4916-01	TCGA-BP-5199-01	TCGA-BP-4963-01	TCGA-CJ-4884-01	TCGA-CJ-4871-01	TCGA-BP-4759-01	TCGA-BP-4768-01	TCGA-A3-3319-01	TCGA-BP-4989-01	TCGA-CJ-5679-01	TCGA-CW-6090-01	TCGA-BP-4781-01	TCGA-B0-4828-01	TCGA-B0-4694-01	TCGA-B0-5075-01	TCGA-B0-4816-01	TCGA-B8-5162-01	TCGA-CJ-4893-01	TCGA-B4-5835-01	TCGA-CZ-5985-01	TCGA-BP-5169-01	TCGA-CZ-4859-01	TCGA-DV-5575-01	TCGA-CJ-4870-01	TCGA-B0-5709-01	TCGA-B0-4821-01	TCGA-CZ-5470-01	TCGA-B0-5710-01	TCGA-BP-4972-01	TCGA-B0-5097-01	TCGA-CZ-4854-01	TCGA-CJ-4874-01	TCGA-B0-5095-01	TCGA-CZ-5468-01	TCGA-B0-4814-01	TCGA-BP-4327-01	TCGA-CZ-5467-01	TCGA-B0-4706-01	TCGA-CJ-6032-01	TCGA-B8-4620-01	TCGA-BP-4331-01	TCGA-CJ-4895-01	TCGA-BP-4774-01	TCGA-CJ-4905-01	TCGA-CZ-5454-01	TCGA-CJ-4897-01	TCGA-CJ-6031-01	TCGA-BP-4807-01	TCGA-BP-5183-01	TCGA-B2-4099-01	TCGA-A3-3362-01	TCGA-BP-4341-01	TCGA-B0-5121-01	TCGA-B0-4818-01	TCGA-BP-4169-01	TCGA-BP-4346-01	TCGA-BP-5004-01	TCGA-CJ-4635-01	TCGA-BP-4758-01	TCGA-CJ-4872-01	TCGA-BP-4973-01	TCGA-B0-4698-01	TCGA-B8-5549-01	TCGA-BP-4977-01	TCGA-CZ-5453-01	TCGA-CJ-4908-01	TCGA-B0-5080-01	TCGA-B0-5107-01	TCGA-B0-5712-01	TCGA-CJ-4902-01	TCGA-BP-5007-01	TCGA-BP-4804-01	TCGA-CZ-5989-01	TCGA-CZ-5457-01	TCGA-B0-4697-01	TCGA-BP-5181-01	TCGA-A3-3370-01	TCGA-B0-4834-01	TCGA-CJ-4894-01	TCGA-B0-4845-01	TCGA-CW-6087-01	TCGA-B8-5551-01	TCGA-DV-5565-01	TCGA-B0-5088-01	TCGA-B0-4945-01	TCGA-A3-3349-01	TCGA-EU-5905-01	TCGA-BP-4332-01	TCGA-A3-3382-01	TCGA-B0-4699-01	TCGA-B0-5115-01	TCGA-B0-5701-01	TCGA-BP-4345-01	TCGA-CZ-5986-01	TCGA-CJ-4907-01	TCGA-A3-3311-01	TCGA-BP-4763-01	TCGA-B2-5641-01	TCGA-CW-6097-01	TCGA-CJ-4920-01	TCGA-B4-5836-01	TCGA-B8-5552-01	TCGA-B0-4836-01	TCGA-CJ-4869-01	TCGA-CJ-6033-01	TCGA-B0-4849-01	TCGA-CJ-4888-01	TCGA-CJ-4881-01	TCGA-B2-3924-01	TCGA-CJ-5680-01	TCGA-B0-4827-01	TCGA-B0-5706-01	TCGA-A3-3322-01	TCGA-B0-4690-01	TCGA-BP-4335-01	TCGA-B0-5119-01	TCGA-BP-4337-01	TCGA-B4-5834-01	TCGA-BP-5182-01	TCGA-A3-3378-01	TCGA-CZ-5464-01	TCGA-B0-5092-01	TCGA-B0-5692-01	TCGA-BP-5008-01	TCGA-BP-4775-01	TCGA-DV-5567-01	TCGA-B8-5550-01	TCGA-BP-4761-01	TCGA-B0-5702-01	TCGA-BP-4784-01	TCGA-A3-3357-01	TCGA-BP-4354-01	TCGA-CZ-4862-01	TCGA-CZ-4866-01	TCGA-BP-4338-01	TCGA-B0-4844-01	TCGA-CJ-4887-01	TCGA-B0-4848-01	TCGA-B0-4714-01	TCGA-CJ-4634-01	TCGA-B0-5694-01	TCGA-B0-4839-01	TCGA-BP-4962-01	TCGA-BP-4998-01	TCGA-A3-3351-01	TCGA-B8-5159-01	TCGA-B0-5695-01	TCGA-B0-4712-01	TCGA-B2-3923-01	TCGA-BP-5175-01	TCGA-A3-3313-01	TCGA-BP-4969-01	TCGA-A3-3317-01	TCGA-CW-5588-01	TCGA-CZ-4863-01	TCGA-BP-4974-01	TCGA-BP-4993-01	TCGA-B4-5832-01	TCGA-A3-3372-01	TCGA-CW-5587-01	TCGA-CJ-4900-01	TCGA-BP-4801-01	TCGA-BP-5185-01	TCGA-B2-5635-01	TCGA-CJ-5675-01	TCGA-BP-4343-01	TCGA-CJ-6027-01	TCGA-CJ-4889-01	TCGA-BP-5173-01	TCGA-CJ-4899-01	TCGA-BP-4325-01	TCGA-A3-3331-01	TCGA-B8-4153-01	TCGA-B0-5691-01	TCGA-B2-5633-01	TCGA-B0-4822-01	TCGA-EU-5907-01	TCGA-CJ-5684-01	TCGA-BP-4971-01	TCGA-B0-5400-01	TCGA-AK-3451-01	TCGA-B0-4833-01	TCGA-B0-4847-01	TCGA-B2-5639-01	TCGA-CZ-4861-01	TCGA-A3-3346-01	TCGA-BP-5194-01	TCGA-AK-3456-01	TCGA-B2-4102-01	TCGA-BP-4352-01	TCGA-B0-5697-01	TCGA-B0-5120-01	TCGA-CJ-5681-01	TCGA-B0-5713-01	TCGA-AK-3427-01	TCGA-B0-5077-01	TCGA-B0-5696-01	TCGA-CW-6088-01	TCGA-CZ-5456-01	TCGA-CZ-5463-01	TCGA-B0-5106-01	TCGA-BP-4790-01	TCGA-B0-4815-01	TCGA-B0-5705-01	TCGA-BP-4961-01	TCGA-B0-5102-01	TCGA-B0-5110-01	TCGA-CJ-4875-01	TCGA-B0-4703-01	TCGA-BP-4981-01	TCGA-B8-4622-01	TCGA-B0-4819-01	TCGA-A3-3316-01	TCGA-BP-4347-01	TCGA-B2-5636-01	TCGA-CW-5584-01
14-3-3_beta-R-V	0.06500656	-0.103410886	-0.071788461	0.556920481	0.130936907	0.406331088	-0.03713941	-0.022033982	-0.056487085	-0.010246504	0.382691835	-0.17600556	0.315803445	0.15231766	0.260662461	0.047463639	-0.018475988	0.032135027	1.284957358	0.365982493	-0.079996692	0.060299712	-0.03714567	0.056040732	0.026494436	0.178466111	0.001799387	0.331024375	-0.005517866	0.08522117	-0.042626074	0.080999876	0.508493462	-0.101215474	-0.046978876	-0.047135004	-0.029142868	0.004668883	-0.050354004	0.297255402	0.039628667	-0.171496932	0.043041754	0.250625167	-0.027920608	0.149248219	0.067490061	0.104009885	-0.068164981	0.149089191	-0.178489595	-0.08400443	-0.005201079	0.017413506	0.181747735	0.530574947	-0.084725467	0.202296914	0.130386877	0.103089613	-0.051335164	0.34736939	0.099265255	-0.031211402	-0.142433022	0.093085499	-0.19091234	0.076396994	0.094081191	-0.004321542	-0.151760611	0.345074065	-0.013042905	-0.148172108	0.186799315	0.143608044	0.050223705	-0.194411186	0.070283718	0.139764124	-0.075533447	0.125443267	0.287243526	0.289980988	0.178920627	0.370214977	0.063634278	0.093091251	-0.227633076	-0.068250562	-0.160558229	0.577480388	0.037874243	0.678333166	0.162137738	0.159954588	-0.06985255	0.146679317	-0.090338889	0.127972514	0.163690914	0.040662751	0.08559755	0.08314964	0.385126137	0.332224095	-0.136798506	0.147751251	0.201804861	-0.073212233	-0.124620493	0.018196695	0.058464559	0.026642974	-0.167911986	0.090105366	0.047822735	0.156404543	-0.072130271	-0.035558383	-0.107570927	0.246134596	0.001505135	0.264828252	0.124739635	0.075026565	0.150635455	-0.022659269	0.033752441	0.155396508	-0.096396911	0.05617902	0.224485623	0.057131184	0.046830298	0.156659763	0.085470491	0.052360021	-0.121761119	0.331222402	-0.028221011	0.195688941	0.048248772	0.132313674	-0.087594881	0.131040848	-0.034883408	0.037135889	0.006570945	0.019045465	0.210566651	0.261494988	0.049415016	0.006754078	0.25982134	0.459244335	0.442152256	-0.007312318	-0.106805704	0.132995719	0.078526947	-0.05493804	0.128324562	0.105466708	-0.087578075	0.275913664	0.346576702	-0.088073243	-0.116321126	0.325931062	0.211929416	0.262135238	0.004942862	0.150204967	-0.022165764	-0.000553112	-0.050607667	-0.058678363	-0.05588288	-0.047757159	0.34606486	-0.188832246	0.046567049	-0.268553496	0.051486434	3.525614461	-0.260334055	-0.112213432	0.210829412	-0.183121153	-0.049772259	0.100744769	0.021160747	0.031834659	-0.023336266	0.03622398	0.08990024	0.198385475	0.035822273	0.093944552	0.127243671	-0.125312807	-0.180297094	-0.028977104	0.181900142	0.121873128	0.331226268	-0.187309114	0.016388321	-0.316932925	0.141752132	0.194906183	-0.1293809	0.154329655	0.042029515	-0.048356313	0.314345211	-0.022415245	-0.05192062	-0.03496646	0.223880928	-0.191005287	-0.047217182	0.036059636	0.078354909	0.041069375	0.04349794	-0.106133763	0.130512585	0.147124348	0.121160687	-0.131242026	0.18458992	0.051725081	0.541877586	0.091321066	-0.101092861	0.278420092	0.057707195	0.027038085	0.265282091	-0.024725234	-0.127428144	0.117525456	0.297195877	-0.033664253	0.440501807	-0.035920282	0.017685637	0.007525108	-0.012304239	-0.017149853	-0.037578094	-0.229311408	0.030700595	-0.095869039	-0.19953115	-0.099065001	0.059332973	0.141836961	0.13485231	0.09371414	0.059619341	-0.236529585	0.156998407	-0.024420254	0.061371109	0.185051386	-0.289150214	-0.146135905	0.269562425	0.256601728	-0.086401645	0.035257994	0.003795218	0.16009742	0.018135627	0.015364249	0.201249672	0.030289351	0.1025059	-0.085061058	0.194845295	0.191392982	0.00774973	-0.000742826	-0.069488408	0.149427949	-0.087222522	-0.044106726	0.199374239	0.206777182	0.087367343	0.064781536	0.022891582	-0.048006691	0.082611904	-0.005835275	-0.097378317	0.194505884	0.155730935	0.502669221	-0.01590147	-0.186528127	0.325472173	0.148310632	-0.039165488	0.278271686	0.148356755	0.171009441	-0.198957724	0.329990477	0.149683158	0.322851547	0.243563941	-0.075495101	0.135375657	0.048613901	0.064806421	0.177149287	0.095249034	0.007492894	0.08526094	0.541485105	0.204341937	-0.069411708	0.122634094	0.083020868	0.156469555	-0.24681763	0.154178286	0.164086838	-0.086941665	0.021045567	-0.115986839	0.032640006	0.207146258	-0.285227892	0.113673441	0.657833133	-0.041308056	0.062517805	-0.087204485	0.077903452	-0.139075069	0.147167501	0.207629724	0.142351876	0.091326642	0.253814807	0.287561301	0.198224061	0.038580848	-0.141204541	0.040618094	-0.059176233	-0.140430475	0.043387423	0.051095924	0.380359365	0.070937612	-0.17397235	0.090819382	0.08821897	0.027424347	-0.018018189	0.041533877	0.033339285	3.194400033	-0.039947393	0.135996088	-0.073070606	0.01896301	0.260666498	0.013665084	0.027596818	0.007376361	0.1620827	-0.013741408	-0.028449494	-0.029165982	0.491558656	0.032507551	0.054415751	-0.298952865	0.046364403	-0.235435548	-0.039789165	-0.044307773	0.289843688	0.084073855	0.164473506	0.417374441	0.158300298	-0.076365792	0.030901035	0.318801055	0.073017511	-0.124758079	0.039886088	0.14981785	0.378299617	-0.030930499	0.082533169	0.110161186	0.118999932	-0.014164003	-0.093284843	-0.072801471	0.03098916	0.276649239	-0.057549269	0.683476829	0.250252438	-0.006230428	0.085925137	0.018158354	0.174436048	0.391239568	-0.024453387	0.014488343	-0.204619407	-0.033742485	0.219771699	0.078770789	-0.202142711	0.023213207	0.023198095	-0.194611144	0.110304066	-0.193158863	0.156530885	-0.249035298	0.072451192	0.234623085	0.115266813	-0.046791584	-0.092526827	-0.090126803	0.258957115	0.075468004	0.253520656	-0.021366397	0.246015503	-0.168537313	-0.124163114	0.036795849	0.129246519	0.544364137	0.479612947	-0.150979327	0.004910187	-0.093762554	0.114193238	0.144611554	0.056408383	0.796949363	0.057021684	0.2078746	-0.031618349	-0.0106109	0.204386355	0.148437192	0.007131624	0.071115431	0.07076895	-0.032804159	-0.041798227	0.084464601	-0.101833788	-0.035964231	-0.013955163	0.150966971	0.025523663	-0.047050047	0.137857384	-0.041162259	-0.001714323
14-3-3_epsilon-M-C	-0.175905105	0.130025984	-0.080083804	0.175525175	0.198439871	-0.053131366	0.089388497	0.027827809	-0.089663069	0.237650568	0.436749325	0.018959071	-0.015147493	-0.128566965	-0.144763322	-0.045414279	-0.11573431	-0.092465432	0.134042956	-0.011880564	0.638506207	0.070069794	-0.173832798	0.031492995	0.080934949	0.130384837	0.014300577	0.245968913	0.040012147	-0.026082668	-0.058189937	-0.228945367	0.561324705	-0.024697691	-0.085991676	-0.083496749	-0.001540998	0.263369216	0.119058887	-0.022590137	0.069835012	-0.00103131	-0.106031177	0.178723797	-0.207571743	0.032539471	-0.094691476	-0.169750564	-0.098476252	0.181256983	-0.108779126	-0.112579446	0.064408818	-0.007027416	0.162284029	0.225794488	-0.117174021	0.15375309	0.00470471	0.563449028	-0.253293638	0.237921568	0.040549952	-0.141323672	0.063941868	0.004566334	-0.16681706	0.028183849	-0.086618418	-0.076168456	-0.126688203	0.174900141	0.009457088	-0.065460446	0.28974937	0.123194669	-0.253061141	-0.175885187	0.052865104	0.204935787	0.014244415	-0.040792468	-0.017056936	0.196624052	0.108914575	0.279350933	0.157636018	0.060748517	-0.251403179	0.071827204	-0.178490571	0.36063972	0.04984461	0.618685841	0.105827094	0.007284337	0.052593999	-0.136443471	-0.028267108	-0.248943701	0.238112004	-0.063016042	-0.038597495	-0.014388347	0.523038986	0.475074866	-0.072954556	0.234178632	0.119003271	0.036778828	-0.133465146	-0.025347349	0.104574441	-0.093440626	-0.167530584	0.132620949	0.026014362	0.049220995	-0.255336531	-0.042933991	-0.08664787	0.049429297	-0.048848265	0.070132031	0.092519737	-0.027800752	-0.111060839	-0.153185018	-0.027903411	0.020028507	0.089289127	-0.045061193	0.00438264	0.035847375	0.197933712	0.08057986	0.018058615	0.020755861	-0.133674088	0.171722645	-0.193345679	0.159999632	-0.099203671	0.081875796	-0.100120815	0.001233648	0.061701684	0.118438754	0.10281655	0.152112149	0.137964619	0.309833466	0.262501769	-0.209891858	0.2787882	0.40734286	0.20332082	-0.097085278	0.097924556	-0.065139473	0.078471816	0.017618394	-0.336985158	0.038523105	-0.204079874	0.132959653	0.338624313	0.087907185	0.090609654	0.156403047	-0.118685921	0.187094998	-0.035578385	0.013877808	0.009665773	0.05937193	0.001156278	-0.056575328	0.069351338	-0.037756563	0.169899375	-0.059666786	0.074048782	-0.142377067	-0.036221445	0.279786193	-0.10319447	0.102113883	-0.143963827	0.015413337	0.014962789	0.05063878	0.068168912	0.022077143	-0.119268959	0.22796359	0.1718424	-0.20995017	-0.179657275	0.149880075	0.120212064	-0.294672166	-0.226902619	-0.20549404	-0.202727699	0.082938653	0.336757279	-0.278604622	0.149641519	-0.159779073	0.185491599	0.109858572	-0.241952708	-0.059626239	-0.070265108	-0.080027712	0.101526204	0.027506288	-0.088114754	0.036467009	-0.000814106	0.025773123	0.063192719	0.005160306	0.082344702	-0.047727691	0.035038543	-0.024074274	0.116734398	0.069628957	-0.232978907	-0.124623844	0.227998688	0.310978076	0.279575669	0.08582601	-0.250825858	0.048264968	0.388103836	0.057717684	0.019263384	-0.044052552	-0.078643068	-0.087262826	0.029568271	-0.069867361	0.470847744	-0.050485669	-0.030218325	-0.080512265	0.015705236	0.113373001	-0.024517712	-0.01216142	0.060521208	0.076270216	0.010880237	0.009596192	0.002503144	0.244008279	-0.265106244	-0.138173321	-0.10504522	-0.003687037	-0.115064703	-0.000327613	0.085719697	0.071391044	-0.103024719	-0.117904062	0.220253306	-0.076550876	0.065763206	0.122813446	0.205314577	0.067701325	-0.01722579	0.075620932	0.091506862	0.08552759	-0.024011739	0.010338234	0.091466047	0.118731851	0.123680114	-0.049651308	0.141374237	0.172173655	0.251625028	0.003327671	-0.020407039	0.04776612	-0.113623829	-0.017158198	-0.021300028	-0.56538595	0.170757983	-0.118198848	-0.078956744	0.235819976	-0.071372162	0.847423505	0.121047133	-0.065866464	0.253299454	0.069143236	0.04605499	-0.174110147	-0.187743391	0.003737161	-0.179061755	0.1968302	0.199585007	0.344962485	0.050845761	0.116836134	0.205938012	0.001490077	0.21426459	-0.097038008	0.223642192	-0.036788644	-0.111119265	0.36693022	0.13927504	-0.144614695	-0.078021182	0.121720854	-0.020081009	-0.064514379	-0.037918116	0.069101315	-0.063714714	0.06754924	-0.039232993	-0.069842746	0.047249342	-0.059054643	0.009381838	0.187620446	-0.000221841	-0.023282874	0.062797863	0.040440916	-0.295256009	0.068784227	0.103004525	0.066214775	-0.050072427	0.344803476	-0.011245318	0.097904737	-0.057978398	-0.098490753	-0.108287538	-0.096995734	-0.03673452	-0.068358941	0.011235522	0.076441484	0.051679549	-0.066249663	0.091510072	-0.00219246	-0.087313409	-0.063710158	0.022764319	-0.061567549	-0.123482072	-0.09903453	0.08368185	0.10200449	0.003160402	0.021033538	-0.042664429	-0.012092268	0.022207628	0.089539956	0.009195363	0.101292038	0.054208715	0.364441884	-0.057725583	-0.107807981	-0.268089119	0.151455199	0.047819087	0.071897985	0.000582757	0.306212426	0.067106286	0.229326423	0.261761723	0.395704968	-0.134079324	-0.053098061	0.179603302	-0.192256059	-0.256335763	-0.115494128	-0.186282296	0.267935688	-0.1975966	-0.093191146	0.27531166	0.000545305	-0.018832028	-0.102953266	0.175120066	-0.052954576	0.200072602	-0.148660592	-0.006793024	0.063899612	0.006945483	-0.116369562	-0.004512425	0.055633992	0.381341132	-0.20731987	0.055973531	-0.313446465	-0.087551512	0.213437362	-0.098142515	-0.085249254	-0.097699353	-0.092822745	-0.311979907	0.12720316	-0.152067427	0.153167661	-0.001116257	0.172107576	-0.020102312	-0.148491837	0.094929173	0.031475228	-0.102391107	0.115096099	-0.006963568	0.317830486	0.055261875	0.153156289	-0.140098298	-0.029988879	0.166070596	0.115108366	0.397494681	0.411559935	-0.099108623	-0.139873303	-0.06298792	0.14520706	0.163616242	-0.163944702	0.051906989	-0.011268195	-0.009119873	0.007402255	-0.025736115	0.003100072	-0.027618268	-0.011154158	-0.018162008	-0.254473687	0.109911933	-0.000390939	-0.049983779	-0.021838937	-0.083375947	0.030217363	0.016982332	0.2044208	-0.138946618	-0.071561556	0.087067918	-0.112748055
