sample	TCGA-P4-AAVK-01	TCGA-5P-A9KE-01	TCGA-P4-AAVL-01	TCGA-P4-AAVO-01	TCGA-5P-A9KF-01	TCGA-5P-A9JY-01	TCGA-5P-A9JU-01	TCGA-P4-AAVM-01	TCGA-2Z-A9J5-01	TCGA-G7-6792-01	TCGA-F9-A97G-01	TCGA-F9-A7Q0-01	TCGA-EV-5902-01	TCGA-F9-A8NY-01	TCGA-J7-A8I2-01	TCGA-HE-7128-01	TCGA-HE-7129-01	TCGA-HE-A5NH-01	TCGA-2Z-A9JO-01	TCGA-B9-A5W9-01	TCGA-DW-7963-01	TCGA-UZ-A9PU-01	TCGA-DZ-6134-01	TCGA-BQ-5894-01	TCGA-UZ-A9PV-01	TCGA-2Z-A9JE-01	TCGA-MH-A560-01	TCGA-BQ-7048-01	TCGA-UZ-A9PN-01	TCGA-Y8-A8S0-01	TCGA-DW-7840-01	TCGA-A4-7288-01	TCGA-A4-7583-01	TCGA-UZ-A9Q0-01	TCGA-BQ-7050-01	TCGA-G7-A4TM-01	TCGA-DZ-6132-01	TCGA-2Z-A9JQ-01	TCGA-IA-A83W-01	TCGA-Y8-A896-01	TCGA-G7-6797-01	TCGA-2Z-A9J7-01	TCGA-PJ-A5Z8-01	TCGA-UZ-A9PS-05	TCGA-UZ-A9PS-01	TCGA-HE-7130-01	TCGA-SX-A71U-01	TCGA-A4-8098-01	TCGA-B9-A8YI-01	TCGA-GL-6846-01	TCGA-A4-7585-01	TCGA-MH-A855-01	TCGA-BQ-5887-01	TCGA-P4-A5E7-01	TCGA-F9-A7VF-01	TCGA-4A-A93X-01	TCGA-2Z-A9JD-01	TCGA-B9-5155-01	TCGA-2Z-A9J3-01	TCGA-2Z-A9JP-01	TCGA-BQ-7044-01	TCGA-HE-A5NK-01	TCGA-MH-A55Z-01	TCGA-2Z-A9J8-01	TCGA-UZ-A9PR-01	TCGA-UZ-A9PO-01	TCGA-BQ-5877-01	TCGA-UZ-A9PZ-01	TCGA-B9-A8YH-01	TCGA-BQ-7049-01	TCGA-HE-A5NJ-01	TCGA-GL-A59R-01	TCGA-BQ-5892-01	TCGA-BQ-5882-01	TCGA-GL-A9DE-01	TCGA-DW-5560-01	TCGA-BQ-5883-01	TCGA-G7-6793-01	TCGA-HE-A5NF-01	TCGA-2Z-A9JJ-01	TCGA-V9-A7HT-01	TCGA-Y8-A895-01	TCGA-IA-A83V-01	TCGA-A4-7996-01	TCGA-B1-A657-01	TCGA-P4-A5EB-01	TCGA-BQ-5875-01	TCGA-Y8-A8RY-01	TCGA-A4-7584-01	TCGA-P4-A5ED-01	TCGA-AL-3472-01	TCGA-A4-8517-01	TCGA-SX-A7SN-01	TCGA-DW-5561-01	TCGA-IZ-A6M8-01	TCGA-G7-6789-01	TCGA-AL-A5DJ-01	TCGA-BQ-5881-01	TCGA-J7-8537-01	TCGA-UZ-A9PJ-01	TCGA-2Z-A9JT-01	TCGA-PJ-A5Z9-01	TCGA-BQ-7053-01	TCGA-DW-7839-01	TCGA-B1-A47M-01	TCGA-G7-A8LB-01	TCGA-BQ-7051-01	TCGA-B1-A654-01	TCGA-SX-A7SQ-01	TCGA-G7-A8LE-01	TCGA-2Z-A9JI-01	TCGA-BQ-5880-01	TCGA-4A-A93W-01	TCGA-UZ-A9PL-01	TCGA-B1-A47O-01	TCGA-A4-7734-01	TCGA-BQ-7058-01	TCGA-P4-A5E8-01	TCGA-GL-7773-01	TCGA-BQ-5885-01	TCGA-G7-A8LD-01	TCGA-UZ-A9PK-01	TCGA-B9-7268-01	TCGA-SX-A71R-01	TCGA-SX-A7SP-01	TCGA-2Z-A9J6-01	TCGA-A4-8311-01	TCGA-KV-A74V-01	TCGA-BQ-7060-01	TCGA-2Z-A9JL-01	TCGA-G7-6790-01	TCGA-BQ-5889-01	TCGA-G7-6795-01	TCGA-B3-A6W5-01	TCGA-GL-A4EM-01	TCGA-BQ-5890-01	TCGA-BQ-5879-01	TCGA-2Z-A9J9-01	TCGA-Y8-A897-01	TCGA-WN-A9G9-01	TCGA-G7-7502-01	TCGA-P4-A5E6-01	TCGA-G7-A8LC-01	TCGA-B3-8121-01	TCGA-DW-7841-01	TCGA-KV-A6GD-01	TCGA-UN-AAZ9-01	TCGA-DZ-6131-01	TCGA-BQ-5891-01	TCGA-IA-A40U-01	TCGA-GL-A9DD-01	TCGA-PJ-A8JU-01	TCGA-KV-A6GE-01	TCGA-4A-A93Y-01	TCGA-B9-A44B-01	TCGA-SX-A7SR-01	TCGA-AL-7173-01	TCGA-Y8-A8RZ-01	TCGA-BQ-7059-01	TCGA-MH-A562-01	TCGA-BQ-7062-01	TCGA-A4-7915-01	TCGA-EV-5903-01	TCGA-DW-7834-01	TCGA-A4-8630-01	TCGA-BQ-5888-01	TCGA-J7-6720-01	TCGA-2K-A9WE-01	TCGA-SX-A7SO-01	TCGA-A4-A57E-01	TCGA-DZ-6135-01	TCGA-B9-A5W7-01	TCGA-BQ-5893-01	TCGA-B9-A5W8-01	TCGA-BQ-7055-01	TCGA-B9-5156-01	TCGA-Q2-A5QZ-01	TCGA-BQ-7061-01	TCGA-DZ-6133-01	TCGA-GL-7966-01	TCGA-IA-A40Y-01	TCGA-A4-7997-01	TCGA-Y8-A8S1-01	TCGA-SX-A7SS-01	TCGA-UZ-A9PM-01	TCGA-G7-6796-01	TCGA-B1-5398-01	TCGA-F9-A4JJ-01	TCGA-UZ-A9PX-01	TCGA-UZ-A9Q1-01	TCGA-G7-7501-01	TCGA-Y8-A894-01	TCGA-DW-7842-01	TCGA-HE-A5NI-01	TCGA-B1-7332-01	TCGA-B1-A47N-01	TCGA-EV-5901-01	TCGA-UZ-A9PP-01	TCGA-AL-3473-01	TCGA-IZ-8195-01	TCGA-UZ-A9PQ-01	TCGA-SX-A7SM-01	TCGA-2Z-A9J1-01	TCGA-BQ-7056-01	TCGA-DW-7838-01	TCGA-B9-A69E-01	TCGA-GL-A9DC-01	TCGA-IZ-8196-01	TCGA-BQ-7046-01	TCGA-IA-A40X-01	TCGA-P4-A5EA-01	TCGA-A4-8516-01	TCGA-BQ-5878-01	TCGA-DW-7837-01	TCGA-GL-8500-01	TCGA-HE-A5NL-01
14-3-3_beta-R-V	0.281617754	-0.002095307	-0.220196157	0.148221318	-0.019715223	-0.065078318	-0.016540785	0.366815773	0.161657409	-0.242174124	0.184398118	0.468401497	0.090131698	-0.201497622	0.108565457	0.026196481	-0.1738642	0.188459985	0.232479956	0.361906467	0.35708118	-0.085061027	0.086863668	-0.094967442	-0.017659222	-0.030955769	0.044102565	0.19460672	0.11594757	-0.141847145	0.422451311	0.057144528	0.068047335	0.064109536	-0.043447881	-0.055711567	0.097786515	-0.39017902	0.03968108	0.056883	-0.043448634	-0.067560075	0.218064697	0.574161102	-0.117899317	-0.092150997	0.087360916	-0.088150559	0.293538278	-0.076278857	0.23766517	0.188366886	0.175439751	-0.16618282	0.072715346	0.138342378	0.224636236	-0.123019207	-0.196279973	0.018156244	0.055292143	0.082916105	0.077178714	0.001026367	-0.073408084	0.238609494	-0.04942596	0.186172365	-0.02007681	0.13086733	0.370052997	0.275885487	0.009244994	0.040047884	0.288831094	-0.096288058	0.304519556	0.036096143	0.16946063	-0.269221443	0.108369364	0.421613873	0.234066948	-0.185158649	0.282963149	0.079853738	0.049868208	-0.084215135	0.151530632	0.589258516	-0.005785519	0.158422691	0.323871664	-0.147058509	0.172525976	-0.137339483	-0.000305408	0.353021462	-0.048450419	-0.291224741	0.130032208	0.117150382	0.015913863	0.083703086	0.185535973	-0.061932209	-0.041931826	-0.067129917	-0.032077947	-0.241136802	0.280645672	0.307293781	0.169839839	0.585887808	0.089070226	-0.176841779	0.125041259	-0.00448808	0.056025806	-0.029180276	-0.224625508	-0.091282843	8.83E-05	-0.049509976	0.161975467	0.197285876	-0.095784477	-0.22973028	0.113662388	-0.127784272	-0.029793673	0.0946475	0.21801949	0.011549168	0.169778916	0.120311912	-0.151587231	-0.14952124	-0.015677524	0.100759517	-0.087435068	0.014471721	-0.056522889	0.277487547	0.216878954	0.043531425	-0.096607327	0.161352381	-0.070265988	0.239332819	0.622587235	0.14284627	-0.099024652	0.235351949	0.399990978	0.244259742	0.113311165	-0.065221934	-0.005614886	-0.06281252	0.050924555	-0.27219211	0.071717871	-0.147823461	-0.08157513	0.231162816	0.027697871	0.185146954	0.065905025	-0.141214006	0.011802538	0.230380844	-0.175068283	0.174856066	0.162073189	-0.058027322	0.078584133	0.100356113	-0.104713653	-0.095897466	0.119674175	-0.160708798	0.241423069	0.194689525	0.275275279	0.4227091	0.327807857	-0.082397021	0.092920318	0.11378288	-0.18156995	-0.075530278	-0.367149065	0.121560557	0.008049546	0.184726696	-0.16786633	-0.014391309	0.147781039	0.615004958	0.16118764	0.115455844	0.123430993	0.024463721	0.138247393	0.21026898	-0.001435927	-0.362743282	-0.088588908	0.01234006	0.1436299	-0.094581705	-0.191725363	-0.048147774	0.025151949	0.092549548
14-3-3_epsilon-M-C	0.106849651	0.092242115	-0.392499617	0.000746161	0.089291279	-0.095967948	-0.110878207	0.150834827	0.354870047	-0.056384329	-0.077051636	-0.024738904	-0.320105485	-0.552389657	-0.40057279	0.289169119	-0.252513659	0.155431037	6.57E-06	0.107024547	0.428572963	0.26433967	0.150776851	-0.250687394	-0.101491006	0.103673363	0.03391194	-0.150643072	-0.167777656	0.012048078	0.379235788	-0.152860775	-0.302737525	0.230798573	0.103081904	0.112843928	0.195105379	-0.039121764	0.189899003	0.002545433	-0.044541176	-0.095609664	-0.447641563	0.399040297	0.046152089	-0.451116724	0.17803378	-0.241264758	0.046863467	-0.245140313	-0.077272525	0.046360493	0.659792154	0.140410403	0.366312007	0.079483336	-0.040855533	-0.042361971	-0.008882203	0.130550492	-0.125238779	0.306830494	0.064309991	0.189236467	-0.029032938	-0.006946884	-0.363226401	0.263256314	0.121685067	-0.344151759	0.013226335	0.249998168	-0.222352939	0.513417378	0.092433639	-0.315398669	-0.105467549	-0.42910554	-0.079377164	-0.086414575	0.206426802	0.125480773	0.250138887	0.055568663	0.173862126	0.128296003	0.064363051	0.213978514	0.321167758	0.235342186	0.028820021	0.071706578	0.178093737	-0.03704266	0.437468032	-0.406810771	-0.069275355	0.110515895	-0.441058292	-0.134849256	0.275505234	-0.029957971	-0.278486365	-0.000448542	-0.172119004	-0.043386324	0.117500594	-0.070397789	0.041996028	-0.200441729	-0.24800632	0.242820621	0.265260973	0.427147625	0.38466033	-0.200114393	0.052508877	-0.395331263	-0.290112846	-0.32009392	-0.716325116	0.337121627	-0.212659724	0.195675581	0.31266634	0.343451834	-0.136842949	0.27998065	0.084849353	-0.089667129	0.404149442	-0.001846172	0.603485952	0.224714588	0.239991886	-0.069881983	-0.285638374	0.436054392	-0.059835131	0.418058804	0.227917876	0.151846971	-0.140669059	0.088634394	-0.028002558	0.300871622	-0.244503007	0.29405898	-0.277708736	0.20268389	0.271251687	-0.028199332	0.216018715	0.101988909	0.383224743	0.125069319	0.029550369	-0.315652658	0.178966627	0.090596036	0.011738255	-0.458817092	-0.316446132	-0.07409535	0.200767587	-0.352498028	0.079091883	0.323401477	-0.325406358	-0.356586928	-0.13034515	0.181166679	-0.486533427	0.431682083	0.776154555	0.226925319	-0.135781392	-0.144675452	-0.008641181	-0.434839228	-0.278772211	-0.041711435	-0.071496767	-0.037431805	0.260899357	0.245818391	0.076101965	-0.295083314	0.284375171	-0.145622078	-0.167458644	-0.31127741	-0.282151061	0.397416792	0.166074385	-0.115370158	-0.101666113	-0.066373429	0.221273326	-0.015682574	-0.220490285	-0.23112431	0.100171002	-0.321919375	0.000608519	0.069976982	0.041397461	-0.237509514	0.087633738	0.14620654	0.297763352	0.032506019	-0.447240823	0.339490691	0.293244676	0.486323437
14-3-3_zeta-R-V	-0.30268867	-0.216987159	0.722861919	-0.553243168	0.324793896	0.420000837	0.152989952	-0.502926339	-0.052480874	0.060921939	-0.155936703	-0.244874344	-0.166645412	-0.077800599	0.670984941	-0.117135005	-0.168732232	-0.052883034	-0.572778815	0.380055953	0.013409096	0.123309545	-0.174400613	0.089383701	-0.381476028	0.084611594	-0.593645603	-0.633433257	-0.230248677	0.02778135	0.242509495	-0.686817901	-0.124053433	0.193296875	-0.396046707	0.506864267	0.081913942	0.015112233	0.403660857	0.373077769	0.096442453	-0.224287744	0.449046931	-0.685733159	0.000408469	0.255132463	0.644667243	-0.688541078	-0.764994039	-0.477865651	-0.761849584	-0.718767655	-0.128793753	-0.272625418	0.065171727	-0.522619596	-0.763200231	-0.119327889	0.481211212	-0.126220346	-0.215782222	0.303056329	-0.283594016	-0.196014927	0.122607655	-0.603175749	0.149373274	1.017191287	-0.01024706	0.692247666	0.25277633	-0.027333594	-0.613022479	-0.114872361	-0.760993444	0.216119453	-0.765340144	0.171392942	-0.522637449	0.023048651	-0.092083437	0.91026224	0.004541982	-0.058749929	1.384532994	-0.262234082	-0.456204888	0.485048816	-0.161927805	0.589833846	0.164042259	-0.786123393	0.708646649	0.036000969	-0.046834368	0.458679488	0.63426405	-0.625255684	0.002138883	0.119416504	-0.023630733	-0.358377857	-0.538078246	-0.026437135	2.072540646	-0.233829518	-0.154634003	0.029273849	0.012249169	0.144917573	1.314655786	-0.195573864	0.308494019	0.138051573	-0.045118862	-0.025608334	-0.426803562	0.126423547	0.540881362	-0.227977704	0.065061708	-0.028004307	-0.131459066	0.16548641	0.111706054	0.176560024	-0.118177819	0.082751568	-0.607856125	0.021631783	-0.139352834	0.215389897	0.508198781	-0.450452521	-0.646107266	-0.34133119	0.051604508	0.183874502	0.042061229	0.495102706	0.037595243	0.078569679	-0.564036015	0.097155263	0.680974194	-0.30102093	-0.616365153	-0.940965222	-0.323074678	0.160744066	-0.932146794	-0.649986629	-0.134324089	-1.034370144	0.366465097	0.803346674	0.077646083	-0.263340488	-0.114673629	-0.058310378	-0.185343635	0.034998249	0.547562491	0.018267062	0.036892472	0.791788729	-0.007040785	-0.19847072	-0.489720644	-0.476687424	0.365087146	0.913717377	-0.290583253	0.405441464	-0.641890936	0.044231948	0.038974684	-0.590694012	-0.27947084	0.015127588	0.315609086	-0.135574708	-0.831235231	-0.378483189	-0.083019003	0.518124992	-0.492683699	0.036688442	0.280716897	-0.586692112	-0.115554213	-0.246935968	0.068631204	0.075024707	-0.438263603	0.25653834	0.139982746	-0.230557694	0.101087727	-0.779885202	-0.421471523	-0.039246159	-0.206061495	-0.027137375	0.205046775	-0.510819223	-0.306837678	-0.13712461	-0.372680232	-0.393373654	0.804550305	-0.247640473	-0.562992886	0.186281105	-0.036515783	0.391582838
4E-BP1-R-V	0.067533716	0.053332183	-0.137355684	0.271610436	-0.100138032	-0.149749328	-0.071968276	0.249815774	0.341887392	0.229761155	0.200339236	-0.2178683	0.090548779	-0.016549341	0.60791106	0.106620749	0.107566211	-0.31722117	0.651162846	0.277255234	0.201604269	-0.162047994	-0.028935171	0.847708622	-0.213114621	-0.040185444	0.07475099	0.26366019	-0.185001887	-0.101709297	-0.136568678	0.233091993	-0.090807623	-0.799023382	0.096827424	-0.275558252	0.583190729	0.064682263	-0.732418911	0.343281476	0.072670146	0.423182213	0.48507973	0.300533868	0.098260015	0.895681024	-0.346267207	0.293245606	0.246654693	0.097825996	0.404633458	0.033250814	-0.42414767	-0.222117613	-0.767439354	0.123806273	0.225592605	-0.327630639	0.04831745	0.366799077	0.115685036	-0.214408966	-0.239016694	0.124723784	-0.205406125	0.358659968	0.230267484	-0.473302079	-0.270102614	0.152398366	0.067127172	-0.505043598	0.476654128	0.974764612	0.596935128	-0.456246165	0.33870426	0.771233081	-0.03711327	0.601477895	0.041547071	-0.230744977	0.261957027	0.159310854	0.518928705	-0.127008136	0.314491719	-0.398208785	0.757090698	-0.529245255	-0.725707191	0.42458862	-0.416169218	-0.127627895	0.563283558	0.432553786	0.591183532	0.265187535	0.102609106	-0.117393292	-0.030802984	-0.244987044	0.002061835	0.328396609	-0.022541949	-0.69121686	0.152252418	-0.237270867	-0.521152418	-0.201566642	1.181128688	-0.005192861	-0.917562031	-0.26823905	0.4492153	0.016981712	0.110022958	0.175612115	0.156976068	0.105620745	1.033633765	-0.258080451	-7.71E-05	-0.802305801	-0.162293891	-0.101085899	-0.2320344	-0.080933525	0.145853136	-0.201117155	0.49919864	0.090415974	-0.677671702	-0.44375475	0.368482701	0.276686469	0.813686721	-0.062413766	0.309890305	0.048031765	0.232606593	-0.149025167	0.11400984	0.152100506	0.088195159	-0.068266251	-0.126775104	-0.821777834	-0.061132013	-0.091265894	-0.49947204	0.349816861	-0.285782163	0.199939168	-0.200802837	0.013053975	0.097027046	-0.10348729	0.093946888	-0.285481422	-0.31047584	0.493666848	0.17425217	-0.281175204	0.238526683	-1.06636366	-0.125509094	0.186554502	-0.116215775	0.196551005	0.000463645	0.418856678	0.309950752	-0.261962286	-0.247319216	0.190776275	0.185416309	0.371610559	-0.272792101	1.119170702	0.365542384	0.441030701	0.282083016	-0.457531792	0.234631842	-0.91522708	0.60114296	0.124219509	-0.480769148	0.304790026	0.255384822	-0.117752076	-0.173864254	-0.262936533	-0.489661659	0.068897833	-0.038293182	0.151212183	0.561352991	0.0639604	-0.071943336	0.373369363	-0.264613803	0.218259798	0.18986784	0.641500376	0.191478625	-0.184886673	0.111396757	-0.104788227	-0.131897523	-0.317544199	0.093237317	-0.191333171	-0.182482223	0.003319549
4E-BP1_pS65-R-V	-0.249380168	-0.11300481	0.259205423	-0.160765008	0.07349679	0.014117746	0.112452046	-0.284014748	-0.460255687	0.127133652	-0.39715287	-0.106427007	0.740027807	-0.035488711	0.065911816	-0.18358595	0.462103051	0.052875711	-0.301089371	0.000542403	-0.544309508	-0.097250667	-0.130058378	0.267355729	-0.010988622	0.290842142	-0.40123616	-0.224584578	-0.11024589	-0.040722192	0.416867588	-0.248873524	-0.116893268	-0.252059358	-0.340225575	0.071586102	-0.208200219	-0.017904265	0.065075865	0.128695499	0.014095588	0.241813056	-0.045791922	-0.231451162	-0.050821108	0.079161202	-0.214042758	-0.071298623	-0.37925064	-0.132266656	-0.294351787	-0.385364789	-0.30071663	-0.148597485	-0.072363274	-0.291578088	-0.372130404	-0.168109518	0.333040493	-0.157176215	-0.100547552	-0.178825706	-0.184692328	-0.222737563	-0.027819219	-0.391761187	0.220657294	-0.154601617	-0.177685304	-0.133004643	0.746428381	0.090865614	0.378705454	-0.302131086	-0.457239155	0.333565922	-0.191575961	0.375458418	-0.161741396	0.08944319	-0.130491483	-0.236019764	-0.45116725	0.095652134	-0.207520518	-0.291998133	-0.208197916	-0.050256485	-0.440096831	0.809042478	0.25365398	-0.282859904	-0.199615305	0.117443941	-0.261273754	0.143703648	-0.131957883	-0.389070945	0.079768289	0.249731666	-0.259006407	-0.206724956	-0.193829003	0.517981423	-0.286776638	-0.123659712	-0.251178541	0.243694804	0.123450459	0.347283166	-0.241562377	-0.416584497	0.393386399	0.21859246	-0.372971441	0.316888275	-0.374018207	0.555481518	0.485499451	0.050030407	0.052445133	-0.258825238	-0.137507416	-0.080312442	-0.327744411	-0.368019076	0.304734297	-0.110941331	-0.263471779	-0.100322452	-0.492134427	-0.079329446	-0.036994053	-0.049779683	-0.331795835	-0.440936658	1.43602791	0.584993246	-0.075011142	-0.091392503	-0.236429446	-0.599980197	0.001311898	-0.321121868	-0.030341314	-0.308527481	0.106494611	0.189109469	0.188507972	-0.16941979	-0.169969005	-0.263435362	-0.043186887	-0.403935177	-0.316512835	-0.237150326	-0.090380227	-0.094321835	-0.008987101	0.035393482	-0.262372966	1.335490701	-0.097724514	-0.292346574	-0.078574632	-0.257337484	-0.168092537	-0.424639365	-0.341962624	0.220752549	-0.009864688	-0.133858409	0.854021453	-0.159578598	-0.384436819	-0.306550075	-0.189352084	-0.352199784	-0.07185255	0.807476121	-0.113576291	-0.266790574	-0.429671581	-0.041713231	-0.522032424	-0.225803193	-0.260637679	0.011977371	-0.096718716	-0.166489703	-0.032326858	0.142487641	0.162194281	-0.271105207	-0.140587174	0.093931841	0.138943321	0.138607495	0.149693673	-0.281971731	0.24101767	-0.226326788	-0.342744334	-0.203667788	-0.061867223	-0.16771858	-0.049398099	0.291101717	-0.379655635	-0.193610214	0.866839515	-0.050594313	0.09684766	-0.113780551	0.185057568	-0.342262189
4E-BP1_pT37_T46-R-V	-0.672499678	-0.901538201	0.865479543	-0.528007698	0.687419021	-0.271622637	0.124167236	-0.241710612	-0.463409834	0.32757876	-0.756381282	0.316344135	0.166917759	1.048639319	0.757499143	-0.172496522	0.234894401	0.310645708	-0.129871758	-0.363547845	-1.107050297	0.111354385	-0.278302676	-0.457487235	-0.089294398	0.170952932	-0.850357595	-0.356284738	-0.016131412	0.248624346	0.269191251	-0.812023174	0.275028369	0.481292281	0.032650071	0.669350649	0.074220721	0.369131408	1.075390804	0.441806938	0.222076138	0.611663743	1.158417467	-0.018556039	0.40842163	-0.199504532	-0.191423261	0.289638724	-0.448434153	0.444563335	-0.612512434	-0.608414228	-0.364683832	-0.010973912	-0.183258291	-0.502470981	-0.536640424	-0.301459369	0.031566487	-0.217499263	-0.909199563	-0.085648751	-0.377199599	0.548415673	0.42713535	-0.543479226	0.123758039	0.129884741	-0.346066515	-0.188787269	1.144051611	-0.186635636	0.227936585	0.008434558	-0.895640219	0.127098096	-0.54576439	-0.517266365	-0.029425504	0.845252946	0.084686708	-0.480869849	-0.925375673	0.183225901	-0.37932783	0.732021268	-0.809873644	0.148260034	-0.529397481	2.14264448	0.653375981	0.650266069	-0.163834753	0.840615878	-0.961405336	0.119654971	-0.701526772	-0.65562543	0.260696007	0.74980554	-0.376327942	0.500092305	0.037821971	0.242339636	0.62746673	0.129682381	0.164254221	1.052188339	0.630836352	0.703450968	-0.022386199	-0.870818384	0.536347231	1.074851702	0.497030204	0.739114562	-1.035760391	0.160310695	0.011513214	0.710041649	0.556678998	0.640688336	-1.220660953	0.057289897	-0.713332814	-0.695059714	0.518991183	0.276639908	-0.202253928	1.139399052	-0.808738989	-0.525520241	-0.048937786	-0.270149824	-0.004194586	-0.91484056	0.501619072	0.735985848	0.655036051	-0.724625478	0.51580521	-1.017066551	0.075816873	0.173216416	0.349519257	0.379796766	0.462399365	-0.126145617	-0.156481687	-0.141467358	-0.945246904	-0.289619239	-0.216492423	-0.387024001	-0.89282142	0.001747445	0.884964585	0.463651183	0.198996643	0.11533197	0.128066793	0.549111424	-0.16676596	0.302673395	-0.106501979	0.051501076	-0.344117313	-0.573873246	-0.607287346	1.232022187	0.49257431	-0.789400983	-0.439467646	-0.048407088	-0.529180441	-0.642541632	-0.318971803	-0.843462918	0.507093772	-0.018458092	-0.328644356	0.095768531	-0.53449001	-0.218628739	-1.069936382	-0.018704339	-0.704072796	0.307351056	0.219633342	-0.469561027	0.593701588	0.150885452	0.467673198	-0.610454239	0.258223475	0.669324936	0.644094397	0.482187513	-0.172131234	0.00147827	0.016192417	0.091880907	0.012725436	-0.174535385	0.336362426	-0.631459098	-0.390355486	0.449080999	-0.162875912	-0.314353726	0.251428641	-0.037811655	1.384974408	-0.297654209	-0.211780851	0.069111656
4E-BP1_pT70-R-V	-0.020056477	-0.146125547	-0.019007125	-0.038183536	0.158870666	-0.20636655	0.127489454	0.077454378	-0.007655845	0.018977259	0.208219692	0.13256748	-0.400193603	0.062071753	0.437463989	-0.169123934	-0.033295008	0.282071394	-0.022808099	0.342093295	0.147709033	-0.351026195	0.190022646	0.052323045	-0.052171411	-0.190223949	-0.090071431	-0.005909052	-0.085750854	-0.490734642	0.507234094	-0.215061362	0.38651695	-0.191578345	-0.151597871	0.063288855	0.238641911	-0.085743573	0.212314405	0.226079603	-0.142713325	-0.064426507	-0.102811067	0.752028099	-0.097636424	-0.112705524	0.094089779	-0.261525073	0.217149078	-0.200637381	-0.153969649	-0.168810191	0.014852369	-0.055199586	-0.035062025	-0.146484751	0.056319227	-0.379234774	-0.247527297	0.105447096	-0.064580715	0.153171631	-0.000784043	0.041269493	-0.254295166	0.190309217	0.182026032	-0.042095472	-0.020334397	-0.053206977	0.465825631	0.40154165	0.548685488	0.50805848	-0.234371222	-0.079624362	-0.087075448	0.138589541	0.082845869	0.156608958	0.417562578	0.016027538	0.105969987	-0.157572375	0.148240991	-0.01418757	-0.098791263	-0.205158165	0.244369552	1.543386903	-0.038287497	0.069112167	0.095055405	-0.162428253	-0.216888564	0.131083927	0.272141335	-0.182239663	0.356560882	-0.103247509	-0.17491077	0.225410034	-0.238012318	0.19081382	0.237861562	-0.398080608	-0.121259194	-0.314062584	-0.106548483	-0.175472566	-0.113855009	0.058360065	-0.087354791	0.462220552	0.016196534	-0.050115111	-0.1630336	0.104470666	0.2450199	0.114744626	0.401261686	-0.185347979	-0.328982416	-0.136599601	0.086075247	0.007632035	-0.331206311	-0.105482809	-0.117256174	8.87E-05	0.002255835	0.261004723	0.467151406	0.260554606	0.114353147	-0.102192504	0.119623689	-0.20875841	0.072728775	-0.042893904	0.137745804	0.056576895	0.01232007	0.413403681	-0.148427429	-0.065444802	-0.146870287	0.061513021	-0.160520922	-0.037710981	0.72913085	-0.077400877	-0.035067908	-0.021450534	0.10836242	0.126707301	0.322655914	-0.159212518	-0.15789382	-0.238840129	-0.118926661	0.138291717	-0.264070186	-0.304909311	-0.238402327	0.44715307	-0.047103068	0.099287657	-0.307114103	0.104541981	-0.170982503	-0.035514221	-0.183145714	0.204900329	-0.238883378	-0.268855691	-0.027515254	-0.301922753	-0.224235785	-0.050733343	0.089695835	-0.052644856	0.023381646	0.055370176	0.216726073	0.647656407	-0.094082612	0.09381072	-0.088723322	-0.124409912	0.075052588	-0.055820951	-0.37192057	-0.185070939	-0.094547945	-0.155873439	-0.114282171	-0.028630273	0.069422372	0.68536378	0.309249822	0.058867231	0.005601178	-0.28954128	-0.114267714	-0.002112688	0.045177794	-0.250215269	-0.139681126	-0.079430682	0.371502383	-0.24794996	-0.236084325	-0.103176621	-0.088842425	-0.025287629
