sample	TCGA-KM-8442-01	TCGA-KN-8428-01	TCGA-KN-8430-01	TCGA-KL-8343-01	TCGA-KL-8324-01	TCGA-KN-8421-01	TCGA-KL-8333-01	TCGA-KM-8441-01	TCGA-KL-8335-01	TCGA-KN-8427-01	TCGA-KO-8407-01	TCGA-KL-8346-01	TCGA-KO-8405-01	TCGA-KO-8408-01	TCGA-KO-8410-01	TCGA-KO-8416-01	TCGA-KL-8338-01	TCGA-KO-8406-01	TCGA-KN-8432-01	TCGA-KL-8334-01	TCGA-KL-8332-01	TCGA-KO-8415-01	TCGA-KL-8330-01	TCGA-KM-8438-01	TCGA-KN-8434-01	TCGA-KN-8423-01	TCGA-KM-8476-01	TCGA-KN-8418-01	TCGA-KO-8413-01	TCGA-KO-8417-01	TCGA-KN-8425-01	TCGA-KO-8411-01	TCGA-KN-8424-01	TCGA-KL-8336-01	TCGA-KO-8403-01	TCGA-KN-8436-01	TCGA-KM-8439-01	TCGA-KN-8435-01	TCGA-KN-8429-01	TCGA-KL-8340-01	TCGA-KM-8440-01	TCGA-KM-8639-01	TCGA-KL-8329-01	TCGA-KN-8419-01	TCGA-KL-8328-01	TCGA-KL-8325-01	TCGA-KO-8409-01	TCGA-KM-8443-01	TCGA-KL-8337-01	TCGA-KL-8326-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8341-01	TCGA-KL-8327-01	TCGA-KL-8342-01	TCGA-KL-8339-01	TCGA-KO-8404-01	TCGA-KO-8414-01	TCGA-KN-8426-01	TCGA-KN-8431-01	TCGA-KN-8433-01	TCGA-KL-8331-01	TCGA-KN-8437-01
GAPDH-M-C	-0.610982579	0.912585281	-0.723340914	-0.534723921	-0.199668287	0.062713279	-0.556290673	-1.813174295	0.64082951	-0.207896344	-0.388382451	0.454277264	-0.118134111	0.5764904	-0.058519849	-0.869758414	0.533251755	0.422413715	-0.105565456	-0.087861521	0.467697678	0.458485669	0.148153161	-0.302608538	0.001866469	-0.303342823	0.180735008	0.109934732	-0.381199535	-0.313239287	-1.105565614	-0.177396923	-0.187462742	-0.039864068	0.364477146	-0.874547594	-1.090057722	-0.205311968	0.083543788	0.691881174	0.857391492	-0.374488121	0.143800953	-0.89318431	0.905081185	0.160062023	-0.379775221	0.255017368	0.511838538	-0.384740469	-1.283103911	-0.235669217	-0.257363141	0.157771505	0.057488271	0.644703841	0.753373753	-0.821915803	-1.068900959	-0.153281627	-0.455847415	0.244862664	-1.567945114
GATA3-M-V	0.047365033	0	-0.014994784	-0.079186416	0.67610568	-0.076174873	-0.345367639	-0.04139472	-0.095096627	-0.24268886	0.097269584	-0.479114903	0.176478933	0.143659953	-0.015040816	-0.098756048	0.039825433	0.055838005	-0.041159254	0.059942441	0.1072452	0.076291083	0.11307399	0	0.232015017	0.173112994	-0.046914964	-0.291833651	0.059424157	-0.083718173	0.044721714	0.155772724	-0.275244796	-0.218401557	0.152922826	0.486310632	0.321461143	0.002852799	-0.137705688	0.001176309	-0.183684903	-0.081390885	-0.1186148	0.093139797	-0.235314357	0.173948259	0.398742576	0.006133373	-0.053430253	-0.064559923	-0.138746311	0.0421423	0.273348009	0.124189842	0.167729851	0.123341335	-0.134851608	-0.276132135	0.171448321	0.253152227	0.236549781	-0.074407673	0.245347588
GSK3-alpha-beta-M-V	0.002648552	0.221131152	-0.365725472	-0.148178096	0.580394602	-0.055790961	0.063232996	-0.797332037	-0.041473365	0.144315182	-0.34691878	0.965443852	0.122120449	0.168232221	-0.058519849	-0.180606719	0.242067032	0.079282692	-0.031651828	0.34406945	0.296099136	0.198972663	-0.02236622	-0.099496104	0.12685405	-0.065800134	-0.173933131	0.042025267	-0.302074571	-0.129177582	0.001866719	-0.446860071	0.269214956	0.070553124	0.221121696	-0.479202463	-0.555010663	-0.153695677	0.201877843	0.591829445	0.130135982	-0.03948298	0.125965338	-0.174860995	0.268955111	-0.145050227	-0.031793456	0.326656515	0.261883213	-0.272563337	-0.593607179	-0.11304177	0.148286426	-0.180260515	0.197941704	-0.129272946	0.128808672	0.212898505	0.006250879	0.001786152	-0.044528067	0.178728998	-0.601375058
GSK3-alpha-beta_pS21_S9-R-V	0.11356042	0.178971645	0.035015275	-0.012822576	0.125071425	0.387101615	0.454916568	0.179877631	-0.29417625	0.024540763	-0.10539899	-0.625506939	0.185286152	-0.060090174	0.949338109	0.041197021	-0.28558267	0.405913841	-0.158665619	-0.901360858	-0.636439915	0.158118752	-0.307615752	-0.405259045	-0.269901063	0.514857369	0.181190886	-0.069967148	0.393331718	0.029825581	0.347396609	0.09195841	0.13678179	0.126881304	0.383461408	-0.06221152	0.374479224	-0.035918871	-0.787981922	-0.282159037	-0.226337413	-0.198753959	-0.340243081	-0.245764817	-0.064579791	0.412017789	0.266497675	-0.728601531	-0.47942822	-0.219918303	-0.116075702	0.15455656	-0.325534746	-0.084696433	-0.16101098	-0.477272926	-0.533451007	0.161449399	0.023828391	0.107064964	0.548140452	-0.455341408	0.035417222
GSK3_pS9-R-V	0.060306709	0.004000632	0.381887009	-0.057867338	-1.102332873	-0.135243073	0.464255064	0.471249004	-0.490846957	0.536101929	0.118576951	-1.143819264	0.139924536	-0.531866274	0.837883591	0.356828136	-0.471107661	0.272964567	-0.247097238	-0.880183654	-0.547911	-0.173125219	-0.179084731	-0.589707855	-0.168727992	0.411431197	0.088992171	0.056982108	0.092872751	0.280651243	-0.013934326	0.417537615	-0.016053905	0.353071732	0.065559781	0.461792133	0.679620583	0.303263737	-1.044267907	-0.957341772	-0.6032186	-0.261414244	-0.670591968	-0.061910202	-0.253871931	0.347090844	-0.001364484	-1.012214419	-0.629735357	0.099527325	0.149037619	0.187759309	-0.363127499	0.066944463	-0.34100816	-0.216293579	-0.703336736	-0.515673291	-0.358480602	0.051716471	-0.196754317	-0.643315681	0.499840569
HER2-M-V	0.152284785	-0.360259595	-0.20528796	0.242165609	0.525400734	0.118743179	1.086200291	-0.439169064	-0.407129097	-1.175581528	-0.237586451	0.175951461	0.072372324	-0.106156382	0.180258536	0.020612107	0.050979296	0.262999903	-0.073537235	-0.275076534	0.042570038	-0.028384516	-0.214556726	-0.258872411	-0.273215141	0.516424441	-0.16562944	0.093428823	0.291563926	0.024981512	0.216277962	-0.181729021	-0.417232759	-0.509494701	-0.129614571	-0.060424982	-0.208114725	-0.353273288	-0.508468421	-0.496403026	-0.158858372	-0.468357921	-0.014726718	0.104993357	-0.484707875	0.015746175	0.382403846	-0.144306586	-0.298389912	0.430846397	0.129077311	0.115675413	-0.272610523	0.102938023	-0.076363925	-0.354726659	-1.15430138	0.453741701	0.438997938	-0.114690763	-0.028964664	-0.029212876	-0.347534574
HER2_pY1248-R-C	0.301405945	-0.139157538	0.068946993	0.247809929	0.198993636	0.051327129	0.716789189	0.016588104	-0.145701801	-0.475468824	0.033314871	0.223531644	0.13430024	-0.216978335	0.2893827	0.069462465	-0.054897717	0.168874501	0.070381684	-0.044305023	-0.161330881	-0.069404798	0.006331451	0.1875412	0.002778722	0.363119561	0.006202872	0.094706965	0.131677146	0	0.134937087	-0.012793547	-0.086335634	-0.059707563	-0.108532029	0.213425951	0.03874244	-0.036000693	-0.00944954	-0.144956018	-0.009208181	0.16706207	0.018615683	0.114896833	-0.256710365	0.179627416	0.175826776	-0.033031192	0.04205299	0.074976573	0.210575129	0.188669554	-0.058506904	0.058295213	-0.049296766	-0.144901365	-0.444222586	0.260110481	0.302567754	-0.019653295	0.137436153	0.009599167	0.104459305
HER3-R-V	-0.120813719	-0.646039566	-0.1597028	-0.668457061	0.822336522	0.000599642	-0.201597934	-0.224937689	-0.465682478	-0.812861754	-0.383215087	-0.23571057	-0.458759627	-0.664049646	1.891259653	-0.248228493	0.793813022	-0.586310777	-0.047159735	0.290356466	-0.117648494	0.933761824	-0.235234833	-0.297499883	0.061749492	0.056378816	-0.548116478	-0.665553944	-0.048808805	-0.414462479	0.186838672	-0.476479175	0.540464883	1.259186696	0.352777143	-0.365411001	-0.368321425	0.056579096	-0.093420566	0.072038465	0.224129547	0.482973956	0.818780689	-0.230047111	-0.491221327	-0.447837914	0.169167794	-0.198217217	-0.651546304	-0.456717116	-0.476922285	-0.001520638	-0.11958649	0.183132274	-0.218584775	-0.249115536	-0.732931909	-0.18462824	0.772602431	-0.020350159	0.628036891	0.481072569	-0.326814493
HER3_pY1289-R-C	-0.071639154	0.047443942	-0.383371001	-0.021740629	0.328743477	-0.075872155	0.052857061	-0.437574301	0.004679004	0.002118715	-0.21726715	0.249217738	0.024916531	0.116896577	-0.014491593	-0.100281032	0.212767443	-0.031592231	-0.223123157	0.306329621	0.209525627	0.141368237	-0.069052526	0.211085114	0.090636057	-0.217166653	-0.115253017	0.148043857	-0.149298485	-0.184050482	0.060907779	-0.262414727	0.085894409	0.147085264	0.148438569	-0.395252823	-0.413536515	-0.146372551	0.409610513	0.246240627	0.101174576	0.001438864	0.176339515	-0.050253006	0.322935941	-0.13251286	-0.135094254	0.312331351	0.040800814	0.011271084	-0.204873188	-0.034562928	-0.017103921	-0.109573183	0.295102859	0.064527763	-0.038738041	0.241903758	0.170431824	-0.078619547	-0.040699293	0.162260013	-0.492121768
Heregulin-R-V	-0.028011664	-0.01780878	0.1689158	-0.102159625	-0.143010066	0.001479026	-0.218428674	0.260780389	0.095580368	0.034664995	0.037889043	0.036909633	-0.187375856	-0.026989068	-0.051551306	0.068329774	0.170648298	-0.14756666	0.005617668	0.041041431	-0.096532847	0.019216394	0.032026535	0.681053416	0.068311558	-0.132961562	0.092803118	-0.054751314	-0.056069642	-0.026693969	-0.141660519	0.009919004	-0.066073329	0.169463036	-0.174403724	0.186463585	0.303940338	0.145431772	-0.101188909	-0.022469657	0.05902137	0.13698786	-0.00145186	0.079224758	0.030330757	-0.053360458	0.005103391	0.179871939	0.248499287	0.061987518	0.050312613	0.033379698	0.052060511	0.07359237	-0.044140559	0.13087624	-0.177176794	0.025479298	-0.023473872	-0.095788479	-0.065866616	0.098470734	0.265149706
HSP70-R-C	0.676620634	-0.122764613	-0.33343648	0.282533354	0.38637857	-0.047658857	0.220169647	0.196819009	0.709426776	0.352689101	-0.480840631	0.671708158	-0.024639497	-0.771905562	-0.01673801	-0.087939115	0.268961254	-0.336604407	-0.169894692	0.149493105	0.16110294	-0.220076254	-0.375987763	0.810320314	0.298512443	-0.218541952	0.076520688	-0.147164733	0.359400624	-0.37185976	-0.206682522	-0.448850596	-0.257032222	0.663749834	-0.712821789	-0.464358725	-0.323467186	-0.25916804	0.720965156	-0.112943492	0.171762879	0.809134853	-0.321154401	-0.051477748	-0.315789648	-0.59983147	-0.294150331	0.443263564	0.888935694	0.120563895	-0.235821339	-0.20366418	-0.00481655	-0.024264782	0.346394403	-0.362455885	-0.015778807	0.399443929	0.263380392	-0.145463216	0.072939123	0.067979068	-0.349676377
IGFBP2-R-V	0.081116804	0.166758712	0.429550255	0.087902416	0.045156307	0.072662465	-0.099823683	0.575196708	0.393947404	0.232341564	0.296827582	0.058764687	-0.348635728	0.183547675	-0.266036819	0.099700003	-0.126351499	-0.343325172	0.313293553	0.342874481	-0.154325327	-0.22288232	0.055602218	0.124604124	0.077083751	-0.012318241	0.289531701	-0.140098771	-0.175915323	0.100177287	-0.248928913	0.209666476	-0.217357412	-0.003481621	-0.420845282	0.473966809	0.538881961	0.322306246	0.254943776	-0.171345785	-0.025710221	0.154110263	-0.09586939	0.234985786	-0.211028285	0.159350196	0.051514112	0.118206054	0.196192569	0.282797631	0.274207871	-0.052399097	-0.0787718	0.049422914	0.011761523	0.077512705	-0.478779625	-0.027259263	-0.211274908	-0.039443961	0.105415166	0.013670672	0.603015874
INPP4B-R-V	-0.170215537	0.655478723	-0.175377398	0.53949109	-0.042811266	0.012727618	0.033492051	0	0.077157873	-0.531700601	-0.008441883	-0.461230829	-0.545673326	0.174969511	-0.540287052	0.120687256	0.34670386	0.202408408	0.216126561	0.394089366	-0.385208779	0.241792256	-0.446973635	-0.528840729	0.318633768	-0.412202591	-0.029769567	-0.415238395	-0.528891223	-0.194555316	-0.177667429	0.171428804	0.467854253	0.408405221	-0.11246781	0.014967561	-0.056757856	0.127374148	-0.420170666	0.302413173	0.440144517	-0.265237302	0.550692894	0.055544599	-0.056194562	-0.169327193	-0.373732892	0.049543323	-0.50573235	-0.245763554	-0.136756235	0.38369172	-0.05114828	-0.107886748	0.004526755	-0.378954006	-0.915935606	-0.573750173	-0.13289963	0.030142999	-0.375875541	0.214362575	0.042184078
IRS1-R-V	0.01655605	-0.040017302	0.074170259	0.460398527	0.018434117	0.198404558	-0.021072505	0.116608266	0.03667024	0.139449338	0.060531804	0.007788392	-0.01257738	0.237807	-0.122465517	-0.09554329	0.072105707	-0.018599861	0.161502529	0.12749094	-0.022944367	0.04000416	0.023692622	0.1764601	-0.008475412	0.022723429	0.06910809	0.014860987	-0.023048558	-0.001872682	0.013202131	-0.014857621	-0.021443346	-0.011439422	-0.140929611	0.067046601	0.143177591	0.06501339	0.121204561	0.096374367	0.153281025	0.149269123	0.011441425	0.108644873	0.191880095	0.00400043	0.24997881	0.327451148	0.130010036	0.105490528	0.074452848	0.166953028	0.053785851	-0.044957046	0.033137528	0.139313145	-0.085222331	0.233343608	0.201803882	0.086669451	0.049754905	0.138030998	0.024237179
JAB1-M-C	-0.072930007	-0.095659382	0.605051521	-0.023523067	-0.383093452	0.271644216	-0.498106517	0.60140599	0.130008998	-0.670733328	0.351973573	-0.089248909	-0.121878253	-0.22319416	-0.058519849	0.480582108	0.263750781	-0.155343526	0.123398988	-0.133713595	0.075154902	0.011320681	0.294117957	0.037327946	0.087091493	0.041734417	0.348545061	-0.034360177	-0.082686521	0.371039861	-0.084008797	0.453904931	-0.395223194	-0.247658936	-0.263332825	0.557818459	0.62386472	0.498310642	-0.118485462	-0.13716236	0.163948913	0.350143593	-0.099853155	0.317762918	-0.225003738	0.208890345	-0.071929555	-0.077133152	0.119086229	0.28588416	0.494445047	-0.037900154	0.132967333	0.300789159	0.185984287	0.310516515	-0.311329976	-0.199484873	-0.274771968	0.252111524	0.128780111	0.084343544	0.599644061
JNK_pT183_pY185-R-V	0.077393855	-0.110400799	0.101108548	-0.065127335	-0.303334736	0.067743752	0.061806465	0.291652934	0.03667024	-0.164632261	0.024976857	-0.199532129	-0.160804193	-0.24773498	0.118421572	0.285029052	0.055373241	0.090685708	0.032432805	-0.119055214	-0.121453118	-0.073167576	0.078371016	-0.102925342	0.018398117	0.033272506	0.18837303	-0.005375785	-0.065124241	-0.022874438	0.026856452	0.045802422	-0.260083286	0.064194653	-0.036977295	0.19661629	0.329398966	0.099959497	-0.042004377	-0.076661746	-0.048488428	0.115199317	-0.129319407	0.041303833	-0.10510438	0.057577543	0.031890728	0.090973088	0.048552653	0.003614733	0.257953853	0.027969019	-0.077862242	0.195596408	0.099447582	0.052093438	-0.432575474	-0.099612878	-0.250914272	-0.0210863	-0.025929617	-0.158386949	0.193760838
JNK2-R-C	-0.044838151	-0.316394095	0.052278906	0.214363413	-0.201780673	-0.240917999	0.24137521	0.058021804	-0.366436167	0.232341564	0.075311828	-0.917122022	-0.132000438	0.280197117	-0.071852657	-0.068357224	-0.341875511	0.118991293	0.380273376	0.031723008	-0.170301142	0.046237431	-0.082826044	-0.187685467	0.159021614	0.178795337	0.234848037	0.385677667	-0.075412654	0.109059483	0.134409082	0.082168218	0.290186315	0.257580368	0.117970079	0.21013541	0.154284258	0.139314395	-0.469965121	-0.546601034	-0.167509744	-0.18716771	0.107946755	0.232650901	0.205099548	0.333469878	-0.128292232	-0.15293633	-0.549091632	0.102992984	0.105271741	0.242248599	0.132068561	0.113026818	-0.238672488	0.000629694	0.100746788	0.146371896	0.184552133	0.079118676	-0.160052675	-0.105042276	0.139121057
Ku80-R-C	-0.096053223	-0.276682991	-0.181340236	0.353111201	0.2311063	-0.442958205	0.454289562	-0.603973647	-0.91311427	1.1256275	-0.108243915	-1.263633215	-0.024090078	-0.0881045	0.1868726	-0.021822113	-0.623151375	0.088253158	0.17844897	-0.004585678	0.006309625	-0.071577332	-0.460350243	-0.14307772	-0.250081498	0.212691324	-0.039560333	0.250676518	0.145481783	0.018664115	-0.093801302	-0.123394027	0.189174297	0.243707383	0.176430717	-0.145209786	-0.110195821	-0.349533062	0.004713532	-1.590441465	-0.610671407	-0.88315054	0.006611271	0.029083565	0.156720441	-0.068899057	0.06620158	-0.798456278	-1.384708097	0.227833338	0.208255543	-0.156513466	0.141095221	0.207071477	-0.067572356	0.126139691	0.655876712	-0.066908231	0.030561553	-0.33889484	-0.979080529	0.043932084	-0.192129717
Lck-R-V	-0.081987814	0.133054648	-0.047711338	-0.068705058	0.14964098	-0.087080135	0.241106652	0.046601796	-0.008911289	0.264492439	-0.314873745	-0.181250328	-0.365806665	0.145459508	-0.365575802	-0.083060833	-0.154990643	-0.248248679	-0.123352286	0.101185851	0.044633743	0.180680278	-0.289586668	0.315573959	0.042659748	0.019168477	0.087784382	-0.265572185	0.292560489	-0.218448208	0.011055681	-0.225417267	0.242754693	0.455847957	-0.052649141	-0.254939356	-0.179896264	-0.516709937	-0.574162006	0.095329744	0.310664771	0.141686686	-0.106373321	-0.061910202	0.050106282	-0.239606257	-0.087314991	0.031081309	-0.02842254	-0.166189017	-0.464425996	-0.029492818	-0.113403165	-0.261373094	-0.06912669	-0.190318145	0.180787016	0.022822501	0.413985557	-0.665374611	0.219562953	0.149871915	-0.141847286
LKB1-M-E	0.003870524	-0.034653102	-0.366046719	0.137214101	0.351926753	-0.051491009	0.077872305	-0.659609632	0.00085381	0.060749819	-0.201855181	0.557904334	0.13184889	0.156605691	0.044028078	-0.345924502	0.12921458	0.046459125	0.05245771	0.175600316	0.140804389	0.070043648	-0.137654676	0.285713215	-0.048773926	-0.058299885	-0.121162619	0.055591416	0.057047057	-0.197700024	0.267771813	-0.255297509	0.088173339	0.102525754	0.233807846	-0.6268561	-0.387861106	-0.366507261	0.395742216	0.458084235	0.105048512	0.1335485	0.127926297	-0.037681419	0.138072671	-0.266581124	0.01492791	0.193815922	0.224350595	0.117592787	-0.211384889	-0.023136932	0.066941512	-0.100875142	0.210381925	-0.122007405	0.063432018	0.279004484	0.188781642	0.133992912	-0.050806355	0.119350148	-0.636249523
MAPK_pT202_Y204-R-V	0.50925991	0.315546716	0.378152115	-0.013113764	-0.851592018	0.06337165	1.240751751	1.248209702	-0.265611238	-0.821700182	0.2611456	-0.26466114	0.939110679	-0.437574909	1.930138035	0.639942358	-0.477754013	1.124020857	-0.181162286	-0.490943919	-0.460619208	0.106157191	-0.173634716	-0.045258975	-0.349724146	0.739898292	0.447060417	0.006527185	0.541794577	0.282778075	-0.033956489	0.226325704	0.26975877	0.549141972	0.808290627	0.34514564	0.610778461	0.032951969	-0.602068009	-0.383085657	-0.382612073	-0.054288449	-0.630747196	-0.235266792	-0.252476013	0.237215544	0.412384256	-0.360224109	0.441742308	-0.053855415	0.36235272	-0.055045521	-0.351459637	-0.145323183	-0.371489899	-0.336676979	-0.891398124	-0.223456702	-0.303578858	-0.376426299	0.355350662	-0.451867786	0.551946215
MEK1-R-V	0.501604169	0.042128655	0.334181022	0.343287262	1.341128244	-0.649751119	0.475931944	-0.30133796	-0.293380787	-0.120667341	-0.124845619	0.586096477	-0.407459555	0.328395351	-0.08690578	-0.670180524	-0.13678353	-0.242566408	0.483174749	0.015451991	-0.279310923	-0.75716115	0.834397004	0.024407082	-0.082168229	0.715263261	-0.313786813	0.383875215	-0.088791078	-0.427679767	0.421909682	-0.325521383	0.467854253	0.251933884	-0.588165816	0.146039752	-0.395706264	-0.162786713	0.143079613	-0.043098685	-0.104222168	-0.021979129	0.346059852	0.149789222	-0.361525504	0.797940476	0.012420874	-0.258361317	0.277328695	-0.135586637	-0.211061967	-0.11154374	0.39826441	-1.310062591	-0.761709652	-0.065634546	-0.795947963	0.336724897	0.5099923	0.031015904	0.231925899	-0.667244888	-0.548574934
MEK1_pS217_S221-R-V	-0.042808611	0.029209166	-0.118062904	-0.07350308	0.070700874	0.085037361	0.207705857	0.084471259	0.047201566	-0.137584919	-0.184753356	0.221403003	0.162290032	-0.00249412	0.266244126	-0.02030188	0.11274388	0.303913512	-0.126001458	0.018179063	-0.027409498	0.065155271	-0.14002984	0.287585512	-0.065419936	-0.071201347	-0.138477733	0	0.160333015	-0.1858584	0.074086015	-0.209431889	0.083361151	0.048106992	0.146381254	-0.184785501	-0.129169534	-0.136945799	0.277313503	0.132204316	0.002138095	0.124499913	0.051460806	0.004124983	-0.061000017	-0.206628484	-0.042351618	0.229822919	0.283036039	-0.10355541	-0.162262185	-0.007622822	-0.008999698	-0.076781213	0.059365336	-0.125195129	0	0.0272484	0.111192946	-0.077119711	0.021590266	-0.057580098	-0.199891976
MIG-6-M-V	-0.126687094	-0.14898262	-0.327891511	-0.074672538	0.19050014	0.06337165	-0.024795699	-0.520624474	0.215259468	0.042225369	-0.259847255	0.365965463	-0.006893318	0.212905811	0.040004975	-0.167556626	0.283097889	-0.141857633	-0.142598398	0.224166466	0.239373782	0.120605115	-0.276875241	0.254278728	-0.039533505	-0.247646594	-0.168660932	0.021537624	0.006383441	-0.233435284	0.058593116	-0.298217911	0.051852301	-0.02924753	0.066089064	-0.265446177	-0.308199907	-0.220468839	0.257318504	0.395024802	0.068731423	0.091230985	0.068941807	-0.055430044	0.125948618	-0.294855269	-0.085280307	0.135200869	0.255404623	-0.013475192	-0.167966616	-0.11039757	0.154366254	-0.094777598	0.1975216	0.042243688	-0.163938113	0.208351684	0.210596358	0.021629819	0.096841083	0.041093027	-0.413792783
Mre11-R-C	0.050038443	-0.085892619	0.026880809	0.064218169	-0.062876901	0.070838241	-0.014130169	0.107933413	0.03667024	0.002502863	-0.098892593	0.154292505	-0.036303493	-0.042272989	-0.022833259	0.048068421	0.049260809	0.025499978	0.008103006	0.080290388	0.133151356	0.105606639	0.003242101	0.137245919	0.098195763	-0.076034718	0.039094685	-0.061940024	0.063914325	-0.055673139	0.111877743	-0.059501317	-0.070313738	-0.044685225	-0.060915849	0.03587535	0.033162356	0.063486723	0.228911278	0.051045368	0.08607625	0.187778153	-0.021964127	-0.013911472	0.039123934	-0.151476276	0.061292775	0.237945052	0.21300748	-0.013279517	0	0.109591377	0.066602481	-0.002809379	0.092861896	0.025976264	-0.010839072	0.021638349	-0.083671464	-0.023951411	0.085449636	-0.02803545	0.008790327
MSH2-M-V	-0.084715868	-0.137287207	0.758709656	0.030827903	-0.418142733	0.235025718	-0.456332025	0.817903608	0.122020478	-0.241442374	0.337742853	-0.317597781	-0.374632127	-0.221679617	-0.275539	0.457812436	0.044571146	-0.134751967	-0.126637753	-0.218739798	0	0.027781953	-0.020728395	-0.373068099	0.111717111	-0.101575587	0.358517213	0.013445202	-0.336912801	0.48788818	-0.354981675	0.532401984	-0.552725634	-0.399655264	-0.474398838	0.886942873	0.855369979	0.706991432	-0.325797147	-0.290497132	0.005708682	-0.024267616	-0.198633876	0.335773293	-0.300855822	0.419878181	-0.043347136	-0.331227281	0.02311907	0.475230289	0.553770319	-0.00969893	0.189566455	0.251752043	0.044619628	0.194416157	-0.084734318	-0.368889801	-0.561895327	-0.049568113	0.022620398	-0.002800161	0.956335763
MSH6-R-C	-0.024242176	-0.153588562	0.32734516	0.124211365	-0.262800094	0.058546008	0.017469665	0.281933973	-0.124034967	1.043537957	0.245553426	-0.525912963	-0.061695636	-0.111892132	0.189933089	0.092442953	-0.253922927	-0.018455863	0.074802433	-0.36554344	-0.278493767	-0.258280967	0.082132845	0.142796256	-0.016514463	0.079037662	0.096519254	0.03563834	-0.254958477	0.081155326	-0.306718745	0.138739082	-0.351169537	0.110010951	-0.418533377	0.256986522	0.280538922	0.23819606	-0.355279332	-0.466500706	-0.036340373	-0.027232833	-0.112748083	0.197286415	-0.01206148	0.044664996	0.064802895	-0.250714069	-0.329488368	0.190786039	0.230931107	-0.001108051	0.133340514	0.114837312	-0.307993253	0.178271993	0.981950364	-0.266738954	-0.174852228	0.082371238	-0.344483516	-0.038378569	0.377090688
mTOR-R-V	0.158111129	-0.0210091	-0.264925504	0.104540233	0.252309573	-0.263499163	0.304471762	-0.456137713	-0.842991892	-0.140303213	-0.009528423	-0.286044506	0.331709312	-0.073010228	0.225065759	-0.115693822	-0.273150473	0.067291745	-0.068333207	-0.28933362	-0.125712325	-0.122952421	-0.331252405	0.046363684	-0.202418448	0.178801185	-0.227951575	0.115897031	-0.057860452	-0.006582004	-0.005094356	-0.149070523	0.292129051	0.255418269	0.370655024	-0.49874751	-0.250293378	-0.328313833	-0.268340562	-0.292898786	-0.187210357	-0.11292245	-0.023927244	-0.19575734	0.180205415	0.048600951	0.191861498	-0.219040548	-0.450814179	-0.002017536	-0.181789113	-0.071770419	-0.153623344	0.005630718	0.067121268	-0.097409841	0.309759641	0.054847993	-0.089450777	-0.113945082	-0.382206274	0.15768507	-0.573979869
mTOR_pS2448-R-C	0.084474877	-0.139157538	0.131875018	0.114716519	-0.543501543	0.226643308	0.198180739	0.276689478	-0.356103205	-0.821117715	0.112055057	-0.567489284	0.545734992	-0.009431738	0.518265273	0.155744426	-0.535302451	0.295443743	-0.172297299	-0.79462534	-0.374657389	-0.166449328	-0.213882518	-0.262769262	-0.094287955	0.186878548	0.121733645	-0.013147896	0.049211055	0.104778532	-0.303568273	0.258336204	0.166559018	0.017435157	0.215827279	0.193364051	0.277162865	0.131804883	-0.900208114	-0.36098319	-0.312719549	-0.255746851	-0.517980887	-0.031790434	-0.146384281	0.121838225	0.07755998	-0.557980884	-0.302488001	0.058862442	0.081585647	-0.012776179	-0.281908725	0.022742187	-0.483125498	-0.176252337	-0.705233432	-0.35944047	-0.450192114	-0.035938202	-0.149732514	-0.374379364	0.214048792
MYH11-R-V	-0.338101268	1.96896931	-0.556936577	1.945785864	0.757290529	0.194858177	1.359708375	-0.811661296	1.003972091	0.757420709	1.803260868	-0.142885703	0.564094605	1.888515146	-0.204132066	2.053311117	0.247349298	-0.142752474	-0.406980635	0.788111994	1.249824821	0.188165733	-0.391546343	-0.676467473	1.145989716	0.036262936	1.186154778	-0.478307048	0.152713634	-0.674342437	0.065654802	-0.864886471	-0.63316076	2.488480926	0.529955031	-1.035612968	-0.89215495	-0.707240762	-0.202448932	0.617536179	-0.425920875	-0.799132239	-0.147415872	-0.158456692	-0.651253704	-0.994592206	-0.684907926	-1.719108617	-0.911063561	-0.386737555	0.912238898	-0.707638116	-0.639481829	-1.030470536	-0.386717039	-0.144967553	-2.078212521	0.081656619	-0.018521075	0.002387827	1.599659268	0.279894895	-1.021974819
Myosin-IIa_pS1943-R-V	0.060048429	0.119042508	-0.202703376	-0.283617077	0.313405231	0.024104176	-0.430371297	-0.327861068	0.122977557	-0.046171209	-0.01982098	0.470859992	0.25358623	0.123545714	0.228441433	-0.111776551	0.125060836	0.000388404	-0.014766084	0.029904726	-0.241036961	0.139458438	0.069398599	-0.094794038	0.139247063	-0.073742357	0.000148433	0.03439112	0.165178167	0.047824611	0.268608419	-0.022352469	-0.00732976	-0.301039028	0.172928489	-0.299217963	-0.139724563	0.02570958	-0.346042843	0.403696461	0.037596546	0.473928126	0.138754967	0.1244279	-0.064233605	-0.127308111	0.05642173	0.277060523	0.251994058	-0.066906522	-0.192571694	-0.21157676	-0.112006136	0.14130759	0.16967161	-0.223285862	-0.051882469	-0.005381698	0.168914973	-0.017286371	-0.022224047	0.190379073	-0.279692804
