sample	TCGA-KM-8442-01	TCGA-KN-8428-01	TCGA-KN-8430-01	TCGA-KL-8343-01	TCGA-KL-8324-01	TCGA-KN-8421-01	TCGA-KL-8333-01	TCGA-KM-8441-01	TCGA-KL-8335-01	TCGA-KN-8427-01	TCGA-KO-8407-01	TCGA-KL-8346-01	TCGA-KO-8405-01	TCGA-KO-8408-01	TCGA-KO-8410-01	TCGA-KO-8416-01	TCGA-KL-8338-01	TCGA-KO-8406-01	TCGA-KN-8432-01	TCGA-KL-8334-01	TCGA-KL-8332-01	TCGA-KO-8415-01	TCGA-KL-8330-01	TCGA-KM-8438-01	TCGA-KN-8434-01	TCGA-KN-8423-01	TCGA-KM-8476-01	TCGA-KN-8418-01	TCGA-KO-8413-01	TCGA-KO-8417-01	TCGA-KN-8425-01	TCGA-KO-8411-01	TCGA-KN-8424-01	TCGA-KL-8336-01	TCGA-KO-8403-01	TCGA-KN-8436-01	TCGA-KM-8439-01	TCGA-KN-8435-01	TCGA-KN-8429-01	TCGA-KL-8340-01	TCGA-KM-8440-01	TCGA-KM-8639-01	TCGA-KL-8329-01	TCGA-KN-8419-01	TCGA-KL-8328-01	TCGA-KL-8325-01	TCGA-KO-8409-01	TCGA-KM-8443-01	TCGA-KL-8337-01	TCGA-KL-8326-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8341-01	TCGA-KL-8327-01	TCGA-KL-8342-01	TCGA-KL-8339-01	TCGA-KO-8404-01	TCGA-KO-8414-01	TCGA-KN-8426-01	TCGA-KN-8431-01	TCGA-KN-8433-01	TCGA-KL-8331-01	TCGA-KN-8437-01
PKC-alpha-M-V	0.243877511	-0.386258723	0.115993904	0.507123972	-0.1120987	-0.107557597	0.580603431	-0.336609601	-0.700398493	0.55667365	-0.453317016	-1.301214284	0.012155616	0.281181109	0.579152689	0.031462253	-0.311631519	-0.290665815	-0.178001986	-0.562790997	-0.961611459	-0.347864498	0.145064865	0.255415263	-0.412275552	0.075032907	0.232795201	0.394446605	0.097922944	0.21770216	0.381307853	0.212606605	-0.43352234	0.136272458	-0.384743338	0.018115906	-0.146871031	-0.255570189	-0.040518524	-1.096073395	0.008489589	-0.529283699	0.163597902	-0.132738377	0.114441066	0.061705139	0.309924368	-0.612792047	-0.529342685	0.507068711	0.021873861	-0.386858172	-0.870649149	0.000254481	-1.237708065	-0.376392639	0.131107446	0.182466894	0.193458153	0.159758496	-0.648792124	-0.04249161	-0.135825996
PKC-alpha_pS657-R-C	0.470636892	-0.728335774	0.521376044	0.691241691	-0.542360854	-0.312823129	0.676413827	0.251121238	-0.829150916	0.758948488	-0.085396152	-1.574617018	0.010276605	0.176276655	0.743157001	0.472386497	-0.459054599	-0.111983469	-0.024457299	-0.990783231	-1.044357419	-0.312502886	-0.005685741	0.058199469	-0.484460645	0.186640402	0.540075136	0.502697407	0.158715151	0.505507968	0.331413147	0.468979333	-0.485766945	0.16495397	-0.483109809	0.304252541	0.425292882	0.02746553	-0.549118154	-1.245626363	-0.221393895	-0.480269549	0.069200682	-0.015449578	0.169535869	0.201926709	0.486004937	-0.876587025	-0.804024893	0.513913227	0.191705177	-0.247913427	-0.837797697	0.313542909	-1.11495725	-0.460643529	0	-0.185364557	-0.101668372	0.049517182	-0.629990706	-0.281552611	0.321492029
PKC-delta_pS664-R-V	0.066501046	-0.053515227	-0.036657411	0.140329176	-0.139489082	-0.456999867	-0.223229014	-0.339449127	-0.349822766	-0.498086546	-0.135215529	0.320890218	0.217841977	0.326021288	-0.104451036	-0.045671364	0	0.083555617	-0.170035243	0.093241024	-0.072086871	0.014482042	0.042862304	-0.321429051	0.187989962	-0.240130218	-0.012401333	0.122254889	-0.338722604	-0.038667443	-0.080095787	-0.105778996	0.250680838	0.090193158	0.055615955	-0.275829499	-0.243130459	-0.010339571	0.202228572	0.026289338	0.428573497	-0.737259625	0.34078729	-0.120788269	0.088874026	-0.039801256	-0.017419493	0.312331351	-0.220608743	-0.08271277	-0.458863315	0.008026424	-0.00378203	0.103441717	0.040760857	-0.143270198	-0.79587648	-0.119151498	-0.487859027	0.158607482	-0.188985995	0.167754566	-0.291801028
PKC-pan_BetaII_pS660-R-V	0.308557859	-0.055848181	0.005680461	0.261919655	0.095943639	-0.984608034	-0.013415365	-0.988214994	-0.687162233	-0.520375995	0.065431349	0.67654579	0.540690449	0.49369089	0.363096889	-0.264070645	0.076122376	0.424462751	-0.231900064	0.169839541	-0.116058996	0.048041413	0.288934431	-0.276333595	0.147545115	-0.15366823	-0.223224205	0.089627884	0	0.027922248	0.141300896	0.004968448	0.250249688	0.272103691	0.389037233	-0.88543298	-0.563254189	-0.102333455	0.250460049	0.226697478	0.650208278	-1.245505905	0.500116441	-0.289223144	0.247047536	-0.072117479	0.236347049	0.247638828	-0.265887104	-0.091629143	-0.880028637	0.190209446	-0.047793646	-0.040719971	0.172777864	-0.362455885	-1.071078461	0.11761905	-0.311272828	0.351215072	-0.301686882	0.139920759	-1.020468802
PR-R-V	-0.049368528	-0.055793078	0.354737671	-0.072436033	0.055392973	0.1068918	-0.263263977	0.409369514	0.071279803	-0.318754538	0.128661565	-0.093206113	-0.125506682	-0.103121289	-0.140923138	0.115189949	0.033324242	-0.169197184	0.015307481	-0.162622246	0.000298812	-0.118150382	0.168358626	-0.046047366	0.100024516	0.007033238	0.118381518	-0.067423855	-0.044161636	0.063910296	-0.134604308	0.219882002	-0.382380303	-0.066165721	-0.289398676	0.34749028	0.441279835	0.311301087	0.037867987	-0.151855621	0.02108166	0.191671558	-0.106705338	0.145862077	-0.110827944	0.101776408	-0.00255233	-0.008624542	0.049533978	0.206620382	0.147327839	-0.074831016	0	0.086069919	0.034905414	0.108257453	-0.102385077	-0.176191781	-0.173880707	-0.005787634	0.054731075	-0.037484648	0.388587965
PRAS40_pT246-R-V	0.160562068	0.181711592	0.242044102	0.074324699	-0.181565577	0.171796507	0.182503566	0.258232346	-0.023065837	-0.078862044	0.177059319	-0.15705448	0.217307067	-0.152298043	0.434677059	0.114950376	0.005240817	0.068552359	0.156055158	-0.13232194	-0.078758964	-0.026566187	0.133520549	0.163873531	-0.048773926	0.262301226	0.137217155	-0.043557662	0.130696391	0.139927956	0.164204899	0.20093613	-0.190980132	0.17118755	-0.060939195	0.320317665	0.363013568	0.158383344	-0.074170237	-0.231994194	0.122264997	0.304355751	-0.028526006	0.067598814	-0.022567219	0.131695697	0.193650335	-0.047200135	0.041289604	0.072395854	0.238823283	0.156122078	-0.027667619	0.101958401	-0.012031211	0.094752002	-0.048851034	-0.011590929	0.043947237	0.107046082	0.078131589	-0.009203727	0.341862974
PRDX1-R-V	-0.221506924	0.161550978	0.357611362	-0.443794595	-0.361550812	0.312093641	-0.638892449	0.213921909	0.281987155	-0.170396566	-0.005805128	-0.216382556	-0.256808944	0.234362289	0.183544662	-0.058795458	0.226499798	-0.105062348	0.100083575	-0.145713211	0.051236126	0.129707162	0.03228167	0.227584809	-0.007603727	-0.058934497	0.047486297	-0.137921369	0.086548409	-0.081055394	-0.151824065	0.028600488	-0.213930123	-0.123332381	-0.290593947	0.149529125	0.07984218	0.129924393	-0.192431379	0.199083509	0.116598203	-0.064383478	0.236665975	-0.018543626	-0.101068559	-0.003335978	0.086794666	-0.032663253	0.028267657	0.073406581	-0.022915029	-0.05839014	-0.442603628	-0.025950903	-0.034586667	0.227888647	-0.034730126	0.257468221	0.3697615	0.10350725	0.208154072	0.190379073	0.15013469
PREX1-R-E	-0.076840191	-0.132160213	0.453051831	-0.245003895	-0.500966071	-0.092160546	-0.19005157	0.544122088	-0.045050073	0.089491887	0.386066207	-0.598397634	0.038136463	-0.066560642	0.50084386	0.126987471	-0.203968836	-0.160596387	0.150032368	-0.429290397	-0.370604885	-0.247864552	0.136014181	0.092128192	-0.048773926	0.189547676	0.151833997	0.108768474	-0.052971049	0.179624881	-0.15245966	0.213148976	-0.241380673	0.148630571	-0.213057888	0.503310955	0.582491144	0.379493655	-0.393680016	-0.286088222	-0.117353342	0.150169394	-0.045262156	0.202887255	-0.176420317	0.255973802	-0.143110361	-0.443601485	-0.229629585	0.232837141	0.283256704	-0.26243165	-0.236749528	0.00581391	-0.264695548	0.226711857	0.15590614	-0.125198289	-0.07825513	0.446788964	-0.097717571	-0.119679315	0.622499922
PTEN-R-V	0.302996343	-0.363166723	0.350272486	0.27107323	0.08493316	0.06337165	0.384524065	0.489696346	-0.334097568	0.17490124	0.296710963	-0.630806924	0.420587823	-0.73014923	0.322443162	0.35859108	-0.205179175	0.296734437	0.181125589	-0.467869016	0.035118175	-0.577094522	0.160514857	0.112101215	0.136409892	0.404792145	0.334464681	0.205601204	0.150929314	0.251618412	-0.808523954	0.287701444	0.004959571	0.177149002	0.220703727	0.540897224	0.530571872	0.202328497	-0.924155426	-0.677015352	-0.151383422	-0.053127276	-0.078442046	0.324505231	0.159674473	0.422650999	0.305658629	-0.40801239	-0.411479853	0.364412574	0.479193571	-0.290126327	0.101101448	0.289060564	-0.223875787	0.046263765	-0.240326144	-0.29810452	-0.077934258	0.358454632	-0.184781116	0.014684395	0.479916612
Rab11-R-E	-0.07113531	-0.320212654	-0.572049739	-0.374198721	0.521336507	-0.298301802	-0.182207426	-0.704270619	0.105561456	-0.396279638	-0.056085045	0.628846555	0.365240102	-0.011474502	0.140660491	-0.47694147	0.175822367	-0.112140618	0.117845279	0.190864489	0.203491342	-0.082521801	0.102444197	0.517555945	0.030002735	-0.282521283	-0.321538464	-0.114342641	0.442413507	-0.472738258	0.389254659	-0.534384295	0.118113757	-0.235413254	0.104907159	-0.89482886	-0.778388402	-0.277775669	0.320401105	0.571786898	0.233638789	0.123129061	0.117298079	-0.357710913	0.071666904	-0.347089393	0.038076449	0.476817652	-0.011572125	-0.143162083	-0.436676736	-0.103577194	-0.073657516	-0.315939136	0.134565442	-0.077273521	-0.436536262	0.489558142	0.443765473	0.208398169	0.202746113	0.192829091	-0.825101367
Rab25-R-V	0	-0.116856607	-0.125390682	-0.096251375	0.728066867	-0.863069355	-0.308964765	-0.179323386	-0.448502122	-1.587893172	-0.019739971	0.197429211	0.129699642	-0.116128094	0.297272221	-0.41788485	-0.217486525	-0.190941229	0.136219722	0.125296569	0.019191958	0.252780334	0.31561394	0.412456796	-0.04363274	0.317867282	-0.533906328	-0.002928324	-0.046467352	-0.254980194	-0.01069206	-0.374637171	-0.181049574	-0.07190696	-0.240970586	-0.290902012	0.023805315	-0.320770563	-0.325978516	-0.265077514	-0.087989248	0.443618144	-0.188227349	0.082711711	-0.112369569	-0.234997779	0.059222677	0.216248913	-0.410026745	0.16539523	-0.340097156	-0.117269853	0.05438873	-0.300862532	-0.327336347	-0.356920263	-0.963035488	-0.00856035	0.209019038	0.08693072	-0.26350548	0.190379073	-0.048210935
Rad50-M-V	0.101111435	-0.070501021	0.20622819	0.050410539	-0.292802909	-0.082812824	0.169011162	0.025187653	-0.108701172	0.232341564	0.151653023	-0.543954832	0.412432473	-0.167270611	0.143546101	0.180766974	-0.403222287	0.247701438	0	-0.399426247	0.132003739	-0.022874689	0.062417413	0.064355932	-0.119887154	0.21578576	-0.033637541	0.218405766	0.137894229	0.190236051	-0.087395045	0.181894498	-0.085624191	0.127735553	0.035787851	0.107523515	0.172262921	0.128031593	-0.351911405	-0.435267525	-0.206684017	-0.153778003	-0.129401827	0.163368244	-0.12070574	0.122532669	0.256336572	-0.61155678	-0.390513981	0.0587903	0.125105639	-0.098454478	-0.016050006	0.077817586	0.067330111	-0.058134869	0.081463002	-0.315844042	-0.109837138	0.229725134	-0.44043553	-0.139568973	0.140204189
Rad51-R-V	0.221102622	-0.142308969	0.357698131	0.040086473	-0.323539449	0.250267647	-0.259930659	0.888406221	0.064621662	-0.180504832	0.289432939	0.104322711	-0.090969017	-0.357939343	-0.132694796	0.284365054	0.083503687	-0.270391324	-0.093725168	0.017065429	-0.205971882	-0.16729177	0.140470479	0.461185165	-0.146809053	-0.054411715	-0.047232909	-0.309985847	0.216592793	0.116237997	0.111293307	0.233416593	-0.411390129	-0.199918928	-0.581941625	0.412774341	0.368080256	0.235235285	0.324755284	-0.215720887	0.204943296	0.303888159	-0.149378391	0.125020333	-0.303223965	-0.017041762	-0.205985096	1.0211416	0.646817692	0.171503263	0.225759588	0.855042844	-0.016554118	-0.01701201	0.109944189	0.080694409	-0.212400258	0.071680678	-0.098012055	0.108699386	0.075756108	-0.155101225	0.47411897
Raptor-R-V	-0.150540973	0.132316214	-0.404915728	0.055320734	0.179180387	-0.192140149	0.255657977	-0.597489933	0.166343507	0.27874269	-0.204999571	0.09272104	0.143369889	-0.053726354	0.204172165	-0.290643738	-0.179504398	-0.20745511	-0.03340189	-0.064977367	0.010956903	-0.041183691	-0.121154709	0.208358755	-0.197904081	-0.153863391	-0.390372176	-0.010301822	0.083078153	-0.245126795	0.088535292	-0.355088844	-0.004233911	0.125051227	0	-0.3984908	-0.444196519	-0.283113337	-0.010700422	-0.059742071	-0.16794905	0.038653722	-0.058766735	-0.251597125	0.217873084	-0.24651097	-0.0505084	-0.07354319	-0.118698783	0.069873227	-0.128349317	-0.094844585	-0.045219307	-0.14048474	0.011138106	-0.016651732	0.292608836	0.095134011	0.295728214	-0.0348417	-0.152489101	0.00067367	-0.505132364
Rb-M-E	0.017557854	0.061460789	0.023894204	0.161647146	-0.047360376	0.063829165	0.038074224	-0.034328455	0.341719126	-0.266459502	0.153383372	0.306199093	0.030113398	0.228552983	-0.058519849	0.04067803	0.345403704	-0.014502984	0.007850231	0.229734129	0.081894949	0.025801407	0.00998246	-0.111761819	0.127367285	-0.059076902	0.092799743	0.111876028	-0.086099515	0.037288675	0.214132346	0.000921774	-0.05945572	0.13758744	0.002530531	0.015879817	0.122760311	0.079211777	0.419271072	0.411671121	0.126799329	-0.041574251	0.072330826	-0.099553594	0.138769493	-0.020829059	-0.066289915	0.011811298	0.254400044	-0.027891111	0.098858204	0.066749602	-0.248620398	0.005571094	0.205842846	0.214137806	-0.449179658	0.070637619	-0.177638731	0.043564272	0.117272955	0.140288701	0.083197579
Rb_pS807_S811-R-V	0.228155171	0.390650177	0.683319128	-0.117758005	-0.939460035	0.104403963	0.201021664	0.805920735	-0.210850965	0.006984515	0.404906202	-0.718905622	-0.161528283	-0.450389747	0.228991914	0.283520939	-0.27667851	0.265646894	0.063118038	-0.622816574	-0.511706815	-0.011259258	0.206387347	-0.396619144	-0.048773926	0.347668488	0.18198021	-0.013208279	-0.203846872	0.369265368	-0.28234909	0.455727368	0.148057281	0.05371926	-0.185581658	0.675728255	0.87937715	0.484333854	-1.062433502	-0.556141402	-0.085406462	0.157605514	-0.366971842	0.195421488	-0.011728854	0.475794543	0.114203523	-0.467518444	-0.28242861	0.320190511	0.546114663	0.111944213	-0.074550268	0.129520152	-0.20091778	-0.040713378	0.938172879	-0.458561612	-0.383874093	0.320006015	-0.090423318	-0.461655317	0.831390612
RBM15-R-V	0.19487063	-0.179984487	0.074245251	-0.034620419	0.303461786	-0.382246856	0.191304719	0.001455483	-0.667087718	0.369192597	0.22719051	-1.11313004	0.461842723	0.083040811	0.575555007	0.035348469	-0.655795262	0.277317873	0.298444807	-0.658603982	-0.244257187	0.005752711	0.04538887	0.251647728	-0.152273945	0.473029375	0.118381518	0.196303355	0.022398499	0.122280949	0.020483055	0.138583853	-0.126394055	0.223467851	0.1682373	0.181777932	0.229544807	-0.258241283	-0.932668923	-1.167889876	-0.172053694	-0.221063971	-0.140701533	0.026123366	0.106149571	0.206754666	0.387528501	-0.596633413	-0.693686777	0.179046207	0.279821511	0.056090433	-0.009631055	0.341757308	-0.356424386	0.106654652	0.48523663	-0.101307437	0.182781265	0.154535018	-0.645430417	-0.291430073	0.05363386
Rictor-R-C	-0.153846903	0.745683706	-0.45264744	0.588361892	0.297050927	-0.10001896	0.272138258	-0.556128098	-0.226937263	-0.108603828	0.310857136	-0.067983407	-0.00247202	0.591327338	-0.351001291	0.337115905	-0.034155627	0.048368504	-0.089106206	-0.068299408	0.051972076	-0.010300676	-0.30539959	-0.261797685	0.161122181	-0.056011773	-0.047972958	0.208915184	-0.331603182	-0.034291692	-0.104753085	-0.206284596	0.08849188	0.858732887	0.296382389	-0.241284774	-0.382554582	-0.266118339	-0.053670822	0.099784536	-0.076948364	-0.306887708	0.091890904	-0.061910202	0.019200072	-0.016124556	-0.13298605	-0.222387409	-0.367843057	0.153429178	-0.012808808	-0.027993735	-0.014296575	-0.008532685	0.000306731	-0.081670418	-0.067759298	-0.027338677	0.098577352	-0.130836399	0.286854949	0.126199133	-0.550892231
Rictor_pT1135-R-V	0.140231504	-0.032532035	-0.502113352	0.078269501	0.224800087	-0.139106704	0.238764693	-0.423331457	0.071201397	0.112473031	-0.193352798	0.523149417	0.113112841	0	0.144457323	-0.180516076	0.1246516	0.015543002	-0.126173409	0.149164056	0.16505086	0.120269402	-0.166894017	0.270560747	-0.033971772	-0.118141954	-0.010986539	-0.030612053	0.237606727	-0.242617648	0.146394475	-0.282110515	0.137080255	0.151871635	0.202774704	-0.48554587	-0.399890211	-0.29027481	0.462157878	0.220135498	0.103046599	0.200963664	0.048517601	-0.222824488	0.106137616	-0.163623956	0.058593676	0.204916714	0.2323856	-0.046361163	-0.212998033	-0.016944243	-0.169574534	-0.133608255	0.196642608	-0.181376523	0	0.260218116	0.257301041	-0.078250493	0.076198181	0.04917661	-0.592350799
S6-R-E	-0.152251944	0.206439261	-0.179331866	0.024951704	0.195277763	-0.063469391	-0.03708018	-0.369639872	-0.159354333	0.869336273	-0.13999237	0.060949035	0.349565273	-0.018215826	0.125329222	-0.083155417	0.145803056	0.137929793	0.024902942	0.034817453	0.021772834	-0.025927826	-0.02971653	0.145538506	-0.0709491	-0.037740294	-0.233798334	-0.029927516	-0.022415321	-0.049748811	-0.035372836	-0.296804411	0.117084078	-0.000742302	0.10509808	-0.146823739	-0.333595301	-0.234299601	0.419887579	0.303885314	-0.100075215	0.161647581	0.241391056	-0.045699342	0.444522127	-0.114795349	0.083549688	0.101083519	-0.086220565	0.153599962	-0.175699412	-0.275714674	0.031968999	-0.017634148	0.10180427	-0.071734583	0.888732689	0.10902144	0.342684391	-0.062589425	0.056753814	0.08143577	-0.343420148
S6_pS235_S236-R-V	-0.182156933	-0.11045401	0.630959789	-0.14128816	-1.309655168	0.128258398	0.023114093	0.906843347	-0.253596181	-0.363678108	0.389064802	-0.89205478	0.661639816	-0.501798672	0.469643852	0.390632976	0.123884213	-0.183709046	0.203741571	-0.782219436	-0.301257261	-0.157444609	0.254665176	-0.394360368	-0.034592881	0.038694427	0.109906287	-0.354396736	0.128700335	0.166229177	-0.393867949	0.402539262	-0.628447854	-0.101076427	-0.406531797	0.761832376	0.90514332	0.406350394	-1.160821132	-0.92561716	-0.299262201	0.764971009	-0.41192763	0.34927165	-0.58047781	0.326372232	-0.192511781	-0.703841638	-0.339041401	0.242560404	0.556727722	-0.126553027	-0.097957264	0.188775313	-0.23963521	0.10624306	0.361095611	-0.679824397	-0.739766038	0.138128716	0.177202566	-0.319022528	0.774352812
S6_pS240_S244-R-V	0.015524041	-0.122232509	0.646950381	-0.14128816	-1.131868671	0.249173759	-0.333878241	0.948434077	-0.238574999	-1.130913352	0.373104626	-0.717196908	0.565297059	-0.494390825	0.252973021	0.357539887	-0.196799958	-0.141546002	0.21224958	-0.866793814	-0.466001244	-0.057369501	0.289625366	-0.452060814	-0.076466602	-0.009162132	0.229197602	-0.374796155	-0.100012254	0.323169613	-0.449143708	0.399291991	-0.796588953	-0.466990592	-0.574890695	0.823157922	0.962634898	0.510894	-1.12163346	-0.886742253	-0.301125618	0.559346226	-0.47992085	0.30974633	-0.463080162	0.351480639	-0.086201087	-0.682987234	-0.358556756	0.306496712	0.607850708	-0.044966917	-0.226647098	0.249474455	-0.340319338	0.182959041	0.511071535	-0.787672711	-0.780899168	0.17993057	0.0754798	-0.34823692	0.898046776
SCD-M-V	-0.164805363	-0.01897046	0.124875611	0.126845225	-0.375812996	0.059247528	-0.461209231	0.084719571	0.34553085	-0.577220448	0.106400605	-0.117170108	-0.113276225	0.305439616	-0.200978746	0.099560086	0.365552094	-0.14431388	0.068547805	-0.050365172	-0.146233611	-0.081264483	0.053061896	-0.21208817	0.102080473	-0.106248365	-0.020660996	0.106345236	-0.347223068	0.161577328	-0.088243118	0.136182702	-0.256603442	-0.278488724	-0.159543906	0.113375481	0.082374143	0.189246866	-0.050178649	0.233582794	0.057610732	0.06546643	-0.080882482	0.031300617	0.160111298	-0.052329016	-0.177230128	-0.162739745	0.0908366	0.04394253	0.109661093	0.103468868	-0.128487206	0.019681505	0.000795329	0.213828958	-0.569049799	-0.25501431	-0.416094221	0.050977378	0.027869458	0.109633352	0.118759281
SETD2-R-E	-0.068995641	-0.085169178	0.434016216	0.022123931	-0.475449798	0.227013396	-0.440115375	0.437768437	0.105258893	-0.317348249	0.157798447	-0.219388124	-0.138178985	-0.275952408	0.244579166	0.21545903	0.089431829	-0.219408907	0.056453466	-0.105216849	0.039749118	0.012188591	0.124609274	0.020432625	0.074856475	-0.006418061	0.118381518	-0.152416222	-0.193429414	0.073104993	-0.023528945	0.181514947	-0.559067838	-0.121131395	-0.584502668	0.409006385	0.431370948	0.241185533	-0.157808755	0.046156318	0.057169488	0.272486725	-0.089463228	0.193614029	-0.07920391	0.128481926	0.00401153	0.072433231	0.051360624	0.097126684	0.318861236	0.034777353	0.064903919	0.040641675	-0.010733969	0.08760199	-0.371312862	-0.182688201	-0.237103041	0.022677572	0.137953675	0	0.445776939
SF2-M-V	-0.118625435	0.138936977	0.012362157	0.178526873	-0.230424168	0.060096035	-0.167653699	-0.099211888	0.431704134	-0.658500589	0.129757356	0.151399181	-0.073139083	0.209984497	-0.140706139	0.032340259	0.507004842	0.034924201	-0.001548296	0.349873025	-0.150409003	0.016752405	-0.023572751	-0.309824952	0.029773357	-0.262132263	0.018144125	0.156076098	-0.365512626	0.126471323	-0.021581348	0.035902732	-0.113653318	-0.008656529	0.007405596	-0.099474367	0	0.080557779	0.129721619	0.440912955	0.329727133	-0.277236251	0.117298079	-0.241438711	0.162824627	-0.103250636	-0.3149114	-0.199267172	0.377636545	-0.107705478	-0.170912249	0.192130704	-0.429375484	-0.043953445	0.166804	0.167676038	-0.900712738	-0.049557052	-0.51047158	0.002188261	0.20707791	0.217543989	-0.105198586
Shc_pY317-R-E	-0.035057253	-0.084812633	0.320891845	0.010135987	-0.391795175	-0.047652899	-0.167409053	0.383706873	-0.101426544	0.363258073	0.048913565	-0.383414863	-0.068114324	-0.311067551	0.018771577	0.19319849	-0.155899159	-0.059581651	0.185095164	-0.239128113	-0.150864692	-0.137489414	0.017111393	-0.054143686	-0.048773926	0.076479053	0.167499832	-0.128546701	-0.270764194	0.0665892	0.09656924	0.201163695	-0.327210953	-0.224396394	-0.143798187	0.419082438	0.439369376	0.285442561	0.00664497	-0.274550945	-0.016158103	0.181412515	-0.192891547	0.244875677	-0.198070871	0.057336993	0.015630859	-0.077363401	-0.082940479	0.14113242	0.149676728	0.074453758	0.10591905	0.000369912	-0.131316438	-0.019493348	0.08276283	-0.413273047	-0.211443054	0.043823161	0.007747223	-0.012193406	0.498697387
Smac-M-E	-0.309893105	-0.15778401	-0.16018774	0.226737549	0.01873939	0.359123513	-0.438015868	-0.86321258	0.545193157	-0.254726186	-0.012231276	0.403348129	-0.299936876	0.383419693	-0.50353557	-0.399860202	0.168071375	-0.032214155	0.030669805	0.393834935	0.019901973	0.096223808	0.377858945	0.255415263	0.152715099	-0.330761565	0.002390259	0.083760099	-0.205869674	-0.061304232	-0.263251118	-0.332989176	0.227508429	-0.043171601	-0.050817126	-0.467366068	-0.830623858	-0.026848967	0.349133434	0.603348169	0.239641012	-0.91397414	-0.056797086	-0.216569106	0.290281065	-0.214383387	-0.0006448	0.182997963	0.397619926	-0.110080948	-0.350524888	0.019680367	0.056250809	-0.392478865	0.086748095	0.562471562	-0.296272224	0.110518138	0.265438553	-0.106084099	-0.300960297	0.601646232	-1.003735366
Smad1-R-V	-0.043553985	-0.071174443	-0.367833777	-0.111500235	0.461194142	-0.258012974	-0.111177004	-0.49416644	-0.306148517	0.217440289	-0.188764023	0.285238043	-0.061930134	-0.03301121	-0.130969289	-0.270896975	-0.080735701	-0.003886166	-0.155075082	-0.063166132	0.143966615	0.188165733	-0.217058232	-0.144656689	-0.037217869	-0.000730798	-0.299986316	0.029377589	-0.25178373	-0.135856366	-0.08022106	-0.161024471	0.085613804	0.155193592	0.213450781	-0.346874741	-0.415423829	-0.138920179	0.134009025	0.02212448	-0.174520023	-0.353870811	0.072899911	-0.008358811	0.117119069	-0.104232019	-0.067343056	0.071599591	-0.105176691	-0.224148198	-0.346552407	-0.08668997	0.167815862	0.038043193	-0.04724432	-0.14123467	0.226025169	-0.030272203	0.125672155	-0.155117309	-0.164682741	0.019126509	-0.501734303
Smad3-R-V	0.215021243	-0.182597437	-0.424298031	-0.096845103	0.375807074	-0.302727061	-0.036929639	-0.750125862	-0.329694457	-0.229025725	0.121778918	0.189017186	0.165704171	-0.216280402	-0.09545226	-0.076042039	-0.052826508	0.4942098	-0.087034221	0.612810021	-0.055773249	-0.005280611	0.254660106	0.021333785	0.149321338	0.109781051	0.40021729	0.104680375	-0.105324743	0.183702994	0.110518345	0.234644145	0.153003566	-0.234927087	0.387323549	-0.748565839	-0.692974886	-0.197501183	0.35244481	0.219624431	-0.159067675	-0.526358949	0.117298079	-0.111068575	0.51689117	-0.172787292	0.480072513	0.6834758	-0.1454106	-0.057320716	-0.460124701	0.411939136	-0.122672221	0.203880453	0.374131648	-0.285404629	-0.193673093	0.506447696	0.015506062	0.173714847	-0.138817164	0.181515716	-0.875001045
Smad4-M-V	0.098158518	-0.0353282	0.284235538	-0.053200932	-0.057746177	0.181651716	-0.221495935	0.268225965	0	-0.132859741	0.147983757	-0.189695016	-0.221005131	-0.096462274	0.545723375	0.130855489	0.068376982	0.045225046	0.176768939	-0.174850027	-0.098752365	0.077910598	0.192776612	-0.175930616	0.035635795	0.194170711	0.058255928	0.013445202	-0.101062915	0.141648747	-0.016740601	0.23838153	-0.226370438	0.057938003	-0.069687698	0.261436266	0.4363215	0.254297471	-0.276981624	-0.111667951	-0.037550922	0.271504342	-0.019284227	0.150226712	-0.195766519	0.142466201	0.169586448	-0.148829462	-0.066119856	0.085072963	0.307538918	0.06379583	-0.04597165	0.199899722	-0.051397919	0.161612558	-0.215238365	-0.213164895	-0.06561075	0.134275022	-0.035852919	-0.006348634	0.321719082
Snail-M-E	-0.067616993	-0.115514812	0.202878059	0.121471355	-0.442184808	0.040458401	-0.196758845	0.27025973	0.284271732	-0.351847389	0.119377556	-0.114648874	-0.25291097	0.100219761	-0.113833489	0.197901714	0.175140596	-0.132923881	-0.098162072	0.015261033	-0.089610354	-0.135757901	0.018630697	-0.23586368	0.156048491	-0.032992174	0.118381518	0.075488605	-0.37929621	0.176937761	0.00101727	0.175969774	-0.13432735	-0.132228515	-0.116048707	0.270149995	0.328943773	0.260256647	0.149373646	0.251946707	0	0.050748746	-0.079469999	0.115268504	0.050494994	0.012679789	-0.047926684	-0.151779682	0.113645603	0.039445605	0.143012947	0.083462406	-0.157477919	0.055855751	0.046915834	0.171820112	-0.130985868	-0.295793844	-0.510357136	0.019429244	0.010059991	-0.017289439	0.282108766
