	RHBDD2	MPI	IL18R1	ARNT	PHF7	C6orf150	TTC27	SPHK2	SLC25A26	PNCK	ABTB2	RIPK1	HPS3	PDGFD	MYO1B	LOC100128822	EIF2C1	RAB11B	DIRC3	UBD	ARHGAP8	SFT2D2	SCIN	C3orf1	KCNJ8	TPD52L1	RBM22	7-Mar	RAB40B	BIRC3	ALDOC	PDP1	AFAP1	KTELC1	NRL	DCLRE1B	FAM186B	BCAT2	FOXL1	CXorf57	ARHGEF18	PDDC1	AK3L1	ATXN1	TIPRL	AFF3	C3orf64	7-Sep	TMEM116	SLC15A4	APLP2	CAMK4	OSBPL2	DCUN1D3	RAB11FIP4	LMTK3	DDIT4	CMC1	CMPK2	RSU1	SSR1	TROVE2	AKT2	C3orf18	PISD	PPIP5K1	STRBP	C5orf15	AP3S1	ZNF792	PLOD1	SLC2A1	OGDHL	TMEM22	PGAM5	AHSA1	NMUR1	IL10RB	CRTC1	TOM1	SMPD1	C5orf36	KLC3	IL1RAP	ANO10	BIK	TRDMT1	PARD6A	KIAA0284	ARHGAP39	CHCHD7	TMEM53	C19orf26	ZNF629	PPM1H	JAG1	HNMT	BNIP2	TSSK6	CCND1	BCL7A	SLC25A12	ALPK2	ALS2CL	SGCB	PWWP2B	GDI2	HSD17B11	MN1	PXMP4	NEDD4	POLR3C	DNAJA3	DHCR7	SLC9A9	HTRA1	HIP1R	MYO19	IFIT5	C15orf52	DNAJC5	RB1	C22orf45	FBXO17	ACAD10	DUSP1	ANP32E	CUX1	CHST15	TLCD1	ANKRD32	KCTD3	GPR85	GORASP1	MGAT3	PCBP4	FBXO2	SLC29A2	ACTR3B	CRLF3	SRGAP2	BCO2	MSH6	OSMR	FOXRED1	UBAC1	DOK7	CCDC88A	FOXJ3	PLSCR4	PLCB1	BCAR1	DIRAS2	ABL2	EHD2	C10orf41	PAIP2	KHDRBS1	DDX28	TM4SF18	PPT1	RBMS3	WDFY1	SIRT5	CAPN1	SERTAD2	SERPINB9	CD302	RLF	GTPBP5	C9orf21	DEF8	TMEM51	INSIG2	RALB	GIT2	TMEM37	PRPF40B	TAF5	CADM4	AIDA	LDHD	NAP1L4	ACAD11	SNX33	RAB8B	PLEKHG2	KCTD1	ATP6V0E2	ZNF777	ANTXR2	SLC25A38	COQ10A	C3orf31	TMEM8B	DDR1	ABLIM3	FYN	SDR39U1	SRD5A3	HMGB3	C15orf59	LPCAT1	CALCOCO2	MBNL2	AAGAB	PPFIA4	DTNB	FAM110B	TGFA	KIAA1522	CUEDC1	METRNL	CKB	ICK	FAM115C	KATNAL1	ITGB1	CD109	HAGHL	KCNK3	CASP10	ARRDC3	PAG1	TMEM55B	REPIN1	ADRA1B	ADCK1	SCAMP4	ProSAPiP1	DARS	SHROOM4	TMEM45A	SLC2A5	C3orf58	F8	SLC39A14	PSKH1	C19orf52	ZNF25	STARD13	FTO	LOC644538	RNF219	ADPRH	EHBP1	FAM160B1	DBN1	TRPM4	WIPI2	LOX	MID1IP1	GDE1	C14orf159	ZDHHC23	TCP11L1	RIT1	ST14	LLGL2	C19orf73	PPP3R1	ACLY	BNIP3	TM7SF2	DYRK3	CLEC16A	TMEM26	DDX58	PARP3	ENPP3	NR3C1	C1orf53	SYNGR3	SLC25A35	MAEA	SSPN	PDIA5	EDN1	KCNJ11	PLEKHA2	FAM155B	MSN	MXI1	PYGB	CDK19	TLR3	PAK4	CYP2J2	CP	BNIP3L	Subtype
TCGA-BP-4162-01	10.7023	10.1549	7.4466	10.3299	4.993	6.1074	8.7442	7.8615	8.1425	8.214	6.6791	10.4329	10.9161	11.1596	11.3119	5.772	9.9261	10.4112	4.7981	12.0369	6.3758	6.8056	6.8787	9.7281	8.3288	6.8566	10.6305	11.1548	8.2652	11.8555	7.5362	9.0961	10.281	8.6952	4.8018	7.7309	4.2043	8.4238	5.9284	8.0387	9.8809	9.6298	10.4169	10.5407	9.487	8.9973	8.8818	11.9206	7.9888	10.9009	13.7248	4.9309	9.4995	9.2213	8.0678	4.4601	12.5513	6.6082	8.2053	10.3349	11.5835	9.9385	10.6443	6.0981	9.3865	8.659	7.7933	12.3639	10.4179	6.4912	12.1413	12.5561	9.9327	8.5702	8.0014	9.8463	6.308	10.0804	7.6041	9.7044	9.4653	7.1341	1.2272	8.3427	9.0494	1.4793	7.7846	5.724	10.0626	6.1804	8.2096	7.0668	2.9459	9.4942	6.5815	11.8882	11.5668	10.0098	3.6059	14.9518	8.9368	9.1125	9.9294	6.8566	11.9032	6.275	12.5843	10.4188	8.1174	7.8587	9.6596	9.0211	10.2442	7.9132	8.0533	11.2603	10.8795	8.9044	9.9207	6.851	10.671	11.2324	7.4519	11.1617	9.4534	15.1761	10.5959	10.1446	9.2385	2.67	8.0411	10.671	6.2068	9.1907	9.205	7.4318	4.3056	2.4516	6.2328	8.7199	10.2768	4.7269	10.1928	10.909	8.4332	9.266	1.6938	10.4291	10.5779	9.8761	10.6515	10.887	10.1961	10.4046	12.4815	5.6359	11.3791	11.9377	7.9837	10.451	12.2258	6.6344	10.77	8.4773	11.3713	10.8448	9.8372	9.8251	10.1851	8.2118	8.4163	9.8051	9.6644	11.0415	12.0894	11.9946	12.374	7.9685	6.1981	5.9804	10.5027	7.1793	10.8571	12.9677	10.6805	10.4697	10.3538	6.7765	8.8763	8.0893	10.3922	7.9913	6.6854	6.0306	8.0387	11.5579	11.7227	10.3314	8.5189	8.4144	6.6979	2.3286	13.5393	11.9062	11.0988	9.2017	8.8584	7.2488	6.2413	12.3494	10.1199	8.1405	8.6202	9.9247	9.2406	9.6954	9.3504	13.4899	11.4511	3.8036	12.0484	9.6857	13.2193	11.0106	8.9667	10.3513	8.1833	6.1444	9.5058	7.078	12.4205	10.3178	10.2421	10.2152	9.6612	10.2336	12.1833	9.5155	7.0045	9.0149	9.747	11.3621	8.1011	8.4041	9.1584	11.4305	9.7738	9.7036	8.9289	10.4702	12.1938	8.8514	10.2794	10.4352	7.2102	8.345	10.686	9.2889	9.9543	2.1942	10.8975	13.611	12.4131	7.6909	8.2483	9.2321	7.8085	10.4216	8.1899	12.252	12.2372	2.4516	3.1043	5.8542	9.9087	10.4743	10.5515	10.1956	3.3133	11.8614	3.552	14.0251	10.9306	10.8972	10.6103	11.4866	9.5058	12.6855	9.9631	12.6306	0.0
TCGA-CJ-5677-11	11.1547	9.6382	6.4649	10.5242	5.7872	4.9123	8.3176	9.6421	8.4646	1.9676	9.7793	10.0567	9.8454	9.205	11.7455	5.8431	9.7673	11.0807	3.387	8.5013	8.25	6.5002	11.722	10.2188	7.4081	9.3269	9.7521	10.3999	9.2591	8.7737	6.8714	10.1349	9.6156	8.3582	5.7239	6.8305	4.2898	9.1441	4.9467	6.9542	10.5975	10.3444	11.597	9.8935	9.5797	6.654	7.9964	11.1958	8.7348	8.7725	14.5355	3.6183	10.2113	7.8357	10.5493	5.7966	9.7953	7.5798	6.7883	10.1663	11.6921	10.1747	11.2303	7.6204	9.5029	9.1634	9.282	11.2073	9.0211	7.0837	11.4758	9.6474	13.6877	5.8881	8.7786	10.6445	5.0294	8.9358	8.9613	10.4593	10.978	6.459	5.5942	7.9118	10.0393	5.2661	7.0837	6.9668	10.0699	7.2653	9.2156	8.5736	5.4694	9.7534	10.2197	11.5102	10.6957	9.2138	4.119	11.896	9.7126	9.3552	9.824	10.5521	11.2739	7.6547	12.1059	10.1377	7.0484	9.1112	9.0815	8.4315	10.3677	9.3838	7.1219	12.3528	10.9837	8.8403	9.1552	7.9008	11.06	10.3894	7.4847	9.9901	10.6096	13.4591	10.517	11.5278	8.677	6.8848	6.4227	10.624	3.8903	10.1133	8.2364	8.0229	7.8585	7.7716	7.5935	7.7009	10.5681	5.897	9.6649	10.3605	8.9529	9.1008	5.4575	8.9486	10.403	9.9641	9.0854	11.1258	6.6488	9.7114	10.1881	7.9082	10.893	11.4341	8.2978	8.6087	11.2729	6.5175	10.0443	8.9781	11.4094	9.5337	8.6127	9.5645	8.8678	8.43	7.2272	9.7307	10.1095	9.443	10.9309	10.1645	11.5279	8.3996	6.2678	10.0473	9.6462	10.1474	11.3252	11.6038	9.5471	9.7164	8.1148	10.1663	10.9963	8.5056	9.7276	9.7331	8.0529	6.7931	9.2753	12.1712	9.7703	9.8924	9.3863	8.6693	8.5114	7.9757	9.7176	11.3376	11.0339	10.1456	7.3895	8.1958	8.6221	9.888	11.6913	8.5271	9.528	11.8247	8.6301	7.1137	8.8198	13.2387	10.1899	3.9594	6.1096	8.939	11.5315	8.0745	9.0679	10.5426	6.5175	7.4892	10.5632	10.3072	10.7177	10.0739	5.6579	9.2676	8.7821	10.0218	11.3305	10.0927	7.6311	8.3143	9.4241	10.5649	6.2881	8.1481	8.286	10.2402	9.1496	10.7102	9.6842	10.713	9.5216	9.3978	10.6702	10.9419	8.5911	7.9297	9.8112	11.439	11.0414	3.484	10.1128	12.0219	10.915	9.4898	7.1918	9.8946	7.1547	8.9022	8.9739	7.7283	10.62	4.6449	3.6183	7.4654	10.2306	8.1205	8.5497	6.9835	6.4042	10.909	6.2881	13.7918	10.0293	11.5001	9.3821	8.8116	10.5192	6.601	7.8735	11.4449	0.0
TCGA-DV-5566-01	11.1627	11.1023	8.783	9.8761	4.7292	6.0847	8.569	8.1878	7.7083	5.4886	7.8012	10.465	11.161	10.8157	11.142	6.2094	9.9782	11.1335	3.728	11.1289	7.4271	6.3871	9.374	9.9375	9.104	7.3828	10.0263	10.3819	8.3449	10.9439	11.1097	9.1643	9.9155	8.5612	5.203	8.3221	3.9348	9.4114	6.3514	8.0438	9.6978	10.1929	10.3256	9.8079	9.5997	8.1039	8.2245	11.5976	7.3335	10.933	13.7241	3.4194	9.5622	8.1304	8.1304	6.4972	12.2612	6.9545	7.5296	10.5066	11.8147	10.0907	11.0508	6.4474	9.2035	7.7746	8.0714	11.782	9.5347	6.6295	12.471	12.3892	10.2902	7.0849	8.6501	10.4291	6.3514	9.9111	8.354	10.1668	10.1796	6.0738	2.0225	8.1435	9.1397	2.1932	6.9722	6.4132	9.7897	7.052	8.2825	7.7394	2.3459	9.7398	7.4727	12.0161	11.3182	9.299	4.2763	13.9076	9.4697	8.7679	11.5337	6.7978	11.7781	6.9722	12.2205	10.5386	7.6844	8.0796	9.7518	9.0865	10.1973	9.154	9.1213	12.319	10.6063	9.1669	9.2514	6.7912	11.0161	11.4016	8.197	11.7261	10.0501	15.1933	10.6106	10.7718	10.2123	6.7912	6.737	11.4171	4.5204	9.2694	7.7678	7.2195	5.029	5.2358	6.8305	7.8274	9.3608	2.4839	10.141	11.0082	9.3608	9.2442	4.488	9.3852	11.9764	9.6764	9.8161	11.3915	8.567	9.6934	13.3008	5.9135	10.8263	11.9016	8.6035	10.873	11.762	5.505	10.1617	8.9665	11.8542	10.0291	9.4189	8.8971	9.4275	8.1304	7.8306	9.6827	10.1694	10.0121	11.4543	12.1582	11.9394	7.4347	6.3782	8.3381	9.8556	8.8878	11.1723	12.4206	10.4195	9.8046	9.6728	8.4157	8.4455	8.42	9.8428	8.4285	6.9365	6.0738	8.5435	12.294	11.3176	10.501	8.8604	9.5226	8.7372	3.8351	11.6544	11.3571	10.8324	9.3427	6.5918	7.2489	8.3267	11.7333	11.0086	8.6951	8.8564	11.1197	8.8627	9.3036	8.6934	13.3135	11.44	2.4839	10.3852	9.2954	12.5458	9.4561	9.0797	10.8137	8.3585	6.5134	10.4291	8.7337	11.9478	9.9517	9.0142	12.8011	9.0646	9.6952	12.1095	9.9509	7.6736	8.0604	9.6409	11.5522	7.8846	8.4341	8.6204	10.3945	8.7268	10.1027	8.5844	10.7831	11.9726	9.4676	10.0501	10.4893	6.9245	7.9481	10.9292	9.7093	9.7484	3.1139	10.1598	13.3541	11.6181	9.4307	7.6222	8.917	6.462	9.7964	8.5136	12.4296	10.7781	4.6726	2.0225	6.1537	10.3924	9.5287	10.5637	10.3164	5.8874	11.623	4.1982	14.199	10.3841	11.5909	9.6508	10.9106	10.2908	10.9182	11.6266	12.6756	0.0
TCGA-BP-5191-01	11.2398	11.153	8.5961	10.1723	5.4504	5.0699	8.5411	7.4039	7.6929	8.0036	6.5387	10.0296	10.7039	9.4568	10.5297	4.5062	9.842	11.4164	4.5062	13.1282	6.7259	6.6153	6.9805	10.1056	8.267	8.409	10.155	9.5007	7.7012	12.6001	12.6088	8.2396	8.9059	9.031	4.9906	7.2717	3.4775	9.8318	5.7119	7.7112	9.8075	10.7826	9.1663	9.2647	9.5137	5.4504	7.5918	11.128	7.4615	10.6201	14.1116	5.1892	9.3976	8.1975	8.9905	6.6469	13.6272	7.6186	6.947	11.0394	11.2141	9.1915	10.5838	6.7764	9.4268	8.788	7.5918	11.8542	11.2119	6.572	13.3402	12.3715	9.4731	6.493	6.9726	10.4625	6.7573	11.0842	8.4029	11.1002	9.7419	6.6676	5.2994	6.7181	9.3392	6.0163	7.2375	6.11	8.8862	6.4095	8.9531	8.6065	1.6656	9.5279	7.8354	11.0159	10.8537	9.204	3.3805	13.5708	7.9623	8.588	11.4556	6.2539	11.1424	7.4674	12.0423	11.1955	7.0919	8.7785	9.0548	9.0685	9.5251	8.9232	10.3684	12.2295	10.5234	8.1278	9.8398	7.0213	11.1016	9.9389	7.3787	11.6871	9.3726	13.894	10.636	10.8695	11.1331	5.6299	6.8233	10.9232	5.2454	9.3082	11.3686	8.1357	7.4733	5.6903	5.7317	8.5495	9.567	5.5871	9.2562	10.3533	8.4029	9.3992	3.2765	9.4237	12.1772	8.5411	9.0782	10.2027	7.0531	10.0446	12.8338	5.0384	11.3491	11.7268	7.9068	9.8791	12.6254	6.4338	9.9715	8.3462	11.6276	9.9829	9.668	9.5236	9.4419	8.7497	7.401	9.6512	10.7903	10.9583	10.9884	11.3023	12.889	7.8109	6.0482	5.8632	11.7234	5.4974	11.5762	11.4631	10.8367	10.0376	9.5807	7.2166	9.7259	8.4663	9.6821	9.925	7.4376	6.8417	6.8776	10.8795	11.6757	10.6844	9.276	10.1458	8.6543	2.4182	13.0222	10.5681	10.3927	8.7809	9.3899	8.5661	8.8862	12.2195	10.7033	6.7859	8.4926	11.163	8.317	9.5021	8.4182	12.9257	9.6104	5.9837	8.9488	9.5036	11.0179	9.263	8.3039	10.885	8.5689	6.8865	10.2812	7.1072	11.9481	9.2022	10.8043	12.9574	9.3016	12.4533	13.46	8.9615	7.1665	7.9241	8.8773	10.7108	9.3082	7.7826	9.1897	9.9922	8.6826	9.7098	8.8884	10.8096	12.7351	9.122	10.9269	10.3517	6.5387	8.0961	10.261	10.9129	8.8684	2.7641	10.1365	12.0001	13.0988	9.4253	7.5754	9.5265	8.0977	9.4192	8.2839	11.8511	11.1874	5.8451	5.0699	7.0698	9.9218	9.2355	10.4453	10.0884	3.6538	11.1789	5.7895	14.0064	10.8784	11.2642	9.0538	9.9953	10.5198	13.3945	14.6721	13.5792	0.0
TCGA-BP-5200-01	10.3478	9.2373	8.3455	10.4199	5.5039	6.1064	9.1813	7.604	7.7859	10.8164	9.6778	10.3987	10.1546	11.5914	11.8618	5.7884	10.0696	10.7914	2.8376	11.2214	6.1812	7.1672	8.455	9.2354	8.6121	7.8578	10.5427	10.8162	8.4036	11.9267	10.4827	9.2296	10.5039	8.4024	4.4512	7.7775	4.068	9.3181	7.7419	7.902	10.0343	9.6463	9.8535	10.412	9.5395	9.8565	9.5421	11.9421	7.3605	10.7719	14.2855	5.2336	9.6043	9.3283	8.6757	5.8565	11.6127	6.5134	7.9589	10.9427	11.8137	9.9392	10.7155	6.6426	9.2329	9.0361	8.33	12.0482	9.8718	6.7104	12.1492	12.4647	9.18	8.33	8.5907	10.0735	5.264	10.2059	7.788	10.4384	9.9982	7.0559	2.3248	8.4561	9.5102	2.539	6.8772	6.8967	9.5317	5.8698	8.0592	7.3486	3.7037	9.477	8.2948	13.0991	11.2598	9.8693	2.7827	15.5977	8.9062	9.1347	10.6299	5.8091	11.6641	6.6956	12.4084	10.3112	9.2992	8.2101	9.477	8.8261	9.9051	9.2251	8.4962	12.3154	10.5591	8.8673	9.6009	6.5591	11.0653	11.428	6.8594	10.9671	9.5804	14.9241	10.5121	10.8196	10.865	5.264	7.8224	11.0246	6.6348	9.3029	9.1077	7.2734	5.6947	4.192	7.0761	8.8098	10.4061	4.3011	10.2425	11.4908	8.7618	9.123	3.8446	10.6923	10.5197	9.6669	10.6954	11.4538	9.4347	11.1871	12.8142	4.3802	11.0119	11.8065	7.584	9.3883	12.0398	7.2784	10.9092	7.8727	11.5695	11.2314	10.5344	9.9689	9.9095	8.4081	8.3514	9.7373	9.5254	10.5299	11.5136	11.8333	10.779	7.4858	6.1064	5.9899	9.9687	7.7419	11.0162	12.2633	10.0358	10.046	10.0749	6.7575	8.8234	8.1366	10.4964	8.0878	7.1239	6.5591	8.986	11.915	11.7817	11.0497	7.8785	8.4898	7.7845	4.4845	12.3523	11.7638	11.5115	8.5893	6.0952	7.8561	6.5509	12.557	9.0809	8.1047	9.0859	8.1597	9.2354	9.4213	9.8056	14.165	10.873	5.0361	12.7618	9.5879	13.2548	10.1566	8.9388	10.1008	7.7686	6.627	10.1283	6.7823	11.8227	10.6517	7.948	9.8685	9.2076	11.0924	12.18	9.6735	6.7927	8.5579	10.111	11.5989	7.3006	8.2831	8.8655	10.7414	9.6593	10.1549	8.8941	10.2084	12.2321	8.9046	9.9899	10.0962	6.3049	8.507	10.4171	8.5435	8.911	1.9784	10.5463	14.0205	11.0564	7.8377	8.5079	9.3837	8.026	9.9334	8.2562	13.4115	11.7994	2.2457	2.6039	5.913	9.4689	10.4373	9.9557	8.1624	3.8175	11.2096	4.6626	14.4586	10.4881	11.0421	10.2477	11.4003	9.8556	11.6887	10.0496	11.8021	0.0
TCGA-BP-4347-01	10.7025	9.6115	8.5353	10.4263	5.5552	5.8742	9.0937	7.8393	7.6323	12.566	8.7632	10.474	9.7377	12.3189	11.7535	5.4717	10.2997	10.5444	5.4717	12.1159	3.7118	6.6562	10.1891	9.2722	9.5452	7.8002	10.467	10.9458	8.3265	10.9798	8.2408	8.5888	10.687	8.8434	4.2928	7.6141	4.617	8.7919	6.4597	7.9138	9.4452	10.1166	10.3744	10.3294	9.7402	10.0755	9.3803	12.0164	7.7778	10.5833	13.6157	4.8858	9.801	8.4967	7.9279	2.0614	13.202	6.2896	8.5699	11.1568	12.1694	10.0612	10.7071	7.5402	9.5287	9.8061	8.3548	11.4708	10.0773	7.6564	12.2753	12.6246	10.47	8.2167	8.1077	9.5157	7.8206	9.7147	8.1763	9.7984	9.7729	6.822	1.6396	8.2745	9.5199	1.8658	7.3822	6.5439	9.3075	6.4897	7.9998	7.082	2.0614	9.7146	8.4319	12.7395	11.6358	10.0104	2.653	15.2626	8.3961	9.6703	11.8956	7.3981	11.7202	6.0515	12.5817	10.3651	7.5906	7.8391	9.582	9.1138	10.2973	9.1619	8.2904	12.2636	9.8637	9.538	9.9049	8.0724	11.0154	11.2355	6.605	11.3528	9.6538	13.3587	10.3915	10.6664	10.6434	4.3992	7.5965	11.0975	7.8753	9.4187	9.994	8.0908	3.5335	3.3155	7.1655	8.5517	10.3764	5.4972	10.1187	10.8369	8.9429	9.5477	1.2156	10.8679	11.5101	8.9218	10.5444	10.9002	9.9192	10.3184	12.9719	5.1045	11.234	11.7568	7.9342	9.9657	12.1515	7.1944	11.0403	8.7213	11.2712	10.8367	10.6574	10.327	10.0843	8.2383	8.2282	9.7803	9.2604	10.5693	11.8883	12.2438	11.3914	8.3329	6.0687	5.8077	10.6079	7.3661	11.0565	12.3485	10.7978	9.9211	10.7525	7.089	9.5547	7.9757	10.3744	8.5115	6.9103	6.7171	8.5709	12.1089	11.9762	11.0747	8.5748	9.1981	6.4334	4.0068	13.1002	11.6489	11.0968	9.4491	9.1111	7.5112	6.2749	12.3534	9.7837	8.1335	7.1918	9.39	9.5462	8.7741	9.5874	13.9771	10.6975	7.6992	12.2213	9.8406	12.5994	9.7491	8.2256	10.2654	8.4253	6.6388	10.0448	8.1443	12.1574	10.6621	7.5464	10.6541	8.5384	11.1025	11.669	9.9144	7.103	9.1438	10.0581	11.6049	8.5456	9.078	9.3883	11.8576	9.7716	9.9294	9.7	10.3677	12.091	8.1524	10.4232	9.9496	7.712	8.4065	11.3257	7.6102	9.2838	2.7695	10.8083	13.4429	11.6557	7.802	8.4765	9.474	8.0696	10.0931	8.422	13.3282	11.5222	3.3585	2.3124	6.229	10.4543	9.5011	9.8184	9.5993	3.4311	11.0524	2.9283	14.1722	11.2273	11.1081	10.4979	11.1339	9.2548	12.6695	6.5665	11.5906	0.0
TCGA-BP-4770-01	11.6968	10.6997	6.7179	11.0735	4.8411	6.8345	8.7687	8.148	8.6299	6.2105	7.4198	9.3245	8.6289	11.2557	12.1649	5.5024	10.2216	10.6132	6.1325	5.8427	2.4881	6.4341	7.0883	9.6451	11.0926	7.6839	9.3076	9.9765	8.4829	7.7871	6.9835	9.5798	11.5097	8.6766	4.5469	8.3481	1.8001	8.6565	5.5248	4.8231	9.4894	8.3914	9.7834	10.155	10.0959	6.5695	9.5845	12.6897	6.6431	10.4131	13.9036	6.1685	9.3592	6.8119	7.0234	2.7386	13.0199	6.9466	8.6552	10.9694	12.8939	10.5945	11.0926	8.3883	9.3915	6.147	8.8329	11.0662	10.7287	6.6328	14.8641	12.8318	5.9787	7.8572	8.4894	11.7557	3.7455	10.2195	8.1552	11.0196	11.0537	5.5578	2.8843	9.6181	9.3506	2.5765	6.5478	5.0715	8.2303	7.2917	9.0521	7.7094	5.3095	9.0031	8.7378	10.8414	9.3731	10.3036	2.2931	10.9882	8.6578	8.1924	7.0812	8.3761	13.0338	7.2077	11.8003	10.4041	10.4369	8.0335	9.6362	9.4387	9.1309	9.7337	8.739	14.4166	8.5014	9.1146	9.478	5.4565	10.9002	9.3181	1.8001	10.114	8.9336	11.731	11.3136	11.1191	11.1041	7.759	6.9915	10.8666	7.2487	10.0723	4.6505	9.3443	5.6725	4.6081	7.4346	9.2159	10.913	1.0454	10.649	11.3597	8.9073	9.5521	0.4379	11.2662	10.7717	9.603	6.8074	10.7703	3.0785	10.7172	12.92	5.3362	10.4571	11.9688	7.5207	6.5642	12.7368	7.5781	11.2978	7.2819	11.3928	10.7464	10.069	10.4973	9.9755	8.1552	8.3559	9.2815	9.7217	9.4715	10.5938	10.7464	7.1476	7.1811	6.7324	7.3681	11.5752	3.0785	11.4927	5.5793	10.8437	9.8794	9.8972	8.4215	7.489	9.0259	11.059	9.9992	7.4812	7.3144	8.8057	7.3987	7.3525	10.4874	9.7274	9.9089	9.9725	6.0187	11.794	10.6446	10.2314	10.022	5.8427	7.3462	10.0343	6.5258	10.2293	7.2917	11.4283	8.7908	8.9472	8.3104	8.3275	13.9586	10.6103	3.9579	2.7386	7.74	11.9223	8.9461	9.919	10.2931	3.6671	7.7963	10.8104	6.4864	10.7947	9.5281	11.6436	8.7486	9.483	7.4464	11.9149	9.4979	7.7519	7.1368	9.6761	9.6692	9.0424	7.9515	8.1114	10.024	9.9379	11.3742	8.1605	11.3952	12.479	9.8907	10.4538	9.0259	4.3071	8.5128	9.8178	7.7519	4.407	3.8905	11.4177	11.9415	10.7618	6.1104	8.5224	8.2986	8.6022	8.5943	8.3434	5.0094	10.634	4.8231	3.0166	6.9468	9.8897	11.0896	9.7915	5.9459	0.4379	9.7015	5.0867	14.2956	10.0245	11.6175	10.4467	4.7298	9.6855	5.1743	3.7671	12.5499	0.0
TCGA-B0-5696-11	11.1896	9.9579	5.644	10.4559	6.4592	3.9728	8.4383	9.9574	8.9493	3.1308	9.7817	9.8713	9.5624	8.8684	11.0996	6.5687	10.0177	11.2996	2.833	8.0883	7.6668	5.8824	11.7656	10.3885	7.8461	9.2649	9.6449	10.4003	9.4473	7.4842	7.7092	9.5483	9.4905	7.8865	6.0279	6.8344	5.2541	9.6016	4.4208	7.4203	10.9318	10.3677	12.0036	9.7662	9.4217	6.6763	7.4776	11.0574	8.784	8.6859	14.6414	2.9134	10.3183	7.2489	10.8261	6.235	10.6782	7.6041	6.6472	10.1859	11.8134	10.1441	11.1414	8.248	9.0638	9.5848	9.2446	11.0238	8.8249	6.7328	11.3886	9.6827	13.5601	5.4688	8.7048	10.3265	5.1583	8.6326	9.1273	10.6366	11.0985	6.4115	6.2047	7.8019	9.9244	4.3358	7.2016	7.1445	9.9744	7.3353	9.4174	8.5544	4.182	9.9238	10.4241	11.5186	10.8793	9.1284	4.3063	12.0453	9.8662	9.6039	10.2386	10.3498	11.181	7.8865	12.3094	10.0547	6.6992	9.2427	8.9823	8.4434	10.7003	9.8782	6.5687	12.1177	11.167	8.9556	8.924	8.5225	11.1299	10.2723	8.1764	10.0855	10.746	13.4521	10.5969	11.749	8.1601	6.8344	6.4524	10.5708	2.833	10.0097	8.131	8.3688	8.7652	8.1657	7.2719	7.2254	10.1096	4.5522	9.6552	8.9612	9.0494	9.2221	5.0908	8.9397	10.3933	9.9177	9.9061	10.9964	5.5591	9.5848	10.058	8.0087	10.8361	11.4939	8.358	8.2007	11.5382	6.0694	10.2105	9.1912	11.5707	9.474	7.9136	9.5709	8.6715	8.7973	6.7978	9.9146	9.7931	9.3975	10.992	9.8968	11.5338	8.5421	5.5082	10.038	9.6161	11.4525	11.3329	11.6469	9.5133	9.5357	7.6779	10.063	10.9868	8.5821	9.6039	9.7424	8.3308	6.5053	9.4831	12.1149	9.3594	9.9454	9.5776	7.8762	8.8352	7.3642	9.4105	11.1377	11.2838	10.0832	6.266	8.3363	8.5241	9.4294	11.8346	8.792	9.3905	12.3189	8.7058	7.3584	8.5447	12.8222	10.0669	5.7789	5.8521	8.7268	11.6289	7.6282	9.2971	10.8019	5.8315	7.6371	10.6932	10.879	10.8186	10.1625	5.6322	10.3534	8.5431	9.8925	10.8939	10.425	7.8072	8.3106	9.2668	10.8081	6.5053	7.7399	7.8664	10.029	9.3286	10.7343	9.8706	10.8683	8.6729	9.6084	10.8338	11.0771	8.3143	7.7293	9.8465	11.183	10.9839	2.9896	10.0492	12.1491	11.2429	9.8298	6.9389	9.6661	7.1037	8.614	9.5269	8.2691	10.8846	5.2846	4.448	7.6516	10.4559	8.4802	8.796	7.3206	6.2193	10.6521	5.9789	13.8757	10.396	11.7925	9.2591	8.772	10.8137	5.5591	6.4789	11.664	0.0
